position,handedness,player,pitcher,p_throws,lineup_spot,away_team,home_team,status,rating,team,playerid,FanDuel,DraftKings,pred_hr,pred_odds,diff,pick
C,R,Yainer Diaz,Zac Gallen,R,5,HOU,ARI,away,4.3,HOU,673237.0,600.0,600.0,12.3,713.0,-113.0,0.0
CF,L,Taylor Trammell,Zac Gallen,R,6,HOU,ARI,away,4.75,HOU,666211.0,700.0,600.0,13.600000000000001,635.0,65.0,0.0
3B,R,Mauricio Dubon,Zac Gallen,R,7,HOU,ARI,away,2.73,HOU,643289.0,1100.0,950.0,7.8,1182.0,-82.0,0.0
SS,R,Zack Short,Zac Gallen,R,8,HOU,ARI,away,2.81,HOU,670097.0,,,8.0,1150.0,,0.0
DH,S,Ketel Marte,Colton Gordon,L,1,HOU,ARI,home,6.88,ARI,606466.0,320.0,330.0,19.7,408.0,-78.0,0.0
CF,L,Corbin Carroll,Colton Gordon,L,2,HOU,ARI,home,5.58,ARI,682998.0,480.0,500.0,16.0,525.0,-25.0,0.0
LF,R,Lourdes Gurriel,Colton Gordon,L,3,HOU,ARI,home,4.91,ARI,666971.0,600.0,600.0,14.000000000000002,614.0,-14.0,0.0
3B,R,Eugenio Suarez,Colton Gordon,L,4,HOU,ARI,home,6.15,ARI,553993.0,290.0,270.0,17.599999999999998,468.0,-178.0,0.0
1B,L,Josh Naylor,Colton Gordon,L,5,HOU,ARI,home,3.77,ARI,647304.0,800.0,600.0,10.8,826.0,-26.0,0.0
RF,R,Randal Grichuk,Colton Gordon,L,6,HOU,ARI,home,6.1,ARI,545341.0,500.0,500.0,17.4,475.0,25.0,0.0
C,R,James McCann,Colton Gordon,L,7,HOU,ARI,home,5.41,ARI,543510.0,630.0,700.0,15.5,545.0,155.0,0.0
2B,R,Blaze Alexander,Colton Gordon,L,8,HOU,ARI,home,5.09,ARI,677942.0,900.0,900.0,14.6,585.0,315.0,0.0
SS,S,Geraldo Perdomo,Colton Gordon,L,9,HOU,ARI,home,1.53,ARI,672695.0,1300.0,1000.0,4.3999999999999995,2173.0,-873.0,0.0
CF,R,Byron Buxton,Dustin May,R,1,MIN,LAD,away,6.8,MIN,621439.0,310.0,235.0,19.400000000000002,415.0,-105.0,0.0
LF,S,Willi Castro,Dustin May,R,2,MIN,LAD,away,4.84,MIN,650489.0,700.0,750.0,13.8,625.0,125.0,0.0
DH,L,Trevor Larnach,Dustin May,R,3,MIN,LAD,away,5.62,MIN,663616.0,540.0,380.0,16.1,521.0,19.0,0.0
C,R,Ryan Jeffers,Dustin May,R,4,MIN,LAD,away,5.19,MIN,680777.0,,390.0,14.799999999999999,576.0,,0.0
SS,R,Carlos Correa,Dustin May,R,5,MIN,LAD,away,5.19,MIN,621043.0,520.0,450.0,14.799999999999999,576.0,-56.0,0.0
2B,S,Brooks Lee,Dustin May,R,6,MIN,LAD,away,4.12,MIN,686797.0,,700.0,11.799999999999999,747.0,,0.0
RF,L,Matt Wallner,Dustin May,R,7,MIN,LAD,away,6.71,MIN,670242.0,400.0,390.0,19.2,421.0,-21.0,0.0
3B,R,Royce Lewis,Dustin May,R,8,MIN,LAD,away,5.77,MIN,668904.0,600.0,450.0,16.5,506.0,94.0,0.0
1B,L,Kody Clemens,Dustin May,R,9,MIN,LAD,away,6.02,MIN,665019.0,400.0,380.0,17.2,481.0,-81.0,0.0
DH,L,Shohei Ohtani,David Festa,R,1,MIN,LAD,home,10.15,LAD,660271.0,172.0,135.0,28.999999999999996,245.0,-73.0,0.0
SS,R,Mookie Betts,David Festa,R,2,MIN,LAD,home,5.0,LAD,605141.0,430.0,295.0,14.299999999999999,599.0,-169.0,0.0
1B,L,Freddie Freeman,David Festa,R,3,MIN,LAD,home,6.23,LAD,518692.0,,,17.8,462.0,,0.0
C,R,Will Smith,David Festa,R,4,MIN,LAD,home,6.39,LAD,669257.0,340.0,350.0,18.3,446.0,-96.0,0.0
RF,R,Teoscar Hernandez,David Festa,R,5,MIN,LAD,home,6.66,LAD,606192.0,340.0,285.0,19.0,426.0,-86.0,0.0
CF,R,Andy Pages,David Festa,R,6,MIN,LAD,home,5.36,LAD,681624.0,390.0,300.0,15.299999999999999,554.0,-164.0,0.0
LF,L,Michael Conforto,David Festa,R,7,MIN,LAD,home,5.55,LAD,624424.0,470.0,400.0,15.9,529.0,-59.0,0.0
3B,S,Tommy Edman,David Festa,R,8,MIN,LAD,home,2.28,LAD,669242.0,750.0,650.0,6.5,1438.0,-688.0,0.0
2B,L,Hyeseong Kim,David Festa,R,9,MIN,LAD,home,3.69,LAD,808975.0,870.0,850.0,10.6,843.0,27.0,0.0
