diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.04,0.65,1668,80.76,-56.03,-0.34,2474,81.33,159.98,0.65,103.95,4142,40,0.250965717,
0.045,0.8,1524,83.01,115.85,0.76,2314,82.32,-20.29,-0.09,95.56,3838,15,0.248983846,
0.06,0,1260,78.25,-60.21,-0.48,1950,79.13,138.81,0.71,78.6,3210,20,0.244859813,
0.07,0.78,292,80.82,-18.12,-0.62,415,82.17,35.32,0.85,17.2,707,35,0.243281471,
0.025,0.84,1200,85.75,-76.14,-0.63,1767,86.98,148.29,0.84,72.15,2967,55,0.243174924,
0.05,0.75,921,80.35,-66.39,-0.72,1365,81.68,121.52,0.89,55.13,2286,50,0.241163605,
0.045,0,1466,80.01,-58.48,-0.4,2186,80.7,145.58,0.67,87.1,3652,35,0.238499452,
0.04,0.82,679,85.42,29.28,0.43,957,85.06,9.41,0.1,38.69,1636,35,0.236491443,
0.035,0.82,852,85.56,26.88,0.32,1213,85.41,21.43,0.18,48.31,2065,45,0.233946731,
0.03,0.78,1639,84.38,139.8,0.85,2404,83.49,-45.6,-0.19,94.2,4043,75,0.232995301,
0.045,0.82,585,85.98,98.91,1.69,898,83.96,-64.56,-0.72,34.35,1483,20,0.231625084,
0.045,0.82,363,85.67,29.14,0.8,553,84.81,-7.99,-0.14,21.15,916,60,0.230895197,
0.065,0,906,77.37,-113.4,-1.25,1363,79.16,165.34,1.21,51.94,2269,25,0.228911415,
0.03,0.65,1979,82.26,30.34,0.15,2931,82.19,81.89,0.28,112.23,4910,90,0.228574338,
0.03,0.6,1997,82.27,53.49,0.27,2960,82.06,59.11,0.2,112.6,4957,85,0.22715352,
0.03,0,1997,82.27,53.49,0.27,2960,82.06,59.11,0.2,112.6,4957,85,0.22715352,
0.07,0,664,76.51,-122.89,-1.85,975,79.08,159.99,1.64,37.1,1639,30,0.226357535,
0.06,0.6,1260,78.25,-60.21,-0.48,1949,79.12,131.92,0.68,71.71,3209,20,0.223465254,
0.03,0.6,1984,82.21,28.78,0.15,2939,82.14,81.13,0.28,109.91,4923,90,0.223258176,
0.03,0,1984,82.21,28.78,0.15,2939,82.14,81.13,0.28,109.91,4923,90,0.223258176,
0.035,0.78,1503,83.9,107.24,0.71,2175,83.17,-25.49,-0.12,81.75,3678,45,0.222267537,
0.025,0.8,1990,84.57,47.47,0.24,2959,84.52,62.52,0.21,109.99,4949,70,0.222246919,
0.075,0.65,339,78.17,4.41,0.13,485,77.94,13.88,0.29,18.29,824,60,0.221966019,
0.075,0.65,488,77.87,-8.78,-0.18,684,78.07,34.79,0.51,26.01,1172,35,0.221928328,
0.055,0.65,725,78.76,-67.67,-0.93,1077,80.32,107.39,1,39.72,1802,70,0.220421754,
0.03,0.65,1991,82.32,48.79,0.25,2952,82.11,59.87,0.2,108.66,4943,85,0.219826017,
0.045,0.6,1466,80.01,-58.48,-0.4,2185,80.69,138.69,0.63,80.21,3651,35,0.219693235,
0.075,0,383,78.07,11.23,0.29,541,77.63,9.01,0.17,20.24,924,50,0.219047619,
0.075,0.6,383,78.07,11.23,0.29,541,77.63,9.01,0.17,20.24,924,50,0.219047619,
0.075,0,495,77.78,1.97,0.04,693,77.78,24.03,0.35,26,1188,35,0.218855219,
0.075,0.6,495,77.78,1.97,0.04,693,77.78,24.03,0.35,26,1188,35,0.218855219,
0.055,0,1280,78.75,-84.57,-0.66,1930,79.79,153.63,0.8,69.06,3210,25,0.215140187,
0.065,0.65,1083,78.12,-25.95,-0.24,1656,78.62,84.44,0.51,58.49,2739,20,0.213545089,
0.035,0.8,1606,84.06,86.72,0.54,2361,83.48,-2.07,-0.01,84.65,3967,30,0.21338543,
0.045,0.65,1235,80.4,-21.95,-0.18,1859,80.74,87.22,0.47,65.27,3094,50,0.21095669,
0.045,0.6,1242,80.35,-11.2,-0.09,1868,80.62,76.46,0.41,65.26,3110,50,0.209839228,
0.045,0,1242,80.35,-11.2,-0.09,1868,80.62,76.46,0.41,65.26,3110,50,0.209839228,
0.055,0.78,915,82.4,74.63,0.82,1404,81.7,-26.22,-0.19,48.41,2319,20,0.208753773,
0.055,0.6,730,78.63,-69.23,-0.95,1085,80.18,106.63,0.98,37.4,1815,70,0.206060606,
0.055,0,730,78.63,-69.23,-0.95,1085,80.18,106.63,0.98,37.4,1815,70,0.206060606,
0.045,0.75,994,81.29,-5.21,-0.05,1459,81.63,55.53,0.38,50.32,2453,75,0.205136567,
0.045,0.65,1459,80.05,-69.23,-0.47,2175,80.78,143.73,0.66,74.5,3634,35,0.205008255,
0.065,0,1090,78.07,-15.2,-0.14,1670,78.44,71.7,0.43,56.5,2760,20,0.204710145,
0.065,0.6,906,77.37,-113.4,-1.25,1362,79.15,158.45,1.16,45.05,2268,25,0.198633157,
0.025,0.8,1909,84.49,31.08,0.16,2825,84.53,62.13,0.22,93.21,4734,90,0.196894804,
0.05,0.82,385,85.71,49.03,1.27,594,84.18,-29.8,-0.5,19.23,979,25,0.196424923,
0.055,0.6,1280,78.75,-84.57,-0.66,1929,79.78,146.74,0.76,62.17,3209,25,0.193736366,
0.055,0.65,1273,78.79,-95.32,-0.75,1917,79.92,156.37,0.82,61.05,3190,25,0.19137931,
0.075,0.65,362,78.18,5.53,0.15,507,77.91,11.08,0.22,16.61,869,55,0.191139241,
0.025,0.86,589,86.25,-91.88,-1.56,851,88.84,119.18,1.4,27.3,1440,80,0.189583333,
0.025,0.86,589,86.25,-91.88,-1.56,851,88.84,119.18,1.4,27.3,1440,75,0.189583333,
0.05,0.75,1098,80.51,-59.45,-0.54,1612,81.45,110.74,0.69,51.29,2710,35,0.189261993,
0.04,0.82,777,85.33,36.51,0.47,1109,84.85,-0.91,-0.01,35.6,1886,25,0.188759279,
0.045,0.75,1035,81.35,0.47,0,1528,81.54,47.78,0.31,48.25,2563,65,0.18825595,
0.045,0.75,1007,81.23,-11.53,-0.11,1485,81.62,58.34,0.39,46.81,2492,70,0.187841091,
0.05,0.82,323,85.14,14.21,0.44,486,84.77,0.96,0.02,15.17,809,35,0.187515451,
0.07,0,379,78.36,0.5,0.01,539,78.29,16.7,0.31,17.2,918,80,0.187363834,
0.07,0.6,379,78.36,0.5,0.01,539,78.29,16.7,0.31,17.2,918,80,0.187363834,
0.025,0.86,729,86.42,-86.79,-1.19,1078,88.4,120.64,1.12,33.85,1807,25,0.187327061,
0.025,0.8,1949,84.5,35.59,0.18,2901,84.49,54.26,0.19,89.85,4850,75,0.185257732,
0.07,0.6,664,76.51,-122.89,-1.85,974,79.06,153.1,1.57,30.21,1638,30,0.184432234,
0.045,0.65,1765,80.4,10.58,0.06,2674,80.37,69.93,0.26,80.51,4439,25,0.181369678,
0.04,0.78,1317,83.45,81.51,0.62,1908,82.76,-23.08,-0.12,58.43,3225,35,0.181178295,
0.055,0.75,743,79.95,-54.78,-0.74,1097,81.31,87.95,0.8,33.17,1840,50,0.180271739,
0.065,0.6,1090,78.07,-15.2,-0.14,1669,78.43,64.81,0.39,49.61,2759,20,0.179811526,
0.035,0.82,898,85.75,49.76,0.55,1287,85.16,-10.69,-0.08,39.07,2185,40,0.178810069,
0.045,0,1772,80.36,21.33,0.12,2688,80.25,57.19,0.21,78.52,4460,25,0.176053812,
0.035,0.82,757,85.6,24.88,0.33,1083,85.32,7.48,0.07,32.36,1840,65,0.175869565,
0.025,0.84,1302,85.48,-116.23,-0.89,1920,86.98,171.87,0.9,55.64,3222,40,0.172687772,
0.035,0.65,1723,81.43,-33.6,-0.2,2533,81.72,106.86,0.42,73.26,4256,65,0.172133459,
0.03,0.8,1803,84.25,57.88,0.32,2678,83.98,18.49,0.07,76.37,4481,40,0.170430707,
0.025,0.86,697,86.23,-105.08,-1.51,1008,88.69,133.91,1.33,28.83,1705,35,0.169090909,
0.03,0.78,1693,84.11,92.94,0.55,2479,83.58,-23.15,-0.09,69.79,4172,65,0.167281879,
0.045,0.8,1244,83.76,157.14,1.26,1932,82.25,-105.94,-0.55,51.2,3176,20,0.161209068,
0.045,0.6,1772,80.36,21.33,0.12,2687,80.24,50.3,0.19,71.63,4459,25,0.160641399,
0.035,0.78,1390,83.81,83.64,0.6,2024,83.15,-28.97,-0.14,54.67,3414,55,0.160134739,
0.07,0.6,383,78.07,-10.33,-0.27,546,78.39,25.19,0.46,14.86,929,75,0.159956943,
0.07,0,383,78.07,-10.33,-0.27,546,78.39,25.19,0.46,14.86,929,75,0.159956943,
0.04,0.65,1371,80.67,-70.66,-0.52,2037,81.35,125.14,0.61,54.48,3408,70,0.159859155,
0.035,0.82,721,85.58,20.15,0.28,1022,85.32,7.67,0.08,27.82,1743,85,0.159609868,
0.035,0.82,721,85.58,20.15,0.28,1022,85.32,7.67,0.08,27.82,1743,80,0.159609868,
0.075,0.6,450,77.33,-28.74,-0.64,625,78.08,45.7,0.73,16.96,1075,40,0.157767442,
0.075,0,450,77.33,-28.74,-0.64,625,78.08,45.7,0.73,16.96,1075,40,0.157767442,
0.035,0.6,1729,81.38,-28.9,-0.17,2542,81.63,96.1,0.38,67.2,4271,65,0.157340201,
0.035,0,1729,81.38,-28.9,-0.17,2542,81.63,96.1,0.38,67.2,4271,65,0.157340201,
0.045,0.82,361,85.6,25.14,0.7,545,84.77,-10.91,-0.2,14.23,906,65,0.157064018,
0.04,0,1591,80.64,-61.99,-0.39,2348,81.18,122.97,0.52,60.98,3939,45,0.154810866,
0.04,0.6,1591,80.64,-61.99,-0.39,2348,81.18,122.97,0.52,60.98,3939,45,0.154810866,
0.04,0,1376,80.6,-72.22,-0.52,2045,81.27,124.38,0.61,52.16,3421,70,0.152470038,
0.04,0.6,1376,80.6,-72.22,-0.52,2045,81.27,124.38,0.61,52.16,3421,70,0.152470038,
0.07,0.65,657,76.56,-133.64,-2.03,964,79.25,158.14,1.64,24.5,1621,30,0.151141271,
0.065,0.65,899,77.42,-124.15,-1.38,1351,79.27,158.08,1.17,33.93,2250,25,0.1508,
0.03,0.86,401,86.78,-31.9,-0.8,562,88.26,46.4,0.83,14.5,963,65,0.150571132,
0.045,0.78,1097,83.14,76.06,0.69,1656,82.37,-34.64,-0.21,41.42,2753,30,0.15045405,
0.04,0,1396,80.59,-62.69,-0.45,2058,81.2,114.64,0.56,51.95,3454,65,0.150405327,
0.04,0.6,1396,80.59,-62.69,-0.45,2058,81.2,114.64,0.56,51.95,3454,65,0.150405327,
0.07,0.65,536,77.8,-32.42,-0.6,762,78.61,51.85,0.68,19.43,1298,40,0.149691834,
0.035,0.6,1956,81.39,-20.33,-0.1,2866,81.54,91.97,0.32,71.64,4822,45,0.148569058,
0.035,0,1956,81.39,-20.33,-0.1,2866,81.54,91.97,0.32,71.64,4822,45,0.148569058,
0.04,0.82,647,85.16,6.5,0.1,923,85.16,16.76,0.18,23.26,1570,40,0.148152866,
0.035,0,2143,81.24,-53.81,-0.25,3174,81.54,131.69,0.41,77.88,5317,35,0.146473575,
0.025,0.8,1916,84.55,44.31,0.23,2845,84.43,25.39,0.09,69.7,4761,85,0.146397816,
0.075,0,666,75.83,-155.1,-2.33,963,78.71,178.8,1.86,23.7,1629,25,0.145488029,
0.05,0.75,884,80.43,-54.07,-0.61,1303,81.5,85.82,0.66,31.75,2187,55,0.14517604,
0.03,0.8,1645,84.74,139.1,0.85,2418,83.71,-80.17,-0.33,58.93,4063,55,0.14504061,
0.03,0.82,1067,85.66,20.7,0.19,1547,85.59,17.07,0.11,37.77,2614,60,0.144491201,
0.05,0.82,411,85.64,76.66,1.87,663,83.41,-61.16,-0.92,15.5,1074,15,0.144320298,
0.07,0.65,380,78.16,-12.72,-0.33,538,78.62,25.95,0.48,13.23,918,75,0.144117647,
0.04,0.82,612,85.13,2.51,0.04,866,85.22,18.67,0.22,21.18,1478,45,0.143301759,
0.035,0.82,987,85.51,38.75,0.39,1397,85.11,-4.63,-0.03,34.12,2384,30,0.143120805,
0.03,0.8,1892,84.09,28.8,0.15,2844,84,38.31,0.13,67.11,4736,35,0.141701858,
0.04,0.65,1584,80.68,-72.74,-0.46,2338,81.27,128.01,0.55,55.27,3922,45,0.140922998,
0.04,0.65,1390,80.65,-67.39,-0.48,2050,81.27,115.4,0.56,48.01,3440,65,0.139563953,
0.03,0.8,1683,84.55,108.71,0.65,2489,83.77,-50.51,-0.2,58.2,4172,50,0.139501438,
0.04,0,1924,80.72,-33.73,-0.18,2834,80.88,100.1,0.35,66.37,4758,30,0.139491383,
0.04,0,1793,80.65,-63.4,-0.35,2637,81.04,125.08,0.47,61.68,4430,35,0.139232506,
0.055,0.75,597,80.23,-18.38,-0.31,885,81.02,38.94,0.44,20.56,1482,85,0.138731444,
0.075,0.65,379,78.1,2.79,0.07,533,77.86,9.77,0.18,12.56,912,50,0.137719298,
0.035,0.65,1949,81.43,-31.08,-0.16,2856,81.62,97.01,0.34,65.93,4805,45,0.137211238,
0.035,0.6,2143,81.24,-53.81,-0.25,3173,81.53,124.8,0.39,70.99,5316,35,0.133540256,
0.045,0.65,1306,80.02,-78.05,-0.6,1941,80.83,120.17,0.62,42.12,3247,45,0.129719741,
0.045,0.6,1313,79.97,-67.3,-0.51,1950,80.72,109.41,0.56,42.11,3263,45,0.129053019,
0.045,0,1313,79.97,-67.3,-0.51,1950,80.72,109.41,0.56,42.11,3263,45,0.129053019,
0.025,0.8,1932,84.42,16.61,0.09,2866,84.47,44.21,0.15,60.82,4798,80,0.12676115,
0.04,0.6,1924,80.72,-33.73,-0.18,2833,80.87,93.21,0.33,59.48,4757,30,0.125036788,
0.04,0.6,1793,80.65,-63.4,-0.35,2636,81.03,118.19,0.45,54.79,4429,35,0.123707383,
0.025,0.86,587,86.2,-95.08,-1.62,847,88.78,112.78,1.33,17.7,1434,85,0.123430962,
0.075,0.65,444,77.48,-33.44,-0.75,617,78.28,46.46,0.75,13.02,1061,40,0.12271442,
0.05,0.82,273,83.88,-29.88,-1.09,429,85.55,38.39,0.89,8.51,702,50,0.121225071,
0.04,0.65,1548,80.62,-84.93,-0.55,2260,81.33,130.36,0.58,45.43,3808,50,0.119301471,
0.04,0.6,1555,80.58,-74.18,-0.48,2269,81.23,119.6,0.53,45.42,3824,50,0.118776151,
0.04,0,1555,80.58,-74.18,-0.48,2269,81.23,119.6,0.53,45.42,3824,50,0.118776151,
0.025,0.84,1338,85.58,-101.33,-0.76,1993,86.8,140.54,0.71,39.21,3331,35,0.117712399,
0.025,0.86,631,86.37,-87.91,-1.39,905,88.62,105.92,1.17,18.01,1536,60,0.117252604,
0.03,0.78,1739,84.07,86.86,0.5,2533,83.54,-36.83,-0.15,50.03,4272,60,0.117111423,
0.025,0.86,688,86.34,-95.29,-1.39,979,88.56,114.21,1.17,18.92,1667,40,0.113497301,
0.035,0.65,2136,81.27,-64.56,-0.3,3162,81.59,124.43,0.39,59.87,5298,35,0.113004908,
0.065,0.65,629,77.58,-80.1,-1.27,948,79.32,97.81,1.03,17.71,1577,40,0.112301839,
0.04,0.65,1315,80.68,-60.24,-0.46,1954,81.22,96,0.49,35.76,3269,80,0.109391251,
0.035,0.65,1759,81.3,-66.44,-0.38,2582,81.72,113.82,0.44,47.38,4341,60,0.109145358,
0.05,0.82,354,85.88,48.57,1.37,540,84.07,-38.84,-0.72,9.73,894,30,0.108836689,
0.04,0.78,992,82.96,0.54,0.01,1438,83.1,25.88,0.18,26.42,2430,75,0.10872428,
0.04,0.82,714,85.15,12.09,0.17,1012,84.98,6.5,0.06,18.59,1726,30,0.107705678,
0.03,0.6,2016,82.14,22.06,0.11,2997,81.98,31.48,0.11,53.54,5013,80,0.106802314,
0.03,0,2016,82.14,22.06,0.11,2997,81.98,31.48,0.11,53.54,5013,80,0.106802314,
0.075,0.6,666,75.83,-155.1,-2.33,962,78.69,171.91,1.79,16.81,1628,25,0.103255528,
0.065,0.78,379,80.74,-31.56,-0.83,547,82.27,41.12,0.75,9.56,926,35,0.103239741,
0.035,0,2051,81.47,-5.82,-0.03,3018,81.41,58.03,0.19,52.21,5069,40,0.102998619,
0.04,0.65,1917,80.75,-44.48,-0.23,2822,80.94,92.84,0.33,48.36,4739,30,0.102046845,
0.04,0.6,1320,80.61,-61.8,-0.47,1962,81.14,95.24,0.49,33.44,3282,80,0.101889092,
0.04,0,1320,80.61,-61.8,-0.47,1962,81.14,95.24,0.49,33.44,3282,80,0.101889092,
0.07,0,542,77.68,-27.72,-0.51,771,78.34,41.09,0.53,13.37,1313,40,0.101827875,
0.07,0.6,542,77.68,-27.72,-0.51,771,78.34,41.09,0.53,13.37,1313,40,0.101827875,
0.045,0.78,1233,83.29,122.03,0.99,1847,82.08,-90.72,-0.49,31.31,3080,25,0.101655844,
0.03,0.65,2010,82.19,17.36,0.09,2989,82.03,32.24,0.11,49.6,4999,80,0.099219844,
0.04,0.65,1786,80.68,-74.15,-0.42,2625,81.1,117.82,0.45,43.67,4411,35,0.099002494,
0.035,0.78,1435,83.76,75.02,0.52,2089,83.1,-40.2,-0.19,34.82,3524,50,0.098808173,
0.065,0.65,536,78.36,-19.96,-0.37,782,79.03,32.8,0.42,12.84,1318,55,0.097420334,
0.035,0,1765,81.25,-61.74,-0.35,2591,81.63,103.06,0.4,41.32,4356,60,0.094857668,
0.035,0.6,1765,81.25,-61.74,-0.35,2591,81.63,103.06,0.4,41.32,4356,60,0.094857668,
0.05,0.8,1223,82.75,102.27,0.84,1899,81.83,-72.74,-0.38,29.53,3122,15,0.094586803,
0.035,0.65,1600,81.5,-25.86,-0.16,2345,81.58,62.61,0.27,36.75,3945,90,0.093155894,
0.035,0.6,2051,81.47,-5.82,-0.03,3017,81.41,51.14,0.17,45.32,5068,40,0.089423836,
0.07,0.65,498,77.91,-26.99,-0.54,701,78.6,37.68,0.54,10.69,1199,45,0.089157631,
0.055,0.75,589,80.14,-24.91,-0.42,875,81.03,37.9,0.43,12.99,1464,90,0.088729508,
0.035,0.65,1636,81.42,-37,-0.23,2412,81.59,72.9,0.3,35.9,4048,80,0.088685771,
0.035,0,1701,81.31,-46.6,-0.27,2498,81.59,83.46,0.33,36.86,4199,70,0.087782805,
0.035,0.6,1701,81.31,-46.6,-0.27,2498,81.59,83.46,0.33,36.86,4199,70,0.087782805,
0.05,0.75,961,80.65,-36.13,-0.38,1431,81.27,57,0.4,20.87,2392,45,0.087249164,
0.035,0.6,1605,81.43,-27.42,-0.17,2353,81.51,61.85,0.26,34.43,3958,90,0.086988378,
0.035,0,1605,81.43,-27.42,-0.17,2353,81.51,61.85,0.26,34.43,3958,90,0.086988378,
0.06,0.75,549,79.96,-15.38,-0.28,799,80.6,26.89,0.34,11.51,1348,60,0.085385757,
0.035,0,1641,81.35,-38.56,-0.23,2420,81.53,72.14,0.3,33.58,4061,80,0.082688993,
0.035,0.6,1641,81.35,-38.56,-0.23,2420,81.53,72.14,0.3,33.58,4061,80,0.082688993,
0.035,0.82,1076,85.5,51.68,0.48,1512,84.85,-30.84,-0.2,20.84,2588,25,0.080525502,
0.065,0.6,541,78.19,-21.52,-0.4,790,78.86,32.04,0.41,10.52,1331,55,0.079038317,
0.065,0,541,78.19,-21.52,-0.4,790,78.86,32.04,0.41,10.52,1331,55,0.079038317,
0.035,0.65,1695,81.36,-51.3,-0.3,2490,81.65,84.22,0.34,32.92,4185,70,0.078661888,
0.035,0.65,2044,81.51,-16.57,-0.08,3007,81.48,56.18,0.19,39.61,5051,40,0.078420115,
0.035,0.78,1579,83.98,126.43,0.8,2290,82.93,-96.41,-0.42,30.02,3869,40,0.077591109,
0.025,0.86,630,86.35,-89.16,-1.42,901,88.57,100.92,1.12,11.76,1531,65,0.076812541,
0.055,0.75,621,80.19,-25.52,-0.41,910,80.99,37.02,0.41,11.5,1531,80,0.075114304,
0.035,0.65,1620,81.48,-34.09,-0.21,2396,81.59,64.2,0.27,30.11,4016,85,0.0749751,
0.035,0.82,708,85.59,21.01,0.3,1000,85.2,-8.38,-0.08,12.63,1708,90,0.073946136,
0.065,0.6,635,77.48,-75.4,-1.19,957,79.1,87.05,0.91,11.65,1592,40,0.073178392,
0.065,0,635,77.48,-75.4,-1.19,957,79.1,87.05,0.91,11.65,1592,40,0.073178392,
0.035,0.82,793,85.5,18.9,0.24,1130,85.22,-4.91,-0.04,13.99,1923,55,0.07275091,
0.055,0.65,1477,79.21,-13.34,-0.09,2284,79.33,40.4,0.18,27.06,3761,20,0.07194895,
0.07,0.78,327,80.12,-45.74,-1.4,459,82.35,51.33,1.12,5.59,786,30,0.071119593,
0.055,0.75,708,79.66,-74.17,-1.05,1055,81.33,86.51,0.82,12.34,1763,55,0.069994328,
0.025,0.8,2048,84.52,34.38,0.17,3059,84.34,0.95,0,35.33,5107,60,0.069179557,
0.07,0,503,77.73,-28.55,-0.57,709,78.42,36.92,0.52,8.37,1212,45,0.069059406,
0.07,0.6,503,77.73,-28.55,-0.57,709,78.42,36.92,0.52,8.37,1212,45,0.069059406,
0.035,0.6,1625,81.42,-35.65,-0.22,2404,81.53,63.44,0.26,27.79,4029,85,0.068974932,
0.035,0,1625,81.42,-35.65,-0.22,2404,81.53,63.44,0.26,27.79,4029,85,0.068974932,
0.025,0.82,1408,85.58,-23.3,-0.17,2056,85.94,46.32,0.23,23.02,3464,70,0.066454965,
0.055,0,1484,79.18,-2.59,-0.02,2298,79.2,27.66,0.12,25.07,3782,20,0.066287678,
0.05,0.78,1157,82.54,74.93,0.65,1751,81.78,-55.76,-0.32,19.17,2908,20,0.065921596,
0.03,0.8,1740,84.25,52.61,0.3,2584,83.86,-24.16,-0.09,28.45,4324,45,0.06579556,
0.035,0.8,1771,83.96,92.07,0.52,2616,83.18,-63.46,-0.24,28.61,4387,25,0.065215409,
0.035,0.78,1641,83.67,73.47,0.45,2407,83.05,-47.19,-0.2,26.28,4048,35,0.064920949,
0.035,0.82,744,85.35,0.92,0.01,1058,85.35,10.54,0.1,11.46,1802,70,0.063596004,
0.045,0.75,1047,81.28,-6.76,-0.06,1554,81.4,22.89,0.15,16.13,2601,60,0.06201461,
0.025,0.8,2033,84.46,17.79,0.09,3021,84.38,13.33,0.04,31.12,5054,65,0.06157499,
0.03,0.65,2073,82.1,0.74,0,3073,82.04,30.25,0.1,30.99,5146,70,0.060221531,
0.04,0.82,600,85,-7.01,-0.12,851,85.19,15.72,0.18,8.71,1451,50,0.060027567,
0.06,0.8,748,82.49,79.54,1.06,1170,81.2,-68.19,-0.58,11.35,1918,15,0.059176225,
0.025,0.86,716,86.31,-97.52,-1.36,1050,88.38,107.46,1.02,9.94,1766,30,0.056285391,
0.06,0.78,713,81.63,17.91,0.25,1093,81.52,-8.47,-0.08,9.44,1806,20,0.05227021,
0.03,0,2079,82.06,5.44,0.03,3082,81.96,19.49,0.06,24.93,5161,70,0.048304592,
0.03,0.6,2079,82.06,5.44,0.03,3082,81.96,19.49,0.06,24.93,5161,70,0.048304592,
0.055,0.6,1484,79.18,-2.59,-0.02,2297,79.19,20.77,0.09,18.18,3781,20,0.048082518,
0.04,0.65,1429,80.62,-77.66,-0.54,2116,81.19,93.64,0.44,15.98,3545,60,0.045077574,
0.045,0.82,347,85.3,12.14,0.35,527,84.82,-8.23,-0.16,3.91,874,75,0.044736842,
0.03,0,2055,82.09,11.27,0.05,3045,81.9,11.2,0.04,22.47,5100,75,0.044058824,
0.03,0.6,2055,82.09,11.27,0.05,3045,81.9,11.2,0.04,22.47,5100,75,0.044058824,
0.04,0.65,1496,80.68,-77.45,-0.52,2186,81.2,93.41,0.43,15.96,3682,55,0.043346008,
0.025,0.8,2097,84.45,20.37,0.1,3144,84.32,1.67,0.01,22.04,5241,55,0.042053043,
0.05,0.65,1741,79.84,19.29,0.11,2665,79.62,-1.51,-0.01,17.78,4406,20,0.040354063,
0.035,0.82,739,85.25,-6.8,-0.09,1045,85.36,13.62,0.13,6.82,1784,75,0.0382287,
0.065,0.6,513,78.17,-22.76,-0.44,760,78.82,27.58,0.36,4.82,1273,60,0.037863315,
0.065,0,513,78.17,-22.76,-0.44,760,78.82,27.58,0.36,4.82,1273,60,0.037863315,
0.03,0.65,2049,82.14,6.57,0.03,3037,81.96,11.96,0.04,18.53,5086,75,0.036433346,
0.045,0,1586,79.95,-74.24,-0.47,2407,80.43,88.75,0.37,14.51,3993,30,0.036338593,
0.05,0,1748,79.81,30.04,0.17,2679,79.51,-14.25,-0.05,15.79,4427,20,0.035667495,
0.075,0.65,659,75.87,-165.85,-2.52,951,78.86,171.54,1.8,5.69,1610,25,0.035341615,
0.03,0,2446,81.56,-113.71,-0.46,3623,82.09,134.74,0.37,21.03,6069,40,0.034651508,
0.025,0.84,1260,85.48,-117.32,-0.93,1860,86.83,127.77,0.69,10.45,3120,45,0.03349359,
0.04,0,1435,80.56,-72.96,-0.51,2125,81.08,82.88,0.39,9.92,3560,60,0.027865169,
0.04,0.6,1435,80.56,-72.96,-0.51,2125,81.08,82.88,0.39,9.92,3560,60,0.027865169,
0.04,0.6,1502,80.63,-72.75,-0.48,2195,81.09,82.65,0.38,9.9,3697,55,0.026778469,
0.04,0,1502,80.63,-72.75,-0.48,2195,81.09,82.65,0.38,9.9,3697,55,0.026778469,
0.035,0.82,818,85.45,13.64,0.17,1162,85.2,-9.02,-0.08,4.62,1980,50,0.023333333,
0.03,0.6,2446,81.56,-113.71,-0.46,3622,82.08,127.85,0.35,14.14,6068,40,0.023302571,
0.07,0.65,948,77.22,-94.78,-1,1413,78.34,99.7,0.71,4.92,2361,20,0.020838628,
0.05,0.6,1748,79.81,30.04,0.17,2678,79.5,-21.14,-0.08,8.9,4426,20,0.02010845,
0.045,0.82,352,85.23,10.14,0.29,533,84.8,-8.43,-0.16,1.71,885,70,0.019322034,
0.045,0.6,1586,79.95,-74.24,-0.47,2406,80.42,81.86,0.34,7.62,3992,30,0.019088176,
0.065,0.78,724,80.52,-33.06,-0.46,1086,81.22,36.48,0.34,3.42,1810,15,0.018895028,
0.04,0.65,2100,80.67,-55.03,-0.26,3145,80.79,64.74,0.21,9.71,5245,25,0.018512869,
0.075,0,328,77.74,-4.85,-0.15,472,77.54,6.32,0.13,1.47,800,65,0.018375,
0.075,0.6,328,77.74,-4.85,-0.15,472,77.54,6.32,0.13,1.47,800,65,0.018375,
0.025,0.78,2034,83.92,-28.01,-0.14,2986,84.16,35.81,0.12,7.8,5020,90,0.015537849,
0.04,0,2107,80.64,-44.28,-0.21,3159,80.69,52,0.16,7.72,5266,25,0.014660084,
0.03,0.84,1077,85.24,-83.51,-0.78,1597,86.35,87.1,0.55,3.59,2674,25,0.01342558,
0.07,0,955,77.17,-84.03,-0.88,1427,78.14,86.96,0.61,2.93,2382,20,0.012300588,
0.03,0.82,1258,85.29,-16.09,-0.13,1829,85.51,19.45,0.11,3.36,3087,35,0.010884354,
0.02,0.84,1499,85.79,-121.05,-0.81,2297,86.94,124.81,0.54,3.76,3796,80,0.009905163,
0.04,0.82,578,85.12,0.79,0.01,815,85.03,0.35,0,1.14,1393,55,0.008183776,
0.075,0.65,805,76.15,-146.23,-1.82,1179,78.2,147.61,1.25,1.38,1984,20,0.006955645,
0.025,0.78,2119,84,-13.61,-0.06,3127,84.11,16.88,0.05,3.27,5246,70,0.006233321,
0.03,0.65,2439,81.59,-124.46,-0.51,3611,82.14,127.48,0.35,3.02,6050,40,0.004991736,
0.03,0.82,1198,85.39,-5.09,-0.04,1735,85.48,5.93,0.03,0.84,2933,40,0.002863962,
0.04,0.6,2107,80.64,-44.28,-0.21,3158,80.68,45.11,0.14,0.83,5265,25,0.001576448,
0.025,0.82,1344,85.27,-73.87,-0.55,1955,86.09,73.67,0.38,-0.2,3299,90,-0.000606244,
0.035,0,2290,81.05,-93.73,-0.41,3392,81.34,93.24,0.27,-0.49,5682,30,-0.000862372,
