diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.05,0.6,1022,79.75,-18.39,-0.18,1539,80.77,178.6,1.16,160.21,2561,50,0.625575947,
0.05,0,1022,79.75,-18.39,-0.18,1539,80.77,178.6,1.16,160.21,2561,50,0.625575947,
0.06,0.65,581,79.17,3.91,0.07,846,79.91,84.41,1,88.32,1427,75,0.618920813,
0.06,0,1064,78.29,-65.67,-0.62,1644,79.81,233.09,1.42,167.42,2708,25,0.618242245,
0.055,0,839,79.14,-27.14,-0.32,1263,80.36,156.22,1.24,129.08,2102,50,0.614081827,
0.055,0.6,839,79.14,-27.14,-0.32,1263,80.36,156.22,1.24,129.08,2102,50,0.614081827,
0.06,0.65,684,78.36,-61.55,-0.9,1010,80.3,164.8,1.63,103.25,1694,50,0.609504132,
0.055,0,700,79.57,14.21,0.2,1037,80.14,91.22,0.88,105.43,1737,80,0.606966033,
0.055,0.6,700,79.57,14.21,0.2,1037,80.14,91.22,0.88,105.43,1737,80,0.606966033,
0.045,0.8,971,84.24,145.15,1.49,1490,82.95,3.67,0.02,148.82,2461,30,0.604713531,
0.04,0.8,890,84.04,70.36,0.79,1309,83.73,61.62,0.47,131.98,2199,75,0.600181901,
0.055,0.65,833,79.23,-31.84,-0.38,1255,80.48,156.98,1.25,125.14,2088,50,0.599329502,
0.065,0,782,77.37,-97.69,-1.25,1168,79.71,213.87,1.83,116.18,1950,30,0.595794872,
0.07,0.8,438,83.11,97.61,2.23,639,80.75,-33.47,-0.52,64.14,1077,15,0.595543175,
0.03,0.84,863,85.98,-14.31,-0.17,1235,87.04,138.89,1.12,124.58,2098,55,0.593803622,
0.06,0.65,1057,78.33,-76.42,-0.72,1631,79.95,235.83,1.45,159.41,2688,25,0.593043155,
0.06,0.6,1064,78.29,-65.67,-0.62,1643,79.79,226.2,1.38,160.53,2707,25,0.593018101,
0.06,0,689,78.23,-63.11,-0.92,1018,80.16,164.04,1.61,100.93,1707,50,0.591271236,
0.06,0.6,689,78.23,-63.11,-0.92,1018,80.16,164.04,1.61,100.93,1707,50,0.591271236,
0.04,0.8,1190,84.37,147.93,1.24,1741,83.34,25.23,0.14,173.16,2931,35,0.590788127,
0.045,0.8,1095,84.29,184.42,1.68,1664,82.75,-21.82,-0.13,162.6,2759,25,0.589343965,
0.065,0.6,598,78.43,-1.33,-0.02,882,79.25,88.35,1,87.02,1480,45,0.587972973,
0.065,0,598,78.43,-1.33,-0.02,882,79.25,88.35,1,87.02,1480,45,0.587972973,
0.045,0.65,1096,80.57,6.42,0.06,1643,81.07,154.52,0.94,160.94,2739,70,0.58758671,
0.045,0.65,1082,80.68,22.74,0.21,1613,81.03,135.12,0.84,157.86,2695,75,0.585751391,
0.065,0.78,486,82.1,48.56,1,708,81.78,21.15,0.3,69.71,1194,25,0.583835846,
0.03,0.84,927,85.65,-43.31,-0.47,1346,87.15,175.73,1.31,132.42,2273,40,0.582578091,
0.06,0.65,648,79.01,-4.69,-0.07,970,79.9,98.76,1.02,94.07,1618,55,0.581396786,
0.03,0.8,1478,85.05,176.91,1.2,2186,84.13,34.69,0.16,211.6,3664,85,0.577510917,
0.045,0.6,1101,80.47,4.86,0.04,1651,80.98,153.76,0.93,158.62,2752,70,0.576380814,
0.045,0,1101,80.47,4.86,0.04,1651,80.98,153.76,0.93,158.62,2752,70,0.576380814,
0.045,0.6,1087,80.59,21.18,0.19,1621,80.94,134.36,0.83,155.54,2708,75,0.57437223,
0.045,0,1087,80.59,21.18,0.19,1621,80.94,134.36,0.83,155.54,2708,75,0.57437223,
0.03,0.8,1475,85.02,172.04,1.17,2176,84.15,37.39,0.17,209.43,3651,90,0.573623665,
0.055,0.65,792,79.04,-47.38,-0.6,1204,80.56,161.78,1.34,114.4,1996,55,0.573146293,
0.055,0.65,771,78.99,-46.42,-0.6,1156,80.62,156.41,1.35,109.99,1927,60,0.570783601,
0.035,0.8,1197,84.54,119.63,1,1747,83.86,48.38,0.28,168.01,2944,70,0.570686141,
0.045,0.78,956,83.47,105.22,1.1,1417,82.78,29.97,0.21,135.19,2373,40,0.569700801,
0.065,0.65,592,78.55,-6.03,-0.1,874,79.41,89.11,1.02,83.08,1466,45,0.566712142,
0.055,0.65,696,79.6,5.77,0.08,1029,80.27,91.98,0.89,97.75,1725,80,0.566666667,
0.065,0.6,468,78.85,20.15,0.43,664,79.07,43.55,0.66,63.7,1132,80,0.562720848,
0.065,0,468,78.85,20.15,0.43,664,79.07,43.55,0.66,63.7,1132,80,0.562720848,
0.06,0.6,653,78.87,-6.25,-0.1,978,79.75,98,1,91.75,1631,55,0.56253832,
0.06,0,653,78.87,-6.25,-0.1,978,79.75,98,1,91.75,1631,55,0.56253832,
0.045,0.65,1127,80.75,30.69,0.27,1689,80.94,127.6,0.76,158.29,2816,65,0.562109375,
0.035,0.8,1241,84.53,118.48,0.95,1815,83.86,52.98,0.29,171.46,3056,60,0.561060209,
0.065,0.6,782,77.37,-97.69,-1.25,1167,79.69,206.98,1.77,109.29,1949,30,0.560749102,
0.035,0.8,1177,84.45,103,0.88,1721,83.9,58.98,0.34,161.98,2898,75,0.558937198,
0.055,0.6,797,78.92,-48.94,-0.61,1212,80.45,161.02,1.33,112.08,2009,55,0.557889497,
0.055,0,797,78.92,-48.94,-0.61,1212,80.45,161.02,1.33,112.08,2009,55,0.557889497,
0.065,0.65,449,79.06,18.91,0.42,635,79.21,41.56,0.65,60.47,1084,90,0.557841328,
0.055,0.78,455,81.54,-25.81,-0.57,683,83.31,89.2,1.31,63.39,1138,65,0.557029877,
0.04,0.82,855,85.61,86.97,1.02,1217,84.88,28.03,0.23,115,2072,20,0.555019305,
0.055,0,776,78.87,-47.98,-0.62,1164,80.5,155.65,1.34,107.67,1940,60,0.555,
0.055,0.6,776,78.87,-47.98,-0.62,1164,80.5,155.65,1.34,107.67,1940,60,0.555,
0.025,0.84,1137,85.84,-61.52,-0.54,1667,87.4,216.12,1.3,154.6,2804,70,0.551355207,
0.045,0,1132,80.65,29.13,0.26,1697,80.85,126.84,0.75,155.97,2829,65,0.551325557,
0.045,0.6,1132,80.65,29.13,0.26,1697,80.85,126.84,0.75,155.97,2829,65,0.551325557,
0.025,0.84,1090,85.5,-102.09,-0.94,1587,87.65,249.47,1.57,147.38,2677,90,0.550541651,
0.075,0.65,317,77.92,-2.26,-0.07,454,78.41,44.55,0.98,42.29,771,70,0.548508431,
0.045,0.78,869,83.43,86.05,0.99,1283,82.85,31.77,0.25,117.82,2152,50,0.547490706,
0.06,0.78,543,82.14,34.85,0.64,794,82.24,37.94,0.48,72.79,1337,30,0.544427823,
0.045,0.78,913,83.24,71.89,0.79,1337,82.95,50.35,0.38,122.24,2250,45,0.543288889,
0.065,0,475,78.95,29.1,0.61,687,78.89,33.52,0.49,62.62,1162,75,0.538898451,
0.065,0.6,475,78.95,29.1,0.61,687,78.89,33.52,0.49,62.62,1162,75,0.538898451,
0.065,0.65,775,77.42,-108.44,-1.4,1157,79.86,212.02,1.83,103.58,1932,30,0.536128364,
0.07,0,415,78.07,-5.78,-0.14,576,78.82,58.52,1.02,52.74,991,65,0.532189707,
0.07,0.6,415,78.07,-5.78,-0.14,576,78.82,58.52,1.02,52.74,991,65,0.532189707,
0.04,0.84,365,84.93,-41.61,-1.14,530,87.17,88.92,1.68,47.31,895,75,0.528603352,
0.06,0.6,596,79.03,3.63,0.06,873,79.61,73.85,0.85,77.48,1469,70,0.527433628,
0.06,0,596,79.03,3.63,0.06,873,79.61,73.85,0.85,77.48,1469,70,0.527433628,
0.055,0.78,474,82.07,5.81,0.12,714,82.91,56.84,0.8,62.65,1188,60,0.527356902,
0.05,0,980,79.69,-26.43,-0.27,1473,80.65,155.25,1.05,128.82,2453,55,0.525152874,
0.05,0.6,980,79.69,-26.43,-0.27,1473,80.65,155.25,1.05,128.82,2453,55,0.525152874,
0.05,0.75,796,80.78,-14.91,-0.19,1166,81.82,117.28,1.01,102.37,1962,75,0.521763507,
0.05,0.75,764,80.63,-24.12,-0.32,1110,81.89,121.65,1.1,97.53,1874,90,0.520437567,
0.045,0.82,549,85.79,70.81,1.29,818,84.72,0.18,0,70.99,1367,25,0.519312363,
0.04,0.78,946,83.62,74.17,0.78,1378,83.24,45.29,0.33,119.46,2324,90,0.514027539,
0.065,0.8,535,82.06,114.82,2.15,789,79.85,-46.92,-0.59,67.9,1324,10,0.512839879,
0.05,0.75,776,80.67,-23.24,-0.3,1132,81.89,120.98,1.07,97.74,1908,85,0.512264151,
0.05,0.65,974,79.77,-31.13,-0.32,1465,80.75,156.01,1.06,124.88,2439,55,0.51201312,
0.05,0.75,820,80.73,-19.77,-0.24,1188,81.82,122.54,1.03,102.77,2008,70,0.511802789,
0.07,0,367,78.47,5.44,0.15,520,78.65,39.87,0.77,45.31,887,90,0.510822999,
0.07,0.6,367,78.47,5.44,0.15,520,78.65,39.87,0.77,45.31,887,90,0.510822999,
0.025,0.84,1113,85.71,-74.18,-0.67,1635,87.4,214.18,1.31,140,2748,75,0.509461426,
0.05,0.65,1488,79.84,-0.77,-0.01,2269,80.39,191.32,0.84,190.55,3757,25,0.507186585,
0.045,0.82,634,85.33,83.96,1.32,951,84.23,-3.81,-0.04,80.15,1585,15,0.505678233,
0.045,0.82,341,85.34,13.48,0.4,508,85.43,29.22,0.58,42.7,849,85,0.502944641,
0.06,0,835,78.44,-42.43,-0.51,1257,79.71,147.62,1.17,105.19,2092,35,0.502820268,
0.06,0.6,835,78.44,-42.43,-0.51,1257,79.71,147.62,1.17,105.19,2092,35,0.502820268,
0.07,0.6,378,78.57,10.5,0.28,532,78.57,35.18,0.66,45.68,910,85,0.501978022,
0.07,0,378,78.57,10.5,0.28,532,78.57,35.18,0.66,45.68,910,85,0.501978022,
0.065,0.65,464,78.88,11.71,0.25,656,79.27,44.31,0.68,56.02,1120,80,0.500178571,
0.03,0.84,871,85.76,-35.96,-0.41,1250,87.04,141.83,1.13,105.87,2121,50,0.499151344,
0.05,0,1495,79.8,9.98,0.07,2283,80.25,178.58,0.78,188.56,3778,25,0.499100053,
0.03,0.84,974,85.52,-56.31,-0.58,1421,87.05,175.25,1.23,118.94,2395,35,0.496617954,
0.035,0.8,1378,84.69,166.33,1.21,2014,83.61,0.83,0,167.16,3392,45,0.492806604,
0.055,0,1112,78.87,-66.9,-0.6,1699,80.22,205.14,1.21,138.24,2811,30,0.491782284,
0.03,0.8,1536,85.03,182.61,1.19,2282,84.01,4.45,0.02,187.06,3818,70,0.489942378,
0.055,0.65,742,78.71,-68.78,-0.93,1107,80.67,158.9,1.44,90.12,1849,65,0.487398594,
0.055,0.75,783,80.2,-33.79,-0.43,1159,81.54,128.08,1.11,94.29,1942,45,0.485530381,
0.03,0.84,900,85.78,-31.38,-0.35,1304,86.96,137.94,1.06,106.56,2204,45,0.483484574,
0.03,0.8,1490,85.03,175.77,1.18,2218,83.99,3.23,0.01,179,3708,80,0.482740022,
0.04,0.78,966,83.33,44.96,0.47,1400,83.36,68.98,0.49,113.94,2366,85,0.481572274,
0.05,0.6,1495,79.8,9.98,0.07,2282,80.24,171.69,0.75,181.67,3777,25,0.480990204,
0.065,0.78,570,82.28,79.21,1.39,859,81.26,-10.62,-0.12,68.59,1429,20,0.479986004,
0.06,0.65,828,78.5,-53.18,-0.64,1247,79.87,152.66,1.22,99.48,2075,35,0.479421687,
0.06,0.65,592,79.05,-4.81,-0.08,865,79.77,74.61,0.86,69.8,1457,70,0.479066575,
0.065,0.65,471,78.98,20.66,0.44,679,79.09,34.28,0.5,54.94,1150,75,0.47773913,
0.045,0.82,343,85.42,16.68,0.49,512,85.35,24.09,0.47,40.77,855,80,0.476842105,
0.05,0.8,1000,83.6,137.27,1.37,1538,82.38,-16.28,-0.11,120.99,2538,20,0.476713948,
0.04,0.78,1170,83.42,64.64,0.55,1697,83.26,70.84,0.42,135.48,2867,45,0.472549704,
0.055,0,702,79.49,6.71,0.1,1049,79.98,75.96,0.72,82.67,1751,75,0.472130211,
0.055,0.6,702,79.49,6.71,0.1,1049,79.98,75.96,0.72,82.67,1751,75,0.472130211,
0.055,0.6,747,78.58,-70.34,-0.94,1115,80.54,158.14,1.42,87.8,1862,65,0.471535983,
0.055,0,747,78.58,-70.34,-0.94,1115,80.54,158.14,1.42,87.8,1862,65,0.471535983,
0.05,0.75,842,80.88,-4.56,-0.05,1221,81.65,101.16,0.83,96.6,2063,65,0.468250121,
0.055,0.6,1112,78.87,-66.9,-0.6,1698,80.21,198.25,1.17,131.35,2810,30,0.467437722,
0.025,0.84,1097,85.6,-90.66,-0.83,1610,87.45,216.63,1.35,125.97,2707,80,0.465349095,
0.045,0,1147,80.65,36.79,0.32,1725,80.7,95.96,0.56,132.75,2872,60,0.462221448,
0.045,0.6,1147,80.65,36.79,0.32,1725,80.7,95.96,0.56,132.75,2872,60,0.462221448,
0.03,0.8,1520,85.07,189.57,1.25,2249,83.9,-15.93,-0.07,173.64,3769,75,0.460705757,
0.07,0.65,411,78.1,-14.22,-0.35,568,79.05,59.28,1.04,45.06,979,65,0.460265577,
0.035,0.8,1506,84.46,143.87,0.96,2226,83.65,27.05,0.12,170.92,3732,35,0.457984995,
0.05,0.82,414,85.27,40.08,0.97,636,84.59,7.98,0.13,48.06,1050,20,0.457714286,
0.065,0.6,451,78.94,14.63,0.32,642,78.97,35.08,0.55,49.71,1093,90,0.454803294,
0.065,0,451,78.94,14.63,0.32,642,78.97,35.08,0.55,49.71,1093,90,0.454803294,
0.045,0.65,1141,80.72,32.09,0.28,1717,80.78,96.72,0.56,128.81,2858,60,0.45069979,
0.04,0.78,1113,83.38,56.59,0.51,1588,83.25,63.5,0.4,120.09,2701,55,0.444613106,
0.055,0.65,698,79.51,-1.73,-0.02,1041,80.12,76.72,0.74,74.99,1739,75,0.431224842,
0.025,0.84,1095,85.57,-93.86,-0.86,1606,87.42,210.23,1.31,116.37,2701,85,0.430840429,
0.055,0.65,1105,78.91,-77.65,-0.7,1687,80.32,197.88,1.17,120.23,2792,30,0.430623209,
0.05,0.78,979,82.94,90.19,0.92,1486,82.3,15.43,0.1,105.62,2465,25,0.428478702,
0.035,0.78,1328,83.89,90.98,0.69,1925,83.48,46.96,0.24,137.94,3253,65,0.424039348,
0.05,0.65,1061,79.92,-15.18,-0.14,1604,80.55,128.16,0.8,112.98,2665,45,0.423939962,
0.03,0.86,388,87.11,-17.14,-0.44,530,88.49,55.91,1.05,38.77,918,75,0.422331155,
0.065,0.6,494,78.74,15.83,0.32,730,78.9,35.76,0.49,51.59,1224,65,0.421486928,
0.065,0,494,78.74,15.83,0.32,730,78.9,35.76,0.49,51.59,1224,65,0.421486928,
0.05,0.6,1068,79.87,-4.43,-0.04,1613,80.41,117.4,0.73,112.97,2681,45,0.421372622,
0.05,0,1068,79.87,-4.43,-0.04,1613,80.41,117.4,0.73,112.97,2681,45,0.421372622,
0.035,0.85,306,85.62,-29.98,-0.98,421,87.65,60.49,1.44,30.51,727,15,0.419669876,
0.03,0.86,381,87.14,-15.47,-0.41,528,88.45,53.13,1.01,37.66,909,85,0.41430143,
0.07,0.78,468,81.41,21.57,0.46,669,81.46,25.44,0.38,47.01,1137,20,0.413456464,
0.04,0.78,1227,83.46,70.16,0.57,1805,83.16,54.35,0.3,124.51,3032,40,0.410653034,
0.06,0.65,762,78.35,-63.28,-0.83,1140,79.91,140.46,1.23,77.18,1902,40,0.405783386,
0.07,0,398,78.14,-4.51,-0.11,566,78.62,43.61,0.77,39.1,964,70,0.40560166,
0.07,0.6,398,78.14,-4.51,-0.11,566,78.62,43.61,0.77,39.1,964,70,0.40560166,
0.075,0.6,319,77.74,-6.54,-0.21,461,78.09,38.07,0.83,31.53,780,70,0.404230769,
0.075,0,319,77.74,-6.54,-0.21,461,78.09,38.07,0.83,31.53,780,70,0.404230769,
0.04,0.78,1057,83.35,52.29,0.49,1531,83.21,51.99,0.34,104.28,2588,60,0.402936631,
0.06,0,769,78.28,-52.53,-0.68,1149,79.72,129.7,1.13,77.17,1918,40,0.402346194,
0.06,0.6,769,78.28,-52.53,-0.68,1149,79.72,129.7,1.13,77.17,1918,40,0.402346194,
0.03,0.8,1568,84.82,152.03,0.97,2318,83.99,3.17,0.01,155.2,3886,65,0.399382398,
0.025,0.86,683,86.68,-52.39,-0.77,1038,88.34,121.05,1.17,68.66,1721,20,0.398954096,
0.04,0.78,1017,83.19,27.91,0.27,1476,83.33,70.15,0.48,98.06,2493,70,0.393341356,
0.03,0.84,1023,85.63,-43.74,-0.43,1505,86.78,143.16,0.95,99.42,2528,30,0.393275316,
0.03,0.86,393,87.02,-21.08,-0.54,547,88.48,58.04,1.06,36.96,940,70,0.393191489,
0.035,0.8,1272,84.51,123.41,0.97,1873,83.61,-1.29,-0.01,122.12,3145,55,0.388298887,
0.03,0.78,1592,84.36,129.6,0.81,2322,83.76,21.7,0.09,151.3,3914,90,0.386561063,
0.03,0.82,983,85.96,50.89,0.52,1420,85.77,41.57,0.29,92.46,2403,90,0.384769039,
0.07,0.65,468,78.21,-9.97,-0.21,652,78.83,53,0.81,43.03,1120,50,0.384196429,
0.05,0.75,782,80.69,-23.03,-0.29,1147,81.69,97.04,0.85,74.01,1929,80,0.383670295,
0.035,0.8,1450,84.76,187.51,1.29,2122,83.41,-50.77,-0.24,136.74,3572,40,0.38281075,
0.03,0.82,986,86,55.76,0.57,1424,85.74,36.37,0.26,92.13,2410,85,0.382282158,
0.06,0.65,718,77.99,-95.21,-1.33,1072,80.13,163.4,1.52,68.19,1790,45,0.380949721,
0.035,0.78,1259,83.88,82.16,0.65,1818,83.44,34.99,0.19,117.15,3077,85,0.380727982,
0.055,0.78,787,82.34,45.1,0.57,1171,82.24,29.33,0.25,74.43,1958,25,0.380132789,
0.045,0,1374,80.28,-12.61,-0.09,2060,80.78,143.06,0.69,130.45,3434,40,0.379877694,
0.045,0.6,1374,80.28,-12.61,-0.09,2060,80.78,143.06,0.69,130.45,3434,40,0.379877694,
0.03,0.86,385,87.01,-21.16,-0.55,530,88.49,55.91,1.05,34.75,915,80,0.379781421,
0.05,0.75,858,81,6.62,0.08,1261,81.44,73.48,0.58,80.1,2119,60,0.378008495,
0.045,0.75,984,81.3,-3.59,-0.04,1432,81.84,94.31,0.66,90.72,2416,80,0.375496689,
0.04,0.78,1028,83.17,28.26,0.27,1479,83.3,65.49,0.44,93.75,2507,65,0.373952932,
0.055,0.6,1024,78.91,-60.67,-0.59,1546,80.14,155.75,1.01,95.08,2570,35,0.369961089,
0.055,0,1024,78.91,-60.67,-0.59,1546,80.14,155.75,1.01,95.08,2570,35,0.369961089,
0.065,0.78,291,82.13,22.98,0.79,425,81.88,3.31,0.08,26.29,716,55,0.367178771,
0.03,0.78,1596,84.4,137.14,0.86,2337,83.7,7.01,0.03,144.15,3933,85,0.366514111,
0.035,0.78,1262,83.84,77.33,0.61,1823,83.43,35.5,0.19,112.83,3085,80,0.365737439,
0.045,0.65,1367,80.32,-23.36,-0.17,2050,80.88,148.1,0.72,124.74,3417,40,0.365057068,
0.065,0.65,490,78.78,7.39,0.15,722,79.09,36.52,0.51,43.91,1212,65,0.362293729,
0.07,0.6,473,78.01,-11.53,-0.24,660,78.64,52.24,0.79,40.71,1133,50,0.359311562,
0.07,0,473,78.01,-11.53,-0.24,660,78.64,52.24,0.79,40.71,1133,50,0.359311562,
0.055,0.65,1017,78.96,-71.42,-0.7,1536,80.27,160.79,1.05,89.37,2553,35,0.350058754,
0.04,0.78,1146,83.25,38.57,0.34,1641,83.24,58.09,0.35,96.66,2787,50,0.346824543,
0.065,0.6,483,78.88,23.49,0.49,709,78.7,17.65,0.25,41.14,1192,70,0.345134228,
0.065,0,483,78.88,23.49,0.49,709,78.7,17.65,0.25,41.14,1192,70,0.345134228,
0.06,0,724,77.9,-90.51,-1.25,1081,79.93,152.64,1.41,62.13,1805,45,0.344210526,
0.06,0.6,724,77.9,-90.51,-1.25,1081,79.93,152.64,1.41,62.13,1805,45,0.344210526,
0.035,0.8,1316,84.5,124.79,0.95,1933,83.55,-13.2,-0.07,111.59,3249,50,0.343459526,
0.035,0.78,1242,83.82,73.24,0.59,1774,83.43,30.3,0.17,103.54,3016,90,0.343302387,
0.035,0.78,1358,83.8,76.04,0.56,1961,83.43,37.29,0.19,113.33,3319,60,0.341458271,
0.05,0.82,287,84.67,-5.2,-0.18,444,85.36,30.05,0.68,24.85,731,45,0.33994528,
0.03,0.8,1614,84.76,145.95,0.9,2372,83.94,-10.51,-0.04,135.44,3986,60,0.339789262,
0.05,0,1134,79.45,-59.07,-0.52,1702,80.49,155.26,0.91,96.19,2836,40,0.339174894,
0.05,0.6,1134,79.45,-59.07,-0.52,1702,80.49,155.26,0.91,96.19,2836,40,0.339174894,
0.04,0.65,1282,81.05,-3.77,-0.03,1910,81.31,111.59,0.58,107.82,3192,90,0.337781955,
0.025,0.86,584,86.13,-99.67,-1.71,832,89.18,147.48,1.77,47.81,1416,90,0.337641243,
0.03,0.86,472,86.44,-52.04,-1.1,667,88.61,90.44,1.36,38.4,1139,30,0.33713784,
0.035,0.82,931,85.71,51.42,0.55,1330,85.34,23.59,0.18,75.01,2261,35,0.33175586,
0.04,0.8,1274,84.14,132.34,1.04,1869,83.04,-28.58,-0.15,103.76,3143,30,0.330130449,
0.07,0.65,394,78.17,-12.95,-0.33,558,78.85,44.37,0.8,31.42,952,70,0.330042017,
0.04,0,1287,80.96,-5.33,-0.04,1918,81.23,110.83,0.58,105.5,3205,90,0.329173167,
0.04,0.6,1287,80.96,-5.33,-0.04,1918,81.23,110.83,0.58,105.5,3205,90,0.329173167,
0.03,0.86,379,87.07,-18.67,-0.49,525,88.38,48.33,0.92,29.66,904,90,0.328097345,
0.045,0.78,1017,83.09,64.06,0.63,1501,82.68,18.49,0.12,82.55,2518,35,0.327839555,
0.025,0.84,1166,85.68,-85.52,-0.73,1702,87.19,179.23,1.05,93.71,2868,65,0.326743375,
0.04,0.78,969,83.28,38.8,0.4,1409,83.18,38.34,0.27,77.14,2378,80,0.324390244,
0.045,0.75,953,81.11,-26.69,-0.28,1394,81.92,102.53,0.74,75.84,2347,90,0.323135918,
0.03,0.82,1021,85.9,45.66,0.45,1490,85.7,35.05,0.24,80.71,2511,70,0.321425727,
0.05,0.65,1127,79.5,-69.82,-0.62,1692,80.61,160.3,0.95,90.48,2819,40,0.320964881,
0.03,0.82,996,85.94,50.18,0.5,1444,85.66,27.15,0.19,77.33,2440,80,0.31692623,
0.05,0,1346,79.79,-13.12,-0.1,2016,80.16,118.36,0.59,105.24,3362,30,0.31302796,
0.045,0.65,1184,80.57,8.33,0.07,1784,80.72,83.93,0.47,92.26,2968,55,0.310849057,
0.075,0,343,78.13,12.85,0.37,493,77.69,13.12,0.27,25.97,836,60,0.310645933,
0.075,0.6,343,78.13,12.85,0.37,493,77.69,13.12,0.27,25.97,836,60,0.310645933,
0.04,0.65,1302,80.88,-32.98,-0.25,1935,81.4,133.06,0.69,100.08,3237,85,0.309175162,
0.035,0.78,1310,83.74,66.51,0.51,1888,83.42,32.01,0.17,98.52,3198,70,0.308067542,
0.07,0.65,377,78.51,4.78,0.13,532,78.57,23.18,0.44,27.96,909,80,0.307590759,
0.06,0,940,78.09,-88.73,-0.94,1405,79.64,160.68,1.14,71.95,2345,30,0.306823028,
0.04,0.8,1611,83.8,150.1,0.93,2378,82.84,-29.63,-0.12,120.47,3989,20,0.302005515,
0.04,0,1307,80.8,-34.54,-0.26,1943,81.32,132.3,0.68,97.76,3250,85,0.3008,
0.04,0.6,1307,80.8,-34.54,-0.26,1943,81.32,132.3,0.68,97.76,3250,85,0.3008,
0.03,0.82,1006,85.98,55.12,0.55,1458,85.6,17.17,0.12,72.29,2464,75,0.29338474,
0.065,0.78,299,82.27,28.42,0.95,443,81.72,-6.68,-0.15,21.74,742,50,0.292991914,
0.05,0.6,1346,79.79,-13.12,-0.1,2015,80.15,111.47,0.55,98.35,3361,30,0.292621244,
0.045,0.82,335,85.07,2.56,0.08,504,85.32,21.94,0.44,24.5,839,90,0.292014303,
0.025,0.84,1177,85.73,-77.81,-0.66,1733,87.07,162.69,0.94,84.88,2910,60,0.291683849,
0.06,0.75,537,79.89,-21.43,-0.4,773,80.98,59.42,0.77,37.99,1310,65,0.29,
0.065,0.78,337,81.31,-6.21,-0.18,500,82.2,30.43,0.61,24.22,837,40,0.289366786,
0.045,0,1190,80.5,13.03,0.11,1793,80.59,73.17,0.41,86.2,2983,55,0.288970835,
0.045,0.6,1190,80.5,13.03,0.11,1793,80.59,73.17,0.41,86.2,2983,55,0.288970835,
0.065,0.65,558,78.49,-7.49,-0.13,823,79.1,47.25,0.57,39.76,1381,50,0.287907314,
0.065,0.65,479,78.91,15.05,0.31,701,78.89,18.41,0.26,33.46,1180,70,0.283559322,
0.03,0.78,1608,84.39,136,0.85,2369,83.58,-24.45,-0.1,111.55,3977,80,0.280487805,
0.025,0.86,613,86.46,-79.22,-1.29,883,88.79,121.12,1.37,41.9,1496,70,0.280080214,
0.025,0.86,529,86.96,-7.07,-0.13,792,87.5,43.83,0.55,36.76,1321,15,0.278274035,
0.06,0.6,940,78.09,-88.73,-0.94,1404,79.63,153.79,1.1,65.06,2344,30,0.277559727,
0.055,0.78,448,81.47,-30.44,-0.68,664,82.98,61.24,0.92,30.8,1112,70,0.276978417,
0.035,0.78,1288,83.62,44.54,0.35,1862,83.46,42.61,0.23,87.15,3150,75,0.276666667,
0.045,0.75,963,81.2,-17.47,-0.18,1402,81.81,82.88,0.59,65.41,2365,85,0.276575053,
0.075,0.6,366,78.14,13.97,0.38,515,77.67,10.32,0.2,24.29,881,55,0.275709421,
0.075,0,366,78.14,13.97,0.38,515,77.67,10.32,0.2,24.29,881,55,0.275709421,
0.055,0.65,930,78.71,-96.9,-1.04,1408,80.4,161.04,1.14,64.14,2338,40,0.27433704,
0.055,0,937,78.66,-86.15,-0.92,1417,80.24,150.28,1.06,64.13,2354,40,0.272429907,
0.055,0.6,937,78.66,-86.15,-0.92,1417,80.24,150.28,1.06,64.13,2354,40,0.272429907,
0.025,0.86,660,86.52,-78.9,-1.2,946,88.69,122.41,1.29,43.51,1606,50,0.270921544,
0.03,0.82,1036,85.81,35.92,0.35,1510,85.7,32.67,0.22,68.59,2546,65,0.269402985,
0.065,0.6,563,78.33,-9.05,-0.16,831,78.94,46.49,0.56,37.44,1394,50,0.268579627,
0.065,0,563,78.33,-9.05,-0.16,831,78.94,46.49,0.56,37.44,1394,50,0.268579627,
0.03,0.86,405,86.91,-26.48,-0.65,566,88.34,52.31,0.92,25.83,971,60,0.266014418,
0.025,0.86,645,86.51,-78.62,-1.22,922,88.72,120.1,1.3,41.48,1567,55,0.264709636,
0.04,0.6,1675,80.72,-45.28,-0.27,2484,81.24,154.94,0.62,109.66,4159,40,0.263669151,
0.04,0,1675,80.72,-45.28,-0.27,2484,81.24,154.94,0.62,109.66,4159,40,0.263669151,
0.03,0.78,1655,84.35,132.84,0.8,2437,83.59,-25.22,-0.1,107.62,4092,70,0.263000978,
0.025,0.84,1225,85.71,-82.23,-0.67,1804,87.03,161.85,0.9,79.62,3029,50,0.262859029,
0.04,0.8,1401,83.73,84.48,0.6,2085,83.12,6.65,0.03,91.13,3486,25,0.261417097,
0.05,0.65,1339,79.84,-23.87,-0.18,2004,80.24,111.1,0.55,87.23,3343,30,0.260933293,
0.06,0.65,933,78.14,-99.48,-1.07,1394,79.77,158.83,1.14,59.35,2327,30,0.25504942,
0.06,0.65,1253,78.29,-70.96,-0.57,1936,79.29,151.55,0.78,80.59,3189,20,0.252712449,
