date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws,rating,pred_under,pred_over,under_diff,over_diff,new_rating,under_pick,over_pick,profit
2024-04-01,Orioles,Royals,0.105,0.941,Austin Hays,669720,Orioles,608379,0,4,R,R,3.9,0.91,0.09,-0.030999999999999917,-0.015,2.002,0,0,0.0
2024-04-01,Orioles,Royals,0.167,0.875,Gunnar Henderson,683002,Orioles,608379,0,4,L,R,6.79,0.825,0.175,-0.050000000000000044,0.00799999999999998,3.478,0,0,0.0
2024-04-01,Orioles,Royals,0.118,0.923,Ryan Mountcastle,663624,Orioles,608379,1,4,R,R,4.89,0.887,0.113,-0.03600000000000003,-0.0049999999999999906,2.504,0,0,0.0
2024-04-01,Orioles,Royals,0.118,0.923,Cedric Mullins,656775,Orioles,608379,0,4,L,R,4.98,0.884,0.116,-0.039000000000000035,-0.001999999999999988,2.549,0,0,0.0
2024-04-01,Orioles,Royals,0.125,0.917,Adley Rutschman,668939,Orioles,608379,0,4,L,R,4.89,0.886,0.114,-0.031000000000000028,-0.010999999999999996,2.508,0,0,0.0
2024-04-01,Orioles,Royals,0.182,0.867,Anthony Santander,623993,Orioles,608379,0,4,L,R,6.33,0.841,0.159,-0.026000000000000023,-0.022999999999999993,3.256,0,0,0.0
2024-04-01,Orioles,Royals,0.087,0.962,Ramon Urias,602104,Orioles,608379,0,3,R,R,3.79,0.913,0.087,-0.04899999999999993,0.0,1.938,0,0,0.0
2024-04-01,Orioles,Royals,0.108,0.933,Jordan Westburg,676059,Orioles,608379,1,4,R,R,3.56,0.917,0.083,-0.016000000000000014,-0.024999999999999994,1.834,0,0,0.0
2024-04-01,Orioles,Royals,0.118,0.923,Nelson Velazquez,676369,Royals,665152,0,4,R,R,5.06,0.882,0.118,-0.041000000000000036,0.0,2.589,0,0,0.0
2024-04-01,Orioles,Royals,0.071,0.968,Maikel Garcia,672580,Royals,665152,0,5,R,R,2.95,0.929,0.071,-0.038999999999999924,0.0,1.511,0,0,0.0
2024-04-01,Orioles,Royals,0.08,0.962,Kyle Isbel,664728,Royals,665152,0,4,L,R,4.51,0.897,0.103,-0.06499999999999995,0.022999999999999993,2.295,0,0,0.0
2024-04-01,Orioles,Royals,0.154,0.889,MJ Melendez,669004,Royals,665152,0,4,L,R,5.85,0.858,0.142,-0.031000000000000028,-0.01200000000000001,3.002,0,0,0.0
2024-04-01,Orioles,Royals,0.111,0.933,Ryan O'Hearn,656811,Orioles,608379,0,3,L,R,5.42,0.872,0.128,-0.061000000000000054,0.017,2.766,0,0,0.0
2024-04-01,Orioles,Royals,0.129,0.917,Vinnie Pasquantino,686469,Royals,665152,0,4,L,R,5.83,0.859,0.141,-0.05800000000000005,0.011999999999999983,2.98,0,0,0.0
2024-04-01,Orioles,Royals,0.133,0.909,Salvador Perez,521692,Royals,665152,1,4,R,R,4.55,0.895,0.105,-0.014000000000000012,-0.02800000000000001,2.342,0,0,0.0
2024-04-01,Orioles,Royals,0.111,0.933,Bobby Witt,677951,Royals,665152,1,5,R,R,4.58,0.895,0.105,-0.038000000000000034,-0.006000000000000005,2.346,0,0,0.0
2024-04-01,Orioles,Royals,0.103,0.941,Hunter Renfroe,592669,Royals,665152,0,4,R,R,4.22,0.903,0.097,-0.03799999999999992,-0.0059999999999999915,2.161,0,0,0.0
2024-04-01,Orioles,Royals,0.067,0.98,Adam Frazier,624428,Royals,665152,0,2,L,R,3.78,0.914,0.086,-0.06599999999999995,0.01899999999999999,1.924,0,0,0.0
2024-04-01,White Sox,Braves,0.286,0.75,Ronald Acuna,660670,Braves,623167,0,5,R,R,6.29,0.839,0.161,0.08899999999999997,-0.12499999999999997,3.288,1,0,33.33
2024-04-01,White Sox,Braves,0.217,0.833,Ozzie Albies,645277,Braves,623167,0,5,L,R,5.37,0.871,0.129,0.038000000000000034,-0.088,2.794,0,0,0.0
2024-04-01,White Sox,Braves,0.143,0.9,Orlando Arcia,606115,Braves,623167,0,4,R,R,4.28,0.901,0.099,0.0010000000000000009,-0.043999999999999984,2.212,0,0,0.0
2024-04-01,White Sox,Braves,0.19,0.857,Travis d'Arnaud,518595,Braves,623167,0,4,R,R,5.15,0.878,0.122,0.02100000000000002,-0.068,2.67,0,0,0.0
2024-04-01,White Sox,Braves,0.095,0.952,Dominic Fletcher,666150,White Sox,450203,0,3,L,R,4.59,0.895,0.105,-0.05699999999999994,0.009999999999999995,2.342,0,0,0.0
2024-04-01,White Sox,Braves,0.167,0.875,Michael Harris II,671739,Braves,623167,0,4,L,R,5.99,0.853,0.147,-0.02200000000000002,-0.020000000000000018,3.078,0,0,0.0
2024-04-01,White Sox,Braves,0.27,0.778,Matt Olson,621566,Braves,623167,0,5,L,R,7.56,0.79,0.21,0.01200000000000001,-0.060000000000000026,3.915,0,0,0.0
2024-04-01,White Sox,Braves,0.286,0.778,Marcell Ozuna,542303,Braves,623167,0,4,R,R,7.25,0.802,0.198,0.02400000000000002,-0.08799999999999997,3.768,0,0,0.0
2024-04-01,White Sox,Braves,0.263,0.778,Austin Riley,663586,Braves,623167,1,5,R,R,6.58,0.829,0.171,0.050999999999999934,-0.092,3.422,0,0,0.0
2024-04-01,White Sox,Braves,0.111,0.933,Yoan Moncada,660162,White Sox,450203,0,4,L,R,5.39,0.873,0.127,-0.06000000000000005,0.016,2.75,0,0,0.0
2024-04-01,White Sox,Braves,0.19,0.857,Luis Robert,673357,White Sox,450203,0,4,R,R,6.1,0.849,0.151,-0.008000000000000007,-0.03900000000000001,3.145,0,0,0.0
2024-04-01,White Sox,Braves,0.121,0.923,Gavin Sheets,657757,White Sox,450203,0,3,L,R,5.1,0.881,0.119,-0.04200000000000004,-0.0020000000000000018,2.61,0,0,0.0
2024-04-01,White Sox,Braves,0.143,0.9,Andrew Vaughn,683734,White Sox,450203,0,3,R,R,3.67,0.914,0.086,0.014000000000000012,-0.056999999999999995,1.906,0,0,0.0
2024-04-01,White Sox,Braves,0.054,0.99,Nicky Lopez,670032,White Sox,450203,0,3,L,R,3.75,0.915,0.085,-0.07499999999999996,0.031000000000000007,1.902,0,0,0.0
2024-04-01,White Sox,Braves,0.1,0.941,Martin Maldonado,455117,White Sox,450203,0,3,R,R,3.88,0.911,0.089,-0.029999999999999916,-0.01100000000000001,1.99,0,0,0.0
2024-04-01,White Sox,Braves,0.083,0.962,Andrew Benintendi,643217,White Sox,450203,0,4,L,R,3.76,0.914,0.086,-0.04799999999999993,0.002999999999999989,1.922,0,0,0.0
2024-04-01,White Sox,Braves,0.114,0.933,Paul DeJong,657557,White Sox,450203,0,3,R,R,4.44,0.898,0.102,-0.03500000000000003,-0.01200000000000001,2.277,0,0,0.0
2024-04-01,White Sox,Braves,0.154,0.889,Jarred Kelenic,672284,Braves,623167,0,4,L,R,6.46,0.837,0.163,-0.052000000000000046,0.009000000000000008,3.307,0,0,0.0
2024-04-01,Astros,Blue Jays,0.217,0.833,Daulton Varsho,662139,Blue Jays,669854,0,3,L,R,4.74,0.888,0.112,0.05500000000000005,-0.105,2.478,0,0,0.0
2024-04-01,Astros,Blue Jays,0.167,0.875,Jose Abreu,547989,Astros,670102,0,4,R,R,3.94,0.908,0.092,0.03300000000000003,-0.07500000000000001,2.054,0,0,0.0
2024-04-01,Astros,Blue Jays,0.087,0.962,Ernie Clement,676391,Blue Jays,669854,0,3,R,R,3.88,0.911,0.089,-0.050999999999999934,0.0020000000000000018,1.984,0,0,0.0
2024-04-01,Astros,Blue Jays,0.182,0.867,Jose Altuve,514888,Astros,670102,0,4,R,R,4.06,0.905,0.095,0.038000000000000034,-0.087,2.121,0,0,0.0
2024-04-01,Astros,Blue Jays,0.333,0.714,Yordan Alvarez,670541,Astros,670102,0,4,L,R,5.86,0.852,0.148,0.138,-0.18500000000000003,3.097,1,0,40.06
2024-04-01,Astros,Blue Jays,0.167,0.882,Alex Bregman,608324,Astros,670102,0,4,R,R,3.39,0.919,0.081,0.03700000000000003,-0.08600000000000001,1.778,0,0,0.0
2024-04-01,Astros,Blue Jays,0.211,0.833,Yainer Diaz,673237,Astros,670102,1,4,R,R,3.89,0.908,0.092,0.07500000000000007,-0.119,2.05,1,0,-100.0
2024-04-01,Astros,Blue Jays,0.148,0.889,Chas McCormick,676801,Astros,670102,0,4,R,R,4.19,0.903,0.097,0.014000000000000012,-0.05099999999999999,2.169,0,0,0.0
2024-04-01,Astros,Blue Jays,0.118,0.923,Jake Meyers,676694,Astros,670102,0,4,R,R,3.25,0.923,0.077,0.0,-0.040999999999999995,1.684,0,0,0.0
2024-04-01,Astros,Blue Jays,0.125,0.917,Jeremy Pena,665161,Astros,670102,1,4,R,R,3.18,0.924,0.076,0.007000000000000006,-0.049,1.652,0,0,0.0
2024-04-01,Astros,Blue Jays,0.211,0.833,Kyle Tucker,663656,Astros,670102,1,4,L,R,4.17,0.902,0.098,0.06900000000000006,-0.11299999999999999,2.19,0,0,0.0
2024-04-01,Astros,Blue Jays,0.174,0.875,Justin Turner,457759,Blue Jays,669854,0,3,R,R,3.6,0.915,0.085,0.040000000000000036,-0.08899999999999998,1.887,0,0,0.0
2024-04-01,Astros,Blue Jays,0.087,0.962,Isiah Kiner-Falefa,643396,Blue Jays,669854,0,3,R,R,2.73,0.933,0.067,-0.028999999999999915,-0.01999999999999999,1.408,0,0,0.0
2024-04-01,Astros,Blue Jays,0.133,0.917,Kevin Kiermaier,595281,Blue Jays,669854,0,3,L,R,3.7,0.914,0.086,-0.0030000000000000027,-0.047000000000000014,1.916,0,0,0.0
2024-04-01,Astros,Blue Jays,0.114,0.933,Cavan Biggio,624415,Blue Jays,669854,0,3,L,R,4.16,0.905,0.095,-0.028000000000000025,-0.019000000000000003,2.137,0,0,0.0
2024-04-01,Astros,Blue Jays,0.227,0.818,Vladimir Guerrero,665489,Blue Jays,669854,0,4,R,R,4.5,0.894,0.106,0.07600000000000007,-0.12100000000000001,2.364,1,0,22.25
2024-04-01,Astros,Blue Jays,0.129,0.917,Alejandro Kirk,672386,Blue Jays,669854,0,3,R,R,3.48,0.918,0.082,0.0010000000000000009,-0.047,1.804,0,0,0.0
2024-04-01,Astros,Blue Jays,0.16,0.882,George Springer,543807,Blue Jays,669854,0,4,R,R,4.01,0.907,0.093,0.025000000000000022,-0.067,2.085,0,0,0.0
2024-04-01,Cubs,Rockies,0.114,0.933,Dansby Swanson,621020,Cubs,641712,0,4,R,R,4.87,0.887,0.113,-0.04600000000000004,-0.0010000000000000009,2.492,0,0,0.0
2024-04-01,Cubs,Rockies,0.08,0.968,Yan Gomes,543228,Cubs,641712,0,3,R,R,3.61,0.917,0.083,-0.050999999999999934,0.0030000000000000027,1.845,0,0,0.0
2024-04-01,Cubs,Rockies,0.111,0.933,Ian Happ,664023,Cubs,641712,0,4,L,R,4.18,0.904,0.096,-0.029000000000000026,-0.015,2.145,0,0,0.0
2024-04-01,Cubs,Rockies,0.061,0.99,Nico Hoerner,663538,Cubs,641712,0,4,R,R,3.04,0.928,0.072,-0.061999999999999944,0.010999999999999996,1.55,0,0,0.0
2024-04-01,Cubs,Rockies,0.133,0.909,Christopher Morel,666624,Cubs,641712,0,3,R,R,6.33,0.843,0.157,-0.06600000000000006,0.023999999999999994,3.232,0,0,0.0
2024-04-01,Cubs,Rockies,0.095,0.952,Seiya Suzuki,673548,Cubs,641712,0,4,R,R,5.2,0.879,0.121,-0.07299999999999995,0.025999999999999995,2.648,0,0,0.0
2024-04-01,Cubs,Rockies,0.118,0.923,Cody Bellinger,641355,Cubs,641712,0,4,L,R,5.12,0.881,0.119,-0.04200000000000004,0.0010000000000000009,2.619,0,0,0.0
2024-04-01,Cubs,Rockies,0.105,0.941,Michael Busch,683737,Cubs,641712,0,4,L,R,4.21,0.904,0.096,-0.03699999999999992,-0.008999999999999994,2.158,0,0,0.0
2024-04-01,Cubs,Rockies,0.065,0.98,Mike Tauchman,643565,Cubs,641712,0,4,L,R,4.54,0.897,0.103,-0.08299999999999996,0.03799999999999999,2.302,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.121,0.923,Alex Verdugo,657077,Yankees,669194,0,4,L,R,4.21,0.903,0.097,-0.020000000000000018,-0.023999999999999994,2.165,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.103,0.941,Oswaldo Cabrera,665828,Yankees,669194,0,4,L,R,3.82,0.912,0.088,-0.028999999999999915,-0.015,1.962,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.37,0.677,Aaron Judge,592450,Yankees,669194,0,5,R,R,8.75,0.728,0.272,0.050999999999999934,-0.09799999999999998,4.56,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.174,0.867,Anthony Rizzo,519203,Yankees,669194,0,4,L,R,5.21,0.876,0.124,0.009000000000000008,-0.04999999999999999,2.692,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.244,0.8,Giancarlo Stanton,519317,Yankees,669194,0,4,R,R,6.23,0.842,0.158,0.041999999999999926,-0.086,3.237,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.211,0.833,Gleyber Torres,650402,Yankees,669194,0,5,R,R,4.27,0.9,0.1,0.06700000000000006,-0.11099999999999999,2.24,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.16,0.882,Anthony Volpe,683011,Yankees,669194,0,4,R,R,4.32,0.9,0.1,0.018000000000000016,-0.06,2.24,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.167,0.875,Austin Wells,669224,Yankees,669194,0,4,L,R,6.12,0.849,0.151,-0.026000000000000023,-0.016000000000000014,3.144,0,0,0.0
2024-04-01,Diamondbacks,Yankees,0.211,0.833,Juan Soto,665742,Yankees,669194,0,5,L,R,6.03,0.85,0.15,0.017000000000000015,-0.061,3.121,0,0,0.0
2024-04-01,Athletics,Red Sox,0.148,0.9,Triston Casas,671213,Red Sox,671212,0,4,L,R,5.35,0.873,0.127,-0.027000000000000024,-0.02099999999999999,2.749,0,0,0.0
2024-04-01,Athletics,Red Sox,0.227,0.818,Rafael Devers,646240,Red Sox,671212,0,5,L,R,6.18,0.845,0.155,0.027000000000000024,-0.07200000000000001,3.204,0,0,0.0
2024-04-01,Athletics,Red Sox,0.148,0.9,Jarren Duran,680776,Red Sox,671212,0,5,L,R,4.55,0.895,0.105,-0.0050000000000000044,-0.043,2.349,0,0,0.0
2024-04-01,Athletics,Red Sox,0.067,0.98,Reese McGuire,624512,Red Sox,671212,0,4,L,R,3.65,0.916,0.084,-0.06399999999999995,0.017,1.858,0,0,0.0
2024-04-01,Athletics,Red Sox,0.105,0.941,Ceddanne Rafaela,678882,Red Sox,671212,0,5,R,R,3.46,0.919,0.081,-0.02199999999999991,-0.023999999999999994,1.782,0,0,0.0
2024-04-01,Athletics,Red Sox,0.143,0.9,Trevor Story,596115,Red Sox,671212,0,5,R,R,4.12,0.905,0.095,0.0050000000000000044,-0.04799999999999999,2.132,0,0,0.0
2024-04-01,Athletics,Red Sox,0.133,0.917,Enmanuel Valdez,665839,Red Sox,671212,0,5,L,R,4.45,0.897,0.103,-0.020000000000000018,-0.030000000000000013,2.292,0,0,0.0
2024-04-01,Athletics,Red Sox,0.133,0.909,JJ Bleday,668709,Athletics,656557,0,3,L,R,4.14,0.905,0.095,-0.0040000000000000036,-0.038000000000000006,2.136,0,0,0.0
2024-04-01,Athletics,Red Sox,0.129,0.917,Ryan Noda,676116,Athletics,656557,0,4,L,R,4.31,0.901,0.099,-0.016000000000000014,-0.03,2.22,0,0,0.0
2024-04-01,Athletics,Red Sox,0.16,0.882,Seth Brown,664913,Athletics,656557,0,4,L,R,5.7,0.862,0.138,-0.020000000000000018,-0.021999999999999992,2.93,0,0,0.0
2024-04-01,Athletics,Red Sox,0.108,0.933,Lawrence Butler,671732,Athletics,656557,0,3,L,R,4.64,0.893,0.107,-0.040000000000000036,-0.0010000000000000009,2.374,0,0,0.0
2024-04-01,Athletics,Red Sox,0.118,0.923,Zack Gelof,680869,Athletics,656557,0,4,R,R,4.08,0.906,0.094,-0.017000000000000015,-0.023999999999999994,2.099,0,0,0.0
2024-04-01,Athletics,Red Sox,0.143,0.9,Shea Langeliers,669127,Athletics,656557,0,3,R,R,4.77,0.889,0.111,-0.01100000000000001,-0.03199999999999999,2.456,0,0,0.0
2024-04-01,Athletics,Red Sox,0.129,0.917,Brent Rooker,667670,Athletics,656557,0,3,R,R,4.44,0.898,0.102,-0.019000000000000017,-0.02700000000000001,2.285,0,0,0.0
2024-04-01,Athletics,Red Sox,0.114,0.933,Abraham Toro,647351,Athletics,656557,0,3,L,R,3.95,0.909,0.091,-0.02400000000000002,-0.023000000000000007,2.032,0,0,0.0
2024-04-01,Athletics,Red Sox,0.105,0.941,Masataka Yoshida,807799,Red Sox,671212,0,5,L,R,4.61,0.894,0.106,-0.04699999999999993,0.0010000000000000009,2.358,0,0,0.0
2024-04-01,Mariners,Guardians,0.2,0.846,Dominic Canzone,686527,Mariners,663474,1,4,L,R,5.8,0.858,0.142,0.01200000000000001,-0.058000000000000024,3.0,0,0,0.0
2024-04-01,Mariners,Guardians,0.087,0.962,Will Brennan,686823,Guardians,676106,0,2,L,R,2.87,0.93,0.07,-0.03199999999999992,-0.016999999999999987,1.479,0,0,0.0
2024-04-01,Mariners,Guardians,0.083,0.962,Tyler Freeman,671289,Guardians,676106,1,4,R,R,1.64,0.948,0.052,-0.014000000000000012,-0.031000000000000007,0.861,0,0,0.0
2024-04-01,Mariners,Guardians,0.143,0.9,Andres Gimenez,665926,Guardians,676106,0,4,L,R,2.81,0.93,0.07,0.030000000000000027,-0.07299999999999998,1.476,0,0,0.0
2024-04-01,Mariners,Guardians,0.08,0.962,Steven Kwan,680757,Guardians,676106,0,4,L,R,2.22,0.941,0.059,-0.02100000000000002,-0.021000000000000005,1.15,0,0,0.0
2024-04-01,Mariners,Guardians,0.167,0.875,Bo Naylor,666310,Guardians,676106,0,4,L,R,3.24,0.922,0.078,0.04700000000000004,-0.08900000000000001,1.704,0,0,0.0
2024-04-01,Mariners,Guardians,0.167,0.875,Josh Naylor,647304,Guardians,676106,1,4,L,R,3.35,0.92,0.08,0.04500000000000004,-0.08700000000000001,1.758,0,0,0.0
2024-04-01,Mariners,Guardians,0.182,0.867,Jose Ramirez,608070,Guardians,676106,0,4,L,R,3.17,0.923,0.077,0.05600000000000005,-0.105,1.676,0,0,0.0
2024-04-01,Mariners,Guardians,0.105,0.941,Brayan Rocchio,677587,Guardians,676106,0,4,L,R,2.49,0.936,0.064,-0.004999999999999893,-0.040999999999999995,1.298,0,0,0.0
2024-04-01,Mariners,Guardians,0.238,0.8,Jorge Polanco,593871,Mariners,663474,0,4,L,R,6.06,0.848,0.152,0.04799999999999993,-0.086,3.149,0,0,0.0
2024-04-01,Mariners,Guardians,0.133,0.909,Ramon Laureano,657656,Guardians,676106,0,4,R,R,3.37,0.92,0.08,0.01100000000000001,-0.053000000000000005,1.752,0,0,0.0
2024-04-01,Mariners,Guardians,0.148,0.9,J.P. Crawford,641487,Mariners,663474,0,4,L,R,4.0,0.907,0.093,0.007000000000000006,-0.05499999999999999,2.074,0,0,0.0
2024-04-01,Mariners,Guardians,0.16,0.882,Ty France,664034,Mariners,663474,0,4,R,R,4.12,0.904,0.096,0.02200000000000002,-0.064,2.14,0,0,0.0
2024-04-01,Mariners,Guardians,0.222,0.818,Mitch Haniger,571745,Mariners,663474,0,4,R,R,6.24,0.843,0.157,0.025000000000000022,-0.065,3.231,0,0,0.0
2024-04-01,Mariners,Guardians,0.231,0.818,Cal Raleigh,663728,Mariners,663474,0,4,L,R,6.69,0.826,0.174,0.008000000000000007,-0.05700000000000002,3.46,0,0,0.0
2024-04-01,Mariners,Guardians,0.286,0.75,Julio Rodriguez,677594,Mariners,663474,0,4,R,R,5.91,0.852,0.148,0.10199999999999998,-0.13799999999999998,3.098,1,0,33.33
2024-04-01,Mariners,Guardians,0.235,0.818,Mitch Garver,641598,Mariners,663474,0,4,R,R,5.64,0.862,0.138,0.04400000000000004,-0.09699999999999998,2.938,0,0,0.0
2024-04-01,Marlins,Angels,0.077,0.968,Tim Anderson,641313,Marlins,681217,0,4,R,R,2.98,0.929,0.071,-0.038999999999999924,-0.006000000000000005,1.528,0,0,0.0
2024-04-01,Marlins,Angels,0.182,0.867,Jake Burger,669394,Marlins,681217,0,5,R,R,6.86,0.822,0.178,-0.04500000000000004,-0.0040000000000000036,3.521,0,0,0.0
2024-04-01,Marlins,Angels,0.148,0.9,Brandon Drury,592273,Angels,676974,0,4,R,R,3.16,0.924,0.076,0.02400000000000002,-0.072,1.654,0,0,0.0
2024-04-01,Marlins,Angels,0.138,0.909,Bryan De La Cruz,650559,Marlins,681217,0,4,R,R,5.31,0.875,0.125,-0.03400000000000003,-0.013000000000000012,2.724,0,0,0.0
2024-04-01,Marlins,Angels,0.114,0.933,Zach Neto,687263,Angels,676974,0,4,R,R,2.65,0.933,0.067,0.0,-0.047,1.382,0,0,0.0
2024-04-01,Marlins,Angels,0.129,0.917,Anthony Rendon,543685,Angels,676974,0,6,R,R,2.63,0.934,0.066,0.017000000000000015,-0.063,1.38,0,0,0.0
2024-04-01,Marlins,Angels,0.118,0.923,Matt Thaiss,642136,Angels,676974,0,2,L,R,4.42,0.898,0.102,-0.025000000000000022,-0.016,2.269,0,0,0.0
2024-04-01,Marlins,Angels,0.244,0.8,Mike Trout,545361,Angels,676974,1,5,R,R,4.66,0.889,0.111,0.08899999999999997,-0.133,2.452,1,0,-100.0
2024-04-01,Marlins,Angels,0.118,0.923,Jesus Sanchez,660821,Marlins,681217,0,4,L,R,6.79,0.827,0.173,-0.09600000000000009,0.05499999999999999,3.454,0,1,-100.0
2024-04-01,Marlins,Angels,0.16,0.882,Taylor Ward,621493,Angels,676974,0,4,R,R,3.45,0.918,0.082,0.03600000000000003,-0.078,1.805,0,0,0.0
2024-04-01,Marlins,Angels,0.077,0.968,Luis Arraez,650333,Marlins,681217,0,5,L,R,4.23,0.904,0.096,-0.06399999999999995,0.019000000000000003,2.154,0,0,0.0
2024-04-01,Marlins,Angels,0.108,0.933,Nick Gordon,624503,Marlins,681217,0,4,L,R,5.61,0.867,0.133,-0.06600000000000006,0.02500000000000001,2.859,0,0,0.0
2024-04-01,Marlins,Angels,0.111,0.933,Aaron Hicks,543305,Angels,676974,0,4,L,R,3.09,0.926,0.074,-0.007000000000000006,-0.037000000000000005,1.6,0,0,0.0
2024-04-01,Marlins,Angels,0.148,0.9,Mickey Moniak,666160,Angels,676974,0,2,L,R,5.34,0.873,0.127,-0.027000000000000024,-0.02099999999999999,2.744,0,0,0.0
2024-04-01,Marlins,Angels,0.114,0.933,Christian Bethancourt,542194,Marlins,681217,0,3,R,R,5.04,0.883,0.117,-0.050000000000000044,0.0030000000000000027,2.577,0,0,0.0
2024-04-01,Marlins,Angels,0.16,0.882,Josh Bell,605137,Marlins,681217,0,5,L,R,5.33,0.873,0.127,-0.009000000000000008,-0.033,2.745,0,0,0.0
2024-04-01,Phillies,Reds,0.077,0.968,Will Benson,666181,Reds,650911,0,4,L,L,4.25,0.903,0.097,-0.06499999999999995,0.020000000000000004,2.164,0,0,0.0
2024-04-01,Phillies,Reds,0.118,0.923,Elly De La Cruz,682829,Reds,650911,0,5,R,L,5.15,0.88,0.12,-0.04300000000000004,0.0020000000000000018,2.634,0,0,0.0
2024-04-01,Phillies,Reds,0.077,0.968,Stuart Fairchild,656413,Reds,650911,0,4,R,L,5.93,0.858,0.142,-0.10999999999999999,0.06499999999999999,3.004,0,0,0.0
2024-04-01,Phillies,Reds,0.103,0.941,Jonathan India,663697,Reds,650911,0,5,R,L,4.72,0.891,0.109,-0.04999999999999993,0.006000000000000005,2.411,0,0,0.0
2024-04-01,Phillies,Reds,0.1,0.941,Luke Maile,571912,Reds,650911,0,4,R,L,6.07,0.853,0.147,-0.08799999999999997,0.046999999999999986,3.085,0,1,-100.0
2024-04-01,Phillies,Reds,0.114,0.923,Jeimer Candelario,600869,Reds,650911,0,5,R,L,4.84,0.888,0.112,-0.03500000000000003,-0.0020000000000000018,2.477,0,0,0.0
2024-04-01,Phillies,Reds,0.105,0.941,Whit Merrifield,593160,Phillies,671096,0,5,R,L,4.38,0.9,0.1,-0.040999999999999925,-0.0049999999999999906,2.242,0,0,0.0
2024-04-01,Phillies,Reds,0.087,0.962,Brandon Marsh,669016,Phillies,671096,0,4,L,L,5.75,0.863,0.137,-0.09899999999999998,0.05000000000000002,2.918,0,0,0.0
2024-04-01,Phillies,Reds,0.217,0.833,Trea Turner,607208,Phillies,671096,0,5,R,L,6.1,0.848,0.152,0.015000000000000013,-0.065,3.158,0,0,0.0
2024-04-01,Phillies,Reds,0.138,0.909,Christian Encarnacion-Strand,687952,Reds,650911,0,5,R,L,5.16,0.879,0.121,-0.030000000000000027,-0.017000000000000015,2.649,0,0,0.0
2024-04-01,Phillies,Reds,0.125,0.917,Spencer Steer,668715,Reds,650911,1,5,R,L,5.21,0.878,0.122,-0.039000000000000035,-0.0030000000000000027,2.668,0,0,0.0
2024-04-01,Phillies,Reds,0.148,0.889,Alec Bohm,664761,Phillies,671096,0,4,R,L,5.48,0.869,0.131,-0.020000000000000018,-0.016999999999999987,2.814,0,0,0.0
2024-04-01,Phillies,Reds,0.167,0.875,Nick Castellanos,592206,Phillies,671096,0,4,R,L,5.73,0.861,0.139,-0.014000000000000012,-0.027999999999999997,2.948,0,0,0.0
2024-04-01,Phillies,Reds,0.16,0.882,Bryce Harper,547180,Phillies,671096,0,5,L,L,6.03,0.852,0.148,-0.030000000000000027,-0.01200000000000001,3.095,0,0,0.0
2024-04-01,Phillies,Reds,0.182,0.867,J.T. Realmuto,592663,Phillies,671096,0,5,R,L,6.47,0.836,0.164,-0.031000000000000028,-0.017999999999999988,3.326,0,0,0.0
2024-04-01,Phillies,Reds,0.2,0.846,Kyle Schwarber,656941,Phillies,671096,0,4,L,L,7.48,0.796,0.204,-0.04999999999999993,0.003999999999999976,3.84,0,0,0.0
2024-04-01,Phillies,Reds,0.074,0.968,Bryson Stott,681082,Phillies,671096,0,4,L,L,4.13,0.906,0.094,-0.061999999999999944,0.020000000000000004,2.102,0,0,0.0
2024-04-01,Phillies,Reds,0.069,0.98,Santiago Espinal,669289,Reds,650911,0,5,R,L,3.76,0.914,0.086,-0.06599999999999995,0.016999999999999987,1.914,0,0,0.0
2024-04-01,Mets,Tigers,0.111,0.933,Carson Kelly,608348,Tigers,640455,1,4,R,L,5.36,0.874,0.126,-0.05900000000000005,0.015,2.736,0,0,0.0
2024-04-01,Mets,Tigers,0.174,0.875,DJ Stewart,621466,Mets,681857,0,4,L,R,5.86,0.857,0.143,-0.018000000000000016,-0.031,3.017,0,0,0.0
2024-04-01,Mets,Tigers,0.125,0.917,Javier Baez,595879,Tigers,640455,0,4,R,L,4.87,0.887,0.113,-0.030000000000000027,-0.011999999999999997,2.498,0,0,0.0
2024-04-01,Mets,Tigers,0.121,0.923,Riley Greene,682985,Tigers,640455,0,4,L,L,3.84,0.911,0.089,-0.01200000000000001,-0.032,1.98,0,0,0.0
2024-04-01,Mets,Tigers,0.148,0.9,Jake Rogers,668670,Tigers,640455,0,3,R,L,6.41,0.839,0.161,-0.061000000000000054,0.013000000000000012,3.279,0,0,0.0
2024-04-01,Mets,Tigers,0.2,0.846,Spencer Torkelson,679529,Tigers,640455,0,4,R,L,6.68,0.828,0.172,-0.018000000000000016,-0.028000000000000025,3.44,0,0,0.0
2024-04-01,Mets,Tigers,0.074,0.968,Joey Wendle,621563,Mets,681857,0,4,L,R,3.88,0.911,0.089,-0.05699999999999994,0.015,1.977,0,0,0.0
2024-04-01,Mets,Tigers,0.19,0.867,Pete Alonso,624413,Mets,681857,0,4,R,R,7.27,0.805,0.195,-0.061999999999999944,0.0050000000000000044,3.73,0,0,0.0
