stat,pre_split,prior_year,two_years,league_average,correlation,pre_split_bbe,prior_bbe,two_years_bbe,data_points
hr,0.25,0.092,0.162,0.495,0.45,100,25,75,1158
swing%,0.46,0.127,0.207,0.206,0.06,100,25,75,1158
chase%,0.383,0.137,0.215,0.265,0.11,100,25,75,1158
xwobacon,0.35,0.131,0.203,0.316,0.1,150,25,75,979
la,0.443,0.17,0.176,0.211,0.23,150,25,75,979
ev,0.375,0.182,0.235,0.208,0.02,150,25,75,979
max_ev,0.585,0.176,0.134,0.104,0.01,150,25,75,979
gb/fb,0.352,0.051,0.084,0.513,0.3,150,25,75,979
whiff,0.601,0.124,0.135,0.14,0.13,150,25,75,979
hh,0.472,0.123,0.158,0.248,0.12,150,25,75,979
ld,0.091,0.027,0.041,0.841,0.14,150,25,75,979
barrel,0.374,0.14,0.173,0.314,0.36,150,25,75,979
weak,0.39,0.124,0.167,0.319,0.13,150,25,75,979
hr,0.305,0.112,0.166,0.417,0.45,150,25,75,979
swing%,0.543,0.117,0.181,0.158,0.06,150,25,75,979
chase%,0.47,0.1,0.204,0.225,0.11,150,25,75,979
xwobacon,0.408,0.09,0.182,0.32,0.1,200,25,75,945
la,0.503,0.148,0.181,0.169,0.23,200,25,75,945
ev,0.422,0.114,0.261,0.203,0.02,200,25,75,945
max_ev,0.578,0.201,0.131,0.09,0.01,200,25,75,945
gb/fb,0.431,0.075,0.114,0.38,0.3,200,25,75,945
whiff,0.65,0.076,0.161,0.112,0.13,200,25,75,945
hh,0.507,0.092,0.187,0.214,0.12,200,25,75,945
ld,0.11,0.012,0.061,0.816,0.14,200,25,75,945
barrel,0.436,0.099,0.208,0.257,0.35,200,25,75,945
weak,0.439,0.104,0.183,0.275,0.13,200,25,75,945
hr,0.399,0.064,0.192,0.345,0.45,200,25,75,945
swing%,0.646,0.085,0.143,0.125,0.06,200,25,75,945
chase%,0.507,0.1,0.218,0.175,0.11,200,25,75,945
xwobacon,0.0,0.238,0.261,0.501,0.12,0,50,75,1095
la,0.0,0.406,0.294,0.3,0.28,0,50,75,1095
ev,0.0,0.36,0.339,0.3,0.02,0,50,75,1095
max_ev,0.0,0.545,0.364,0.09,0.02,0,50,75,1095
gb/fb,0.0,0.192,0.254,0.554,0.4,0,50,75,1095
whiff,0.0,0.426,0.295,0.279,0.18,0,50,75,1095
hh,0.0,0.323,0.291,0.385,0.16,0,50,75,1095
ld,0.0,0.07,0.035,0.895,0.16,0,50,75,1095
barrel,0.0,0.279,0.285,0.436,0.43,0,50,75,1095
weak,0.0,0.33,0.253,0.417,0.15,0,50,75,1095
hr,0.0,0.194,0.254,0.552,0.54,0,50,75,1095
swing%,0.0,0.373,0.325,0.302,0.07,0,50,75,1095
chase%,0.0,0.328,0.316,0.356,0.13,0,50,75,1095
xwobacon,0.047,0.216,0.29,0.447,0.1,10,50,75,1024
la,0.054,0.344,0.292,0.31,0.24,10,50,75,1024
ev,0.059,0.311,0.319,0.311,0.02,10,50,75,1024
max_ev,0.18,0.328,0.287,0.205,0.02,10,50,75,1024
gb/fb,0.063,0.118,0.203,0.617,0.31,10,50,75,1024
whiff,0.083,0.333,0.326,0.258,0.16,10,50,75,1024
hh,0.079,0.25,0.332,0.339,0.13,10,50,75,1024
ld,0.0,0.035,0.087,0.878,0.12,10,50,75,1024
barrel,0.041,0.259,0.314,0.386,0.36,10,50,75,1024
weak,0.037,0.235,0.28,0.448,0.14,10,50,75,1024
hr,0.034,0.174,0.273,0.52,0.43,10,50,75,1024
swing%,0.118,0.362,0.248,0.271,0.06,10,50,75,1024
chase%,0.037,0.288,0.299,0.375,0.12,10,50,75,1024
xwobacon,0.09,0.212,0.258,0.44,0.1,25,50,75,1183
la,0.11,0.344,0.252,0.294,0.24,25,50,75,1183
ev,0.121,0.295,0.29,0.294,0.02,25,50,75,1183
max_ev,0.289,0.27,0.264,0.177,0.02,25,50,75,1183
gb/fb,0.046,0.226,0.15,0.579,0.3,25,50,75,1183
whiff,0.174,0.338,0.253,0.236,0.16,25,50,75,1183
hh,0.139,0.264,0.275,0.322,0.13,25,50,75,1183
ld,0.018,0.055,0.044,0.884,0.13,25,50,75,1183
barrel,0.086,0.24,0.3,0.373,0.37,25,50,75,1183
weak,0.085,0.24,0.247,0.428,0.13,25,50,75,1183
hr,0.077,0.166,0.229,0.527,0.45,25,50,75,1183
swing%,0.191,0.286,0.259,0.263,0.06,25,50,75,1183
chase%,0.098,0.29,0.268,0.344,0.12,25,50,75,1183
xwobacon,0.15,0.215,0.231,0.404,0.1,50,50,75,1208
la,0.179,0.286,0.267,0.268,0.24,50,50,75,1208
ev,0.193,0.271,0.27,0.266,0.02,50,50,75,1208
max_ev,0.4,0.264,0.181,0.155,0.02,50,50,75,1208
gb/fb,0.087,0.207,0.139,0.567,0.31,50,50,75,1208
whiff,0.311,0.281,0.207,0.2,0.15,50,50,75,1208
hh,0.225,0.256,0.238,0.281,0.13,50,50,75,1208
ld,0.031,0.071,0.067,0.832,0.13,50,50,75,1208
barrel,0.133,0.235,0.259,0.373,0.37,50,50,75,1208
weak,0.156,0.237,0.237,0.37,0.13,50,50,75,1208
hr,0.121,0.197,0.188,0.494,0.45,50,50,75,1208
swing%,0.299,0.229,0.238,0.234,0.06,50,50,75,1208
chase%,0.18,0.283,0.256,0.281,0.11,50,50,75,1208
xwobacon,0.203,0.194,0.233,0.37,0.1,75,50,75,1193
la,0.226,0.257,0.268,0.25,0.24,75,50,75,1193
ev,0.25,0.25,0.25,0.25,0.02,75,50,75,1193
max_ev,0.492,0.232,0.144,0.131,0.02,75,50,75,1193
gb/fb,0.156,0.184,0.191,0.47,0.29,75,50,75,1193
whiff,0.383,0.252,0.206,0.159,0.14,75,50,75,1193
hh,0.286,0.21,0.241,0.263,0.12,75,50,75,1193
ld,0.043,0.041,0.076,0.839,0.13,75,50,75,1193
barrel,0.196,0.226,0.252,0.327,0.36,75,50,75,1193
weak,0.223,0.216,0.225,0.336,0.13,75,50,75,1193
hr,0.188,0.171,0.194,0.447,0.44,75,50,75,1193
swing%,0.369,0.244,0.174,0.213,0.06,75,50,75,1193
chase%,0.262,0.198,0.261,0.28,0.11,75,50,75,1193
xwobacon,0.26,0.191,0.207,0.342,0.1,100,50,75,1152
la,0.316,0.277,0.212,0.195,0.23,100,50,75,1152
ev,0.3,0.221,0.252,0.227,0.02,100,50,75,1152
max_ev,0.52,0.227,0.143,0.11,0.02,100,50,75,1152
gb/fb,0.274,0.079,0.181,0.466,0.3,100,50,75,1152
whiff,0.464,0.214,0.166,0.155,0.14,100,50,75,1152
hh,0.34,0.207,0.214,0.239,0.12,100,50,75,1152
ld,0.054,0.065,0.039,0.842,0.13,100,50,75,1152
barrel,0.261,0.201,0.207,0.331,0.35,100,50,75,1152
weak,0.265,0.214,0.232,0.289,0.13,100,50,75,1152
hr,0.215,0.168,0.192,0.426,0.43,100,50,75,1152
swing%,0.409,0.234,0.164,0.193,0.06,100,50,75,1152
chase%,0.34,0.189,0.255,0.217,0.1,100,50,75,1152
xwobacon,0.324,0.148,0.227,0.302,0.1,150,50,75,975
la,0.408,0.238,0.148,0.206,0.23,150,50,75,975
ev,0.343,0.242,0.229,0.186,0.02,150,50,75,975
max_ev,0.564,0.211,0.138,0.087,0.01,150,50,75,975
gb/fb,0.32,0.129,0.097,0.454,0.29,150,50,75,975
whiff,0.553,0.181,0.132,0.134,0.13,150,50,75,975
hh,0.431,0.157,0.203,0.208,0.12,150,50,75,975
ld,0.096,0.04,0.049,0.815,0.14,150,50,75,975
barrel,0.337,0.181,0.206,0.276,0.35,150,50,75,975
weak,0.354,0.182,0.194,0.27,0.12,150,50,75,975
hr,0.298,0.163,0.177,0.362,0.45,150,50,75,975
swing%,0.484,0.173,0.203,0.14,0.05,150,50,75,975
chase%,0.405,0.207,0.201,0.187,0.11,150,50,75,975
xwobacon,0.388,0.144,0.187,0.282,0.1,200,50,75,942
la,0.498,0.199,0.138,0.164,0.23,200,50,75,942
ev,0.407,0.218,0.21,0.165,0.02,200,50,75,942
max_ev,0.592,0.231,0.106,0.071,0.01,200,50,75,942
gb/fb,0.4,0.115,0.109,0.377,0.31,200,50,75,942
whiff,0.597,0.16,0.136,0.108,0.13,200,50,75,942
hh,0.488,0.159,0.161,0.193,0.12,200,50,75,942
ld,0.116,0.025,0.062,0.797,0.14,200,50,75,942
barrel,0.406,0.145,0.225,0.224,0.34,200,50,75,942
weak,0.416,0.16,0.172,0.253,0.13,200,50,75,942
hr,0.379,0.128,0.205,0.288,0.44,200,50,75,942
swing%,0.617,0.136,0.122,0.125,0.06,200,50,75,942
chase%,0.49,0.147,0.199,0.164,0.11,200,50,75,942
xwobacon,0.0,0.3,0.275,0.425,0.12,0,75,75,1197
la,0.0,0.385,0.348,0.267,0.28,0,75,75,1197
ev,0.0,0.367,0.359,0.274,0.02,0,75,75,1197
max_ev,0.0,0.621,0.324,0.054,0.02,0,75,75,1197
gb/fb,0.0,0.336,0.227,0.437,0.38,0,75,75,1197
whiff,0.0,0.458,0.268,0.273,0.18,0,75,75,1197
hh,0.0,0.362,0.327,0.311,0.16,0,75,75,1197
ld,0.0,0.062,0.035,0.903,0.17,0,75,75,1197
barrel,0.0,0.34,0.303,0.357,0.42,0,75,75,1197
weak,0.0,0.316,0.305,0.379,0.15,0,75,75,1197
hr,0.0,0.261,0.239,0.499,0.54,0,75,75,1197
swing%,0.0,0.392,0.325,0.283,0.07,0,75,75,1197
chase%,0.0,0.33,0.33,0.34,0.13,0,75,75,1197
xwobacon,0.048,0.299,0.246,0.407,0.1,10,75,75,1021
la,0.055,0.402,0.274,0.269,0.23,10,75,75,1021
ev,0.059,0.359,0.302,0.28,0.02,10,75,75,1021
max_ev,0.174,0.399,0.242,0.185,0.02,10,75,75,1021
gb/fb,0.063,0.246,0.207,0.485,0.29,10,75,75,1021
whiff,0.077,0.407,0.293,0.223,0.15,10,75,75,1021
hh,0.072,0.325,0.279,0.325,0.13,10,75,75,1021
ld,0.0,0.059,0.058,0.883,0.12,10,75,75,1021
barrel,0.04,0.318,0.28,0.361,0.36,10,75,75,1021
weak,0.041,0.309,0.274,0.375,0.13,10,75,75,1021
hr,0.036,0.232,0.243,0.489,0.42,10,75,75,1021
swing%,0.093,0.363,0.288,0.256,0.06,10,75,75,1021
chase%,0.034,0.37,0.28,0.316,0.11,10,75,75,1021
xwobacon,0.095,0.265,0.253,0.387,0.1,25,75,75,1176
la,0.095,0.385,0.271,0.249,0.24,25,75,75,1176
ev,0.124,0.335,0.283,0.259,0.02,25,75,75,1176
max_ev,0.313,0.34,0.177,0.17,0.02,25,75,75,1176
gb/fb,0.049,0.239,0.195,0.517,0.3,25,75,75,1176
whiff,0.156,0.357,0.265,0.222,0.15,25,75,75,1176
hh,0.128,0.31,0.275,0.287,0.13,25,75,75,1176
ld,0.017,0.083,0.063,0.838,0.12,25,75,75,1176
barrel,0.081,0.288,0.305,0.325,0.36,25,75,75,1176
weak,0.077,0.307,0.249,0.368,0.13,25,75,75,1176
hr,0.079,0.195,0.26,0.466,0.43,25,75,75,1176
swing%,0.187,0.333,0.241,0.239,0.06,25,75,75,1176
chase%,0.085,0.317,0.28,0.318,0.11,25,75,75,1176
xwobacon,0.135,0.268,0.221,0.376,0.1,50,75,75,1201
la,0.166,0.382,0.212,0.241,0.23,50,75,75,1201
ev,0.175,0.294,0.279,0.252,0.02,50,75,75,1201
max_ev,0.421,0.266,0.166,0.147,0.02,50,75,75,1201
gb/fb,0.071,0.3,0.152,0.477,0.29,50,75,75,1201
whiff,0.298,0.324,0.207,0.172,0.14,50,75,75,1201
hh,0.209,0.302,0.216,0.273,0.12,50,75,75,1201
ld,0.034,0.051,0.057,0.859,0.13,50,75,75,1201
barrel,0.118,0.283,0.266,0.333,0.35,50,75,75,1201
weak,0.155,0.308,0.205,0.332,0.13,50,75,75,1201
hr,0.106,0.23,0.204,0.459,0.43,50,75,75,1201
swing%,0.268,0.303,0.213,0.216,0.06,50,75,75,1201
chase%,0.179,0.281,0.291,0.25,0.11,50,75,75,1201
xwobacon,0.185,0.239,0.235,0.34,0.1,75,75,75,1186
la,0.2,0.337,0.24,0.223,0.23,75,75,75,1186
ev,0.224,0.291,0.262,0.222,0.02,75,75,75,1186
max_ev,0.466,0.275,0.138,0.121,0.02,75,75,75,1186
gb/fb,0.157,0.189,0.176,0.478,0.29,75,75,75,1186
whiff,0.379,0.295,0.17,0.157,0.14,75,75,75,1186
hh,0.266,0.266,0.232,0.236,0.12,75,75,75,1186
ld,0.039,0.066,0.06,0.835,0.13,75,75,75,1186
barrel,0.179,0.251,0.262,0.308,0.35,75,75,75,1186
weak,0.189,0.264,0.24,0.306,0.13,75,75,75,1186
hr,0.172,0.209,0.217,0.402,0.43,75,75,75,1186
swing%,0.327,0.277,0.204,0.192,0.06,75,75,75,1186
chase%,0.252,0.229,0.276,0.244,0.11,75,75,75,1186
xwobacon,0.239,0.267,0.175,0.319,0.1,100,75,75,1145
la,0.287,0.303,0.201,0.209,0.23,100,75,75,1145
ev,0.272,0.267,0.254,0.206,0.02,100,75,75,1145
max_ev,0.51,0.241,0.148,0.101,0.02,100,75,75,1145
gb/fb,0.233,0.227,0.13,0.41,0.29,100,75,75,1145
whiff,0.443,0.245,0.161,0.15,0.13,100,75,75,1145
hh,0.322,0.266,0.187,0.226,0.12,100,75,75,1145
ld,0.05,0.087,0.057,0.806,0.13,100,75,75,1145
barrel,0.255,0.239,0.213,0.293,0.34,100,75,75,1145
weak,0.252,0.236,0.233,0.28,0.13,100,75,75,1145
hr,0.213,0.188,0.2,0.399,0.43,100,75,75,1145
swing%,0.381,0.25,0.205,0.164,0.05,100,75,75,1145
chase%,0.322,0.229,0.249,0.2,0.1,100,75,75,1145
xwobacon,0.314,0.219,0.197,0.27,0.1,150,75,75,969
la,0.382,0.305,0.147,0.166,0.22,150,75,75,969
ev,0.344,0.263,0.218,0.174,0.02,150,75,75,969
max_ev,0.568,0.222,0.132,0.078,0.01,150,75,75,969
gb/fb,0.295,0.232,0.095,0.379,0.28,150,75,75,969
whiff,0.526,0.18,0.172,0.122,0.13,150,75,75,969
hh,0.406,0.197,0.209,0.188,0.12,150,75,75,969
ld,0.088,0.06,0.033,0.819,0.14,150,75,75,969
barrel,0.326,0.231,0.197,0.245,0.35,150,75,75,969
weak,0.324,0.254,0.18,0.242,0.12,150,75,75,969
hr,0.288,0.167,0.196,0.349,0.45,150,75,75,969
swing%,0.469,0.206,0.189,0.136,0.05,150,75,75,969
chase%,0.389,0.232,0.225,0.154,0.11,150,75,75,969
xwobacon,0.347,0.235,0.151,0.267,0.1,200,75,75,939
la,0.438,0.275,0.141,0.146,0.22,200,75,75,939
ev,0.38,0.27,0.195,0.155,0.02,200,75,75,939
max_ev,0.568,0.29,0.08,0.062,0.01,200,75,75,939
gb/fb,0.403,0.165,0.098,0.334,0.31,200,75,75,939
whiff,0.572,0.212,0.12,0.095,0.13,200,75,75,939
hh,0.45,0.202,0.16,0.188,0.12,200,75,75,939
ld,0.105,0.064,0.073,0.758,0.14,200,75,75,939
barrel,0.383,0.219,0.173,0.225,0.34,200,75,75,939
weak,0.378,0.249,0.148,0.225,0.13,200,75,75,939
hr,0.363,0.208,0.155,0.274,0.44,200,75,75,939
swing%,0.575,0.199,0.117,0.109,0.05,200,75,75,939
chase%,0.468,0.194,0.201,0.138,0.1,200,75,75,939
xwobacon,0.0,0.314,0.279,0.407,0.12,0,100,75,1071
la,0.0,0.486,0.268,0.245,0.27,0,100,75,1071
ev,0.0,0.435,0.332,0.233,0.02,0,100,75,1071
max_ev,0.0,0.628,0.318,0.055,0.02,0,100,75,1071
gb/fb,0.0,0.384,0.178,0.439,0.38,0,100,75,1071
whiff,0.0,0.489,0.284,0.228,0.17,0,100,75,1071
hh,0.0,0.421,0.272,0.306,0.15,0,100,75,1071
ld,0.0,0.1,0.044,0.856,0.16,0,100,75,1071
barrel,0.0,0.355,0.272,0.373,0.41,0,100,75,1071
weak,0.0,0.357,0.252,0.391,0.15,0,100,75,1071
hr,0.0,0.273,0.224,0.504,0.53,0,100,75,1071
swing%,0.0,0.37,0.344,0.286,0.07,0,100,75,1071
chase%,0.0,0.381,0.321,0.298,0.13,0,100,75,1071
xwobacon,0.04,0.368,0.204,0.388,0.1,10,100,75,1010
la,0.054,0.437,0.254,0.255,0.23,10,100,75,1010
ev,0.054,0.413,0.294,0.239,0.02,10,100,75,1010
max_ev,0.184,0.399,0.238,0.179,0.02,10,100,75,1010
gb/fb,0.063,0.286,0.186,0.465,0.28,10,100,75,1010
whiff,0.074,0.448,0.252,0.226,0.15,10,100,75,1010
hh,0.064,0.37,0.274,0.293,0.13,10,100,75,1010
ld,0.0,0.076,0.052,0.872,0.12,10,100,75,1010
barrel,0.031,0.415,0.221,0.334,0.35,10,100,75,1010
weak,0.038,0.306,0.28,0.375,0.13,10,100,75,1010
hr,0.033,0.303,0.199,0.466,0.41,10,100,75,1010
swing%,0.089,0.463,0.213,0.235,0.06,10,100,75,1010
chase%,0.032,0.395,0.266,0.307,0.11,10,100,75,1010
xwobacon,0.082,0.306,0.243,0.369,0.1,25,100,75,1160
la,0.099,0.436,0.206,0.259,0.24,25,100,75,1160
ev,0.12,0.338,0.299,0.243,0.02,25,100,75,1160
max_ev,0.324,0.347,0.163,0.165,0.02,25,100,75,1160
gb/fb,0.043,0.313,0.194,0.45,0.29,25,100,75,1160
whiff,0.15,0.405,0.255,0.19,0.15,25,100,75,1160
hh,0.122,0.308,0.319,0.251,0.13,25,100,75,1160
ld,0.02,0.087,0.07,0.823,0.12,25,100,75,1160
barrel,0.073,0.306,0.301,0.32,0.35,25,100,75,1160
weak,0.075,0.332,0.247,0.345,0.13,25,100,75,1160
hr,0.079,0.215,0.251,0.456,0.43,25,100,75,1160
swing%,0.18,0.355,0.233,0.232,0.06,25,100,75,1160
chase%,0.077,0.362,0.292,0.269,0.11,25,100,75,1160
xwobacon,0.142,0.3,0.172,0.387,0.1,50,100,75,1186
la,0.154,0.395,0.219,0.232,0.23,50,100,75,1186
ev,0.182,0.35,0.241,0.228,0.02,50,100,75,1186
max_ev,0.404,0.268,0.193,0.135,0.02,50,100,75,1186
gb/fb,0.073,0.306,0.183,0.439,0.29,50,100,75,1186
whiff,0.262,0.378,0.188,0.172,0.14,50,100,75,1186
hh,0.207,0.274,0.255,0.264,0.12,50,100,75,1186
ld,0.033,0.128,0.051,0.789,0.12,50,100,75,1186
barrel,0.114,0.341,0.21,0.335,0.36,50,100,75,1186
weak,0.14,0.308,0.237,0.315,0.13,50,100,75,1186
hr,0.099,0.244,0.216,0.441,0.43,50,100,75,1186
swing%,0.258,0.343,0.215,0.184,0.06,50,100,75,1186
chase%,0.161,0.34,0.258,0.241,0.11,50,100,75,1186
xwobacon,0.176,0.307,0.184,0.333,0.1,75,100,75,1170
la,0.2,0.365,0.225,0.21,0.23,75,100,75,1170
ev,0.236,0.309,0.256,0.199,0.02,75,100,75,1170
max_ev,0.463,0.269,0.155,0.112,0.02,75,100,75,1170
gb/fb,0.155,0.254,0.173,0.418,0.28,75,100,75,1170
whiff,0.354,0.338,0.165,0.143,0.13,75,100,75,1170
hh,0.262,0.27,0.239,0.229,0.12,75,100,75,1170
ld,0.042,0.079,0.048,0.832,0.13,75,100,75,1170
barrel,0.173,0.327,0.201,0.299,0.35,75,100,75,1170
weak,0.193,0.293,0.223,0.29,0.13,75,100,75,1170
hr,0.158,0.269,0.161,0.412,0.43,75,100,75,1170
swing%,0.306,0.333,0.173,0.188,0.06,75,100,75,1170
chase%,0.241,0.255,0.264,0.24,0.1,75,100,75,1170
xwobacon,0.225,0.261,0.203,0.311,0.1,100,100,75,1130
la,0.272,0.351,0.194,0.183,0.23,100,100,75,1130
ev,0.279,0.295,0.23,0.196,0.02,100,100,75,1130
max_ev,0.51,0.247,0.146,0.097,0.02,100,100,75,1130
gb/fb,0.231,0.242,0.161,0.366,0.29,100,100,75,1130
whiff,0.423,0.281,0.161,0.134,0.13,100,100,75,1130
hh,0.311,0.259,0.216,0.215,0.12,100,100,75,1130
ld,0.059,0.092,0.042,0.807,0.13,100,100,75,1130
barrel,0.231,0.265,0.204,0.3,0.34,100,100,75,1130
weak,0.245,0.3,0.198,0.256,0.13,100,100,75,1130
hr,0.19,0.236,0.207,0.367,0.42,100,100,75,1130
swing%,0.363,0.291,0.18,0.166,0.05,100,100,75,1130
chase%,0.312,0.254,0.236,0.197,0.1,100,100,75,1130
xwobacon,0.3,0.25,0.185,0.265,0.1,150,100,75,955
la,0.351,0.332,0.155,0.162,0.22,150,100,75,955
ev,0.358,0.278,0.199,0.165,0.02,150,100,75,955
max_ev,0.561,0.26,0.104,0.074,0.01,150,100,75,955
gb/fb,0.305,0.186,0.103,0.407,0.29,150,100,75,955
whiff,0.515,0.226,0.146,0.113,0.13,150,100,75,955
hh,0.416,0.216,0.168,0.2,0.12,150,100,75,955
ld,0.097,0.092,0.008,0.803,0.14,150,100,75,955
barrel,0.309,0.254,0.189,0.248,0.34,150,100,75,955
weak,0.312,0.282,0.166,0.239,0.12,150,100,75,955
hr,0.278,0.214,0.16,0.348,0.44,150,100,75,955
swing%,0.43,0.262,0.183,0.126,0.05,150,100,75,955
chase%,0.391,0.227,0.209,0.173,0.11,150,100,75,955
xwobacon,0.329,0.248,0.169,0.253,0.1,200,100,75,925
la,0.427,0.297,0.126,0.151,0.23,200,100,75,925
ev,0.361,0.274,0.224,0.141,0.02,200,100,75,925
max_ev,0.552,0.318,0.075,0.055,0.01,200,100,75,925
gb/fb,0.351,0.227,0.128,0.293,0.3,200,100,75,925
whiff,0.536,0.259,0.115,0.089,0.13,200,100,75,925
hh,0.43,0.265,0.131,0.174,0.12,200,100,75,925
ld,0.106,0.087,0.051,0.757,0.14,200,100,75,925
barrel,0.358,0.244,0.178,0.22,0.33,200,100,75,925
weak,0.371,0.244,0.146,0.239,0.13,200,100,75,925
hr,0.336,0.235,0.157,0.272,0.44,200,100,75,925
swing%,0.565,0.232,0.097,0.107,0.05,200,100,75,925
chase%,0.412,0.26,0.183,0.145,0.1,200,100,75,925
xwobacon,0.0,0.342,0.253,0.406,0.12,0,150,75,1131
la,0.0,0.537,0.248,0.214,0.28,0,150,75,1131
ev,0.0,0.417,0.338,0.245,0.02,0,150,75,1131
max_ev,0.0,0.65,0.322,0.028,0.02,0,150,75,1131
gb/fb,0.0,0.357,0.24,0.402,0.37,0,150,75,1131
whiff,0.0,0.554,0.243,0.203,0.17,0,150,75,1131
hh,0.0,0.393,0.3,0.307,0.16,0,150,75,1131
ld,0.0,0.064,0.062,0.873,0.16,0,150,75,1131
barrel,0.0,0.335,0.307,0.358,0.42,0,150,75,1131
weak,0.0,0.417,0.248,0.335,0.15,0,150,75,1131
hr,0.0,0.291,0.246,0.463,0.53,0,150,75,1131
swing%,0.0,0.512,0.28,0.208,0.07,0,150,75,1131
chase%,0.0,0.422,0.295,0.283,0.12,0,150,75,1131
xwobacon,0.04,0.41,0.199,0.35,0.09,10,150,75,1024
la,0.048,0.487,0.237,0.227,0.23,10,150,75,1024
ev,0.046,0.443,0.308,0.204,0.02,10,150,75,1024
max_ev,0.179,0.458,0.2,0.163,0.02,10,150,75,1024
gb/fb,0.048,0.368,0.173,0.41,0.27,10,150,75,1024
whiff,0.063,0.567,0.206,0.164,0.14,10,150,75,1024
hh,0.055,0.423,0.276,0.245,0.12,10,150,75,1024
ld,0.0,0.105,0.061,0.834,0.12,10,150,75,1024
barrel,0.039,0.439,0.208,0.314,0.34,10,150,75,1024
weak,0.033,0.413,0.231,0.323,0.13,10,150,75,1024
hr,0.036,0.34,0.181,0.443,0.41,10,150,75,1024
swing%,0.081,0.537,0.163,0.219,0.06,10,150,75,1024
chase%,0.033,0.486,0.216,0.265,0.11,10,150,75,1024
xwobacon,0.082,0.329,0.23,0.358,0.1,25,150,75,1107
la,0.082,0.506,0.185,0.227,0.22,25,150,75,1107
ev,0.101,0.469,0.213,0.216,0.02,25,150,75,1107
max_ev,0.274,0.434,0.148,0.144,0.02,25,150,75,1107
gb/fb,0.03,0.356,0.206,0.408,0.27,25,150,75,1107
whiff,0.119,0.505,0.205,0.17,0.14,25,150,75,1107
hh,0.113,0.368,0.262,0.256,0.13,25,150,75,1107
ld,0.014,0.087,0.078,0.822,0.12,25,150,75,1107
barrel,0.085,0.36,0.244,0.311,0.35,25,150,75,1107
weak,0.075,0.377,0.236,0.312,0.12,25,150,75,1107
hr,0.08,0.309,0.191,0.421,0.41,25,150,75,1107
swing%,0.154,0.424,0.216,0.206,0.06,25,150,75,1107
chase%,0.085,0.391,0.267,0.257,0.11,25,150,75,1107
xwobacon,0.121,0.287,0.244,0.348,0.1,50,150,75,1079
la,0.137,0.433,0.22,0.21,0.22,50,150,75,1079
ev,0.171,0.364,0.264,0.2,0.02,50,150,75,1079
max_ev,0.371,0.378,0.128,0.122,0.02,50,150,75,1079
gb/fb,0.06,0.365,0.17,0.405,0.28,50,150,75,1079
whiff,0.232,0.419,0.208,0.141,0.13,50,150,75,1079
hh,0.186,0.314,0.277,0.223,0.12,50,150,75,1079
ld,0.02,0.085,0.056,0.839,0.13,50,150,75,1079
barrel,0.116,0.347,0.23,0.308,0.34,50,150,75,1079
weak,0.115,0.327,0.258,0.3,0.12,50,150,75,1079
hr,0.12,0.263,0.194,0.423,0.42,50,150,75,1079
swing%,0.245,0.393,0.184,0.178,0.05,50,150,75,1079
chase%,0.153,0.385,0.242,0.221,0.1,50,150,75,1079
xwobacon,0.156,0.32,0.219,0.305,0.09,75,150,75,1044
la,0.184,0.415,0.222,0.179,0.22,75,150,75,1044
ev,0.189,0.324,0.267,0.221,0.02,75,150,75,1044
max_ev,0.47,0.289,0.132,0.109,0.02,75,150,75,1044
gb/fb,0.13,0.352,0.163,0.355,0.27,75,150,75,1044
whiff,0.315,0.387,0.167,0.131,0.13,75,150,75,1044
hh,0.232,0.305,0.23,0.233,0.12,75,150,75,1044
ld,0.028,0.118,0.06,0.793,0.13,75,150,75,1044
barrel,0.164,0.331,0.234,0.271,0.33,75,150,75,1044
weak,0.183,0.324,0.233,0.26,0.12,75,150,75,1044
hr,0.164,0.265,0.2,0.371,0.41,75,150,75,1044
swing%,0.315,0.34,0.175,0.17,0.06,75,150,75,1044
chase%,0.237,0.315,0.233,0.215,0.1,75,150,75,1044
xwobacon,0.198,0.292,0.205,0.305,0.09,100,150,75,999
la,0.254,0.374,0.202,0.17,0.21,100,150,75,999
ev,0.259,0.299,0.252,0.19,0.01,100,150,75,999
max_ev,0.498,0.292,0.117,0.093,0.01,100,150,75,999
gb/fb,0.206,0.299,0.135,0.36,0.28,100,150,75,999
whiff,0.375,0.381,0.125,0.119,0.13,100,150,75,999
hh,0.291,0.279,0.223,0.207,0.12,100,150,75,999
ld,0.031,0.1,0.078,0.791,0.13,100,150,75,999
barrel,0.2,0.286,0.241,0.273,0.33,100,150,75,999
weak,0.22,0.302,0.239,0.239,0.12,100,150,75,999
hr,0.188,0.269,0.2,0.343,0.41,100,150,75,999
swing%,0.361,0.334,0.152,0.153,0.06,100,150,75,999
chase%,0.306,0.335,0.182,0.176,0.1,100,150,75,999
xwobacon,0.25,0.312,0.18,0.258,0.09,150,150,75,907
la,0.366,0.303,0.179,0.153,0.21,150,150,75,907
ev,0.32,0.352,0.164,0.164,0.01,150,150,75,907
max_ev,0.549,0.284,0.105,0.062,0.01,150,150,75,907
gb/fb,0.305,0.235,0.126,0.334,0.28,150,150,75,907
whiff,0.479,0.307,0.115,0.099,0.12,150,150,75,907
hh,0.36,0.293,0.149,0.198,0.11,150,150,75,907
ld,0.067,0.095,0.068,0.769,0.13,150,150,75,907
barrel,0.267,0.317,0.189,0.228,0.33,150,150,75,907
