stat,pre_split,prior_year,two_years,league_average,correlation,pre_split_bbe,prior_bbe,two_years_bbe,data_points
xwobacon,0.0,0.101,0.087,0.812,0.15,0,10,10,1287
la,0.0,0.162,0.115,0.723,0.37,0,10,10,1287
ev,0.0,0.168,0.151,0.681,0.03,0,10,10,1287
max_ev,0.0,0.355,0.352,0.292,0.02,0,10,10,1287
gb/fb,0.0,0.087,0.07,0.843,0.48,0,10,10,1287
whiff,0.0,0.169,0.193,0.638,0.24,0,10,10,1287
hh,0.0,0.133,0.127,0.741,0.2,0,10,10,1287
ld,0.0,0.012,0.0,0.988,0.18,0,10,10,1287
barrel,0.0,0.127,0.107,0.766,0.52,0,10,10,1287
weak,0.0,0.094,0.079,0.826,0.19,0,10,10,1287
hr,0.0,0.067,0.072,0.861,0.61,0,10,10,1287
swing%,0.0,0.195,0.17,0.635,0.09,0,10,10,1287
chase%,0.0,0.103,0.156,0.741,0.16,0,10,10,1287
xwobacon,0.082,0.084,0.079,0.755,0.12,10,10,10,1091
la,0.095,0.163,0.13,0.613,0.29,10,10,10,1091
ev,0.109,0.161,0.13,0.6,0.02,10,10,10,1091
max_ev,0.226,0.24,0.181,0.352,0.02,10,10,10,1091
gb/fb,0.081,0.075,0.042,0.802,0.32,10,10,10,1091
whiff,0.16,0.159,0.159,0.521,0.2,10,10,10,1091
hh,0.119,0.126,0.107,0.648,0.16,10,10,10,1091
ld,0.0,0.003,0.016,0.981,0.13,10,10,10,1091
barrel,0.076,0.093,0.106,0.724,0.46,10,10,10,1091
weak,0.068,0.097,0.081,0.754,0.16,10,10,10,1091
hr,0.05,0.061,0.057,0.832,0.5,10,10,10,1091
swing%,0.177,0.149,0.146,0.529,0.07,10,10,10,1091
chase%,0.069,0.136,0.111,0.684,0.14,10,10,10,1091
xwobacon,0.148,0.075,0.068,0.709,0.12,25,10,10,1270
la,0.184,0.13,0.1,0.586,0.29,25,10,10,1270
ev,0.204,0.111,0.134,0.55,0.02,25,10,10,1270
max_ev,0.39,0.198,0.114,0.298,0.02,25,10,10,1270
gb/fb,0.056,0.062,0.069,0.813,0.33,25,10,10,1270
whiff,0.29,0.155,0.109,0.446,0.19,25,10,10,1270
hh,0.214,0.097,0.094,0.595,0.16,25,10,10,1270
ld,0.019,0.003,0.016,0.962,0.13,25,10,10,1270
barrel,0.143,0.105,0.079,0.673,0.45,25,10,10,1270
weak,0.142,0.087,0.076,0.694,0.15,25,10,10,1270
hr,0.106,0.056,0.046,0.791,0.5,25,10,10,1270
swing%,0.293,0.14,0.127,0.44,0.07,25,10,10,1270
chase%,0.172,0.125,0.102,0.601,0.14,25,10,10,1270
xwobacon,0.231,0.064,0.068,0.637,0.12,50,10,10,1295
la,0.288,0.123,0.085,0.504,0.29,50,10,10,1295
ev,0.305,0.107,0.122,0.466,0.02,50,10,10,1295
max_ev,0.47,0.151,0.132,0.247,0.02,50,10,10,1295
gb/fb,0.146,0.069,0.046,0.74,0.34,50,10,10,1295
whiff,0.469,0.108,0.094,0.329,0.17,50,10,10,1295
hh,0.341,0.075,0.098,0.486,0.15,50,10,10,1295
ld,0.032,0.009,0.001,0.958,0.13,50,10,10,1295
barrel,0.23,0.089,0.082,0.598,0.43,50,10,10,1295
weak,0.229,0.081,0.064,0.626,0.15,50,10,10,1295
hr,0.176,0.061,0.046,0.717,0.49,50,10,10,1295
swing%,0.439,0.094,0.103,0.364,0.07,50,10,10,1295
chase%,0.288,0.103,0.09,0.519,0.13,50,10,10,1295
xwobacon,0.299,0.071,0.068,0.562,0.11,75,10,10,1279
la,0.348,0.122,0.098,0.432,0.27,75,10,10,1279
ev,0.376,0.116,0.077,0.431,0.02,75,10,10,1279
max_ev,0.572,0.147,0.079,0.203,0.02,75,10,10,1279
gb/fb,0.203,0.051,0.053,0.693,0.32,75,10,10,1279
whiff,0.559,0.102,0.067,0.271,0.16,75,10,10,1279
hh,0.406,0.098,0.067,0.429,0.14,75,10,10,1279
ld,0.041,0.017,0.011,0.931,0.13,75,10,10,1279
barrel,0.33,0.061,0.08,0.53,0.41,75,10,10,1279
weak,0.301,0.072,0.069,0.558,0.15,75,10,10,1279
hr,0.253,0.048,0.055,0.644,0.48,75,10,10,1279
swing%,0.491,0.089,0.1,0.321,0.06,75,10,10,1279
chase%,0.395,0.061,0.068,0.476,0.12,75,10,10,1279
xwobacon,0.376,0.061,0.049,0.514,0.11,100,10,10,1228
la,0.441,0.102,0.09,0.367,0.26,100,10,10,1228
ev,0.451,0.08,0.089,0.38,0.02,100,10,10,1228
max_ev,0.626,0.111,0.088,0.176,0.02,100,10,10,1228
gb/fb,0.321,0.065,0.042,0.571,0.32,100,10,10,1228
whiff,0.627,0.067,0.074,0.232,0.15,100,10,10,1228
hh,0.495,0.069,0.059,0.377,0.14,100,10,10,1228
ld,0.055,0.009,0.009,0.927,0.14,100,10,10,1228
barrel,0.393,0.079,0.075,0.452,0.39,100,10,10,1228
weak,0.37,0.068,0.07,0.492,0.14,100,10,10,1228
hr,0.302,0.048,0.057,0.592,0.47,100,10,10,1228
swing%,0.576,0.064,0.091,0.269,0.06,100,10,10,1228
chase%,0.481,0.074,0.061,0.384,0.12,100,10,10,1228
xwobacon,0.468,0.046,0.038,0.448,0.11,150,10,10,999
la,0.567,0.069,0.056,0.308,0.24,150,10,10,999
ev,0.529,0.084,0.073,0.314,0.02,150,10,10,999
max_ev,0.678,0.075,0.108,0.139,0.02,150,10,10,999
gb/fb,0.4,0.041,0.017,0.542,0.3,150,10,10,999
whiff,0.724,0.055,0.052,0.169,0.14,150,10,10,999
hh,0.569,0.049,0.042,0.34,0.13,150,10,10,999
ld,0.092,0.008,0.005,0.896,0.14,150,10,10,999
barrel,0.511,0.049,0.05,0.39,0.39,150,10,10,999
weak,0.459,0.05,0.047,0.444,0.14,150,10,10,999
hr,0.43,0.035,0.021,0.514,0.48,150,10,10,999
swing%,0.653,0.061,0.069,0.217,0.06,150,10,10,999
chase%,0.562,0.056,0.067,0.316,0.12,150,10,10,999
xwobacon,0.519,0.04,0.026,0.415,0.11,200,10,10,1005
la,0.61,0.082,0.053,0.255,0.24,200,10,10,1005
ev,0.595,0.07,0.046,0.289,0.02,200,10,10,1005
max_ev,0.696,0.102,0.081,0.121,0.02,200,10,10,1005
gb/fb,0.528,0.038,0.028,0.407,0.31,200,10,10,1005
whiff,0.752,0.063,0.045,0.141,0.14,200,10,10,1005
hh,0.626,0.045,0.039,0.29,0.13,200,10,10,1005
ld,0.125,0.009,0.008,0.858,0.14,200,10,10,1005
barrel,0.568,0.051,0.031,0.35,0.38,200,10,10,1005
weak,0.544,0.035,0.034,0.388,0.14,200,10,10,1005
hr,0.488,0.038,0.011,0.463,0.48,200,10,10,1005
swing%,0.742,0.055,0.046,0.157,0.06,200,10,10,1005
chase%,0.623,0.046,0.077,0.254,0.11,200,10,10,1005
xwobacon,0.0,0.156,0.091,0.753,0.14,0,25,10,1168
la,0.0,0.273,0.143,0.584,0.34,0,25,10,1168
ev,0.0,0.31,0.126,0.563,0.02,0,25,10,1168
max_ev,0.0,0.455,0.298,0.248,0.02,0,25,10,1168
gb/fb,0.0,0.094,0.111,0.795,0.44,0,25,10,1168
whiff,0.0,0.274,0.198,0.528,0.22,0,25,10,1168
hh,0.0,0.196,0.123,0.68,0.19,0,25,10,1168
ld,0.0,0.014,0.004,0.982,0.16,0,25,10,1168
barrel,0.0,0.171,0.12,0.709,0.49,0,25,10,1168
weak,0.0,0.155,0.107,0.738,0.18,0,25,10,1168
hr,0.0,0.083,0.091,0.826,0.59,0,25,10,1168
swing%,0.0,0.246,0.177,0.577,0.08,0,25,10,1168
chase%,0.0,0.172,0.123,0.705,0.15,0,25,10,1168
xwobacon,0.074,0.176,0.08,0.67,0.12,10,25,10,1089
la,0.091,0.254,0.121,0.534,0.28,10,25,10,1089
ev,0.079,0.28,0.138,0.502,0.02,10,25,10,1089
max_ev,0.208,0.32,0.164,0.308,0.02,10,25,10,1089
gb/fb,0.075,0.071,0.068,0.785,0.33,10,25,10,1089
whiff,0.131,0.28,0.141,0.448,0.19,10,25,10,1089
hh,0.102,0.198,0.124,0.576,0.16,10,25,10,1089
ld,0.0,0.017,0.012,0.971,0.13,10,25,10,1089
barrel,0.068,0.196,0.101,0.635,0.44,10,25,10,1089
weak,0.065,0.146,0.081,0.707,0.16,10,25,10,1089
hr,0.047,0.124,0.063,0.767,0.48,10,25,10,1089
swing%,0.148,0.271,0.12,0.461,0.07,10,25,10,1089
chase%,0.076,0.207,0.104,0.614,0.14,10,25,10,1089
xwobacon,0.147,0.111,0.076,0.666,0.12,25,25,10,1266
la,0.155,0.257,0.093,0.495,0.27,25,25,10,1266
ev,0.185,0.231,0.098,0.485,0.02,25,25,10,1266
max_ev,0.349,0.221,0.158,0.272,0.02,25,25,10,1266
gb/fb,0.054,0.073,0.054,0.819,0.34,25,25,10,1266
whiff,0.262,0.224,0.128,0.386,0.18,25,25,10,1266
hh,0.201,0.154,0.11,0.534,0.16,25,25,10,1266
ld,0.019,0.018,0.019,0.945,0.13,25,25,10,1266
barrel,0.141,0.135,0.113,0.61,0.44,25,25,10,1266
weak,0.126,0.137,0.071,0.666,0.15,25,25,10,1266
hr,0.1,0.109,0.058,0.732,0.49,25,25,10,1266
swing%,0.278,0.19,0.119,0.413,0.07,25,25,10,1266
chase%,0.143,0.152,0.143,0.562,0.13,25,25,10,1266
xwobacon,0.21,0.131,0.082,0.577,0.11,50,25,10,1292
la,0.256,0.213,0.113,0.418,0.27,50,25,10,1292
ev,0.271,0.211,0.114,0.404,0.02,50,25,10,1292
max_ev,0.453,0.198,0.125,0.224,0.02,50,25,10,1292
gb/fb,0.115,0.073,0.076,0.736,0.33,50,25,10,1292
whiff,0.432,0.165,0.095,0.308,0.17,50,25,10,1292
hh,0.322,0.156,0.075,0.447,0.14,50,25,10,1292
ld,0.032,0.004,0.023,0.94,0.13,50,25,10,1292
barrel,0.206,0.151,0.093,0.55,0.42,50,25,10,1292
weak,0.218,0.113,0.1,0.569,0.15,50,25,10,1292
hr,0.167,0.112,0.06,0.661,0.48,50,25,10,1292
swing%,0.409,0.152,0.096,0.344,0.06,50,25,10,1292
chase%,0.269,0.138,0.105,0.488,0.13,50,25,10,1292
xwobacon,0.292,0.12,0.068,0.52,0.11,75,25,10,1276
la,0.312,0.184,0.113,0.391,0.27,75,25,10,1276
ev,0.344,0.194,0.095,0.366,0.02,75,25,10,1276
max_ev,0.526,0.211,0.076,0.188,0.02,75,25,10,1276
gb/fb,0.206,0.075,0.052,0.667,0.31,75,25,10,1276
whiff,0.529,0.15,0.077,0.245,0.15,75,25,10,1276
hh,0.385,0.139,0.071,0.406,0.14,75,25,10,1276
ld,0.041,0.023,0.013,0.923,0.13,75,25,10,1276
barrel,0.317,0.14,0.076,0.466,0.4,75,25,10,1276
weak,0.274,0.129,0.072,0.525,0.14,75,25,10,1276
hr,0.242,0.123,0.036,0.599,0.47,75,25,10,1276
swing%,0.472,0.152,0.087,0.289,0.06,75,25,10,1276
chase%,0.357,0.115,0.094,0.435,0.12,75,25,10,1276
xwobacon,0.352,0.103,0.065,0.481,0.11,100,25,10,1226
la,0.413,0.178,0.085,0.323,0.26,100,25,10,1226
ev,0.398,0.162,0.09,0.35,0.02,100,25,10,1226
max_ev,0.571,0.171,0.091,0.167,0.02,100,25,10,1226
gb/fb,0.293,0.072,0.05,0.585,0.31,100,25,10,1226
whiff,0.594,0.124,0.063,0.218,0.15,100,25,10,1226
hh,0.452,0.136,0.064,0.348,0.13,100,25,10,1226
ld,0.055,0.014,0.011,0.92,0.14,100,25,10,1226
barrel,0.38,0.093,0.077,0.45,0.39,100,25,10,1226
weak,0.369,0.107,0.051,0.473,0.14,100,25,10,1226
hr,0.285,0.076,0.061,0.578,0.47,100,25,10,1226
swing%,0.53,0.131,0.072,0.267,0.06,100,25,10,1226
chase%,0.474,0.113,0.055,0.358,0.12,100,25,10,1226
xwobacon,0.45,0.077,0.057,0.417,0.11,150,25,10,997
la,0.517,0.155,0.066,0.263,0.23,150,25,10,997
ev,0.481,0.155,0.058,0.306,0.02,150,25,10,997
max_ev,0.607,0.148,0.103,0.142,0.02,150,25,10,997
gb/fb,0.376,0.052,0.048,0.525,0.3,150,25,10,997
whiff,0.687,0.093,0.065,0.156,0.14,150,25,10,997
hh,0.541,0.079,0.053,0.327,0.13,150,25,10,997
ld,0.092,0.012,0.021,0.875,0.14,150,25,10,997
barrel,0.491,0.082,0.062,0.365,0.39,150,25,10,997
weak,0.442,0.081,0.063,0.414,0.14,150,25,10,997
hr,0.408,0.058,0.055,0.479,0.47,150,25,10,997
swing%,0.623,0.094,0.071,0.212,0.06,150,25,10,997
chase%,0.551,0.091,0.068,0.29,0.11,150,25,10,997
xwobacon,0.482,0.1,0.042,0.377,0.11,200,25,10,1003
la,0.552,0.134,0.064,0.25,0.24,200,25,10,1003
ev,0.527,0.144,0.082,0.247,0.02,200,25,10,1003
max_ev,0.634,0.167,0.087,0.112,0.01,200,25,10,1003
gb/fb,0.501,0.056,0.026,0.417,0.29,200,25,10,1003
whiff,0.728,0.088,0.04,0.143,0.14,200,25,10,1003
hh,0.587,0.103,0.048,0.261,0.13,200,25,10,1003
ld,0.125,0.02,0.002,0.852,0.14,200,25,10,1003
barrel,0.519,0.118,0.05,0.313,0.37,200,25,10,1003
weak,0.486,0.117,0.043,0.355,0.13,200,25,10,1003
hr,0.45,0.092,0.046,0.412,0.47,200,25,10,1003
swing%,0.716,0.082,0.046,0.155,0.06,200,25,10,1003
chase%,0.584,0.123,0.047,0.246,0.11,200,25,10,1003
xwobacon,0.0,0.175,0.106,0.72,0.14,0,50,10,1158
la,0.0,0.431,0.159,0.41,0.3,0,50,10,1158
ev,0.0,0.387,0.131,0.482,0.02,0,50,10,1158
max_ev,0.0,0.489,0.301,0.21,0.02,0,50,10,1158
gb/fb,0.0,0.104,0.093,0.803,0.42,0,50,10,1158
whiff,0.0,0.356,0.155,0.489,0.22,0,50,10,1158
hh,0.0,0.229,0.133,0.638,0.18,0,50,10,1158
ld,0.0,0.017,0.013,0.97,0.16,0,50,10,1158
barrel,0.0,0.215,0.128,0.656,0.48,0,50,10,1158
weak,0.0,0.205,0.124,0.671,0.17,0,50,10,1158
hr,0.0,0.144,0.09,0.766,0.58,0,50,10,1158
swing%,0.0,0.262,0.194,0.544,0.08,0,50,10,1158
chase%,0.0,0.219,0.128,0.653,0.15,0,50,10,1158
xwobacon,0.074,0.185,0.087,0.654,0.12,10,50,10,1077
la,0.067,0.403,0.102,0.428,0.26,10,50,10,1077
ev,0.071,0.387,0.129,0.414,0.02,10,50,10,1077
max_ev,0.191,0.327,0.198,0.283,0.02,10,50,10,1077
gb/fb,0.077,0.178,0.065,0.681,0.32,10,50,10,1077
whiff,0.115,0.354,0.116,0.416,0.18,10,50,10,1077
hh,0.101,0.241,0.092,0.565,0.16,10,50,10,1077
ld,0.0,0.023,0.009,0.968,0.13,10,50,10,1077
barrel,0.066,0.206,0.109,0.619,0.44,10,50,10,1077
weak,0.055,0.234,0.09,0.621,0.15,10,50,10,1077
hr,0.046,0.164,0.07,0.721,0.47,10,50,10,1077
swing%,0.142,0.311,0.118,0.428,0.07,10,50,10,1077
chase%,0.051,0.288,0.111,0.55,0.13,10,50,10,1077
xwobacon,0.134,0.15,0.094,0.622,0.12,25,50,10,1253
la,0.129,0.362,0.105,0.405,0.26,25,50,10,1253
ev,0.159,0.332,0.108,0.401,0.02,25,50,10,1253
max_ev,0.331,0.272,0.147,0.25,0.02,25,50,10,1253
gb/fb,0.045,0.118,0.078,0.758,0.32,25,50,10,1253
whiff,0.253,0.246,0.123,0.378,0.18,25,50,10,1253
hh,0.183,0.192,0.107,0.517,0.15,25,50,10,1253
ld,0.02,0.017,0.013,0.95,0.13,25,50,10,1253
barrel,0.125,0.196,0.12,0.558,0.42,25,50,10,1253
weak,0.122,0.163,0.096,0.619,0.15,25,50,10,1253
hr,0.097,0.127,0.089,0.687,0.48,25,50,10,1253
swing%,0.264,0.225,0.129,0.382,0.06,25,50,10,1253
chase%,0.15,0.207,0.103,0.541,0.13,25,50,10,1253
xwobacon,0.206,0.147,0.08,0.567,0.11,50,50,10,1279
la,0.22,0.318,0.108,0.353,0.26,50,50,10,1279
ev,0.235,0.338,0.099,0.328,0.02,50,50,10,1279
max_ev,0.431,0.226,0.129,0.213,0.02,50,50,10,1279
gb/fb,0.102,0.115,0.088,0.694,0.32,50,50,10,1279
whiff,0.403,0.227,0.099,0.271,0.16,50,50,10,1279
hh,0.302,0.188,0.094,0.416,0.14,50,50,10,1279
ld,0.033,0.017,0.006,0.944,0.13,50,50,10,1279
barrel,0.203,0.172,0.095,0.53,0.41,50,50,10,1279
weak,0.213,0.156,0.096,0.535,0.15,50,50,10,1279
hr,0.153,0.115,0.083,0.649,0.47,50,50,10,1279
swing%,0.378,0.192,0.108,0.322,0.06,50,50,10,1279
chase%,0.255,0.188,0.111,0.446,0.12,50,50,10,1279
xwobacon,0.273,0.166,0.078,0.483,0.11,75,50,10,1263
la,0.274,0.305,0.096,0.325,0.26,75,50,10,1263
ev,0.318,0.282,0.09,0.31,0.02,75,50,10,1263
max_ev,0.517,0.197,0.11,0.176,0.02,75,50,10,1263
gb/fb,0.192,0.141,0.048,0.619,0.31,75,50,10,1263
whiff,0.503,0.18,0.091,0.226,0.15,75,50,10,1263
hh,0.374,0.17,0.075,0.381,0.14,75,50,10,1263
ld,0.044,0.039,0.016,0.901,0.13,75,50,10,1263
barrel,0.291,0.178,0.085,0.446,0.39,75,50,10,1263
weak,0.276,0.16,0.062,0.503,0.14,75,50,10,1263
hr,0.232,0.126,0.059,0.582,0.47,75,50,10,1263
swing%,0.438,0.195,0.095,0.271,0.06,75,50,10,1263
chase%,0.342,0.171,0.087,0.4,0.12,75,50,10,1263
xwobacon,0.332,0.146,0.058,0.464,0.11,100,50,10,1215
la,0.35,0.291,0.082,0.277,0.25,100,50,10,1215
ev,0.344,0.268,0.092,0.295,0.02,100,50,10,1215
max_ev,0.568,0.185,0.095,0.152,0.02,100,50,10,1215
gb/fb,0.309,0.066,0.048,0.577,0.31,100,50,10,1215
whiff,0.558,0.191,0.056,0.195,0.14,100,50,10,1215
hh,0.441,0.152,0.073,0.334,0.13,100,50,10,1215
ld,0.056,0.029,0.021,0.894,0.14,100,50,10,1215
barrel,0.346,0.17,0.064,0.42,0.38,100,50,10,1215
weak,0.348,0.147,0.071,0.434,0.14,100,50,10,1215
hr,0.283,0.115,0.038,0.564,0.47,100,50,10,1215
swing%,0.511,0.178,0.088,0.223,0.06,100,50,10,1215
chase%,0.441,0.149,0.065,0.345,0.11,100,50,10,1215
xwobacon,0.423,0.09,0.079,0.408,0.11,150,50,10,989
la,0.474,0.214,0.06,0.252,0.23,150,50,10,989
ev,0.434,0.25,0.053,0.262,0.02,150,50,10,989
max_ev,0.627,0.144,0.102,0.128,0.02,150,50,10,989
gb/fb,0.362,0.082,0.054,0.502,0.3,150,50,10,989
whiff,0.677,0.112,0.055,0.156,0.14,150,50,10,989
hh,0.524,0.095,0.071,0.31,0.13,150,50,10,989
ld,0.095,0.031,0.024,0.85,0.14,150,50,10,989
barrel,0.465,0.134,0.072,0.33,0.38,150,50,10,989
weak,0.409,0.112,0.078,0.401,0.13,150,50,10,989
hr,0.402,0.072,0.071,0.455,0.47,150,50,10,989
swing%,0.605,0.113,0.074,0.207,0.06,150,50,10,989
chase%,0.529,0.129,0.068,0.274,0.11,150,50,10,989
xwobacon,0.461,0.156,0.037,0.347,0.1,200,50,10,996
la,0.53,0.203,0.067,0.2,0.23,200,50,10,996
ev,0.482,0.201,0.086,0.231,0.02,200,50,10,996
max_ev,0.625,0.195,0.082,0.097,0.01,200,50,10,996
gb/fb,0.427,0.118,0.021,0.433,0.31,200,50,10,996
whiff,0.666,0.171,0.028,0.135,0.14,200,50,10,996
hh,0.558,0.163,0.042,0.237,0.12,200,50,10,996
ld,0.12,0.056,0.005,0.818,0.14,200,50,10,996
barrel,0.491,0.153,0.056,0.3,0.36,200,50,10,996
weak,0.482,0.147,0.057,0.314,0.13,200,50,10,996
hr,0.445,0.142,0.031,0.382,0.46,200,50,10,996
swing%,0.694,0.122,0.031,0.153,0.06,200,50,10,996
chase%,0.56,0.149,0.054,0.236,0.11,200,50,10,996
xwobacon,0.0,0.2,0.122,0.677,0.14,0,75,10,1165
la,0.0,0.516,0.123,0.361,0.29,0,75,10,1165
ev,0.0,0.5,0.118,0.383,0.02,0,75,10,1165
max_ev,0.0,0.423,0.377,0.201,0.02,0,75,10,1165
gb/fb,0.0,0.179,0.087,0.734,0.4,0,75,10,1165
whiff,0.0,0.383,0.149,0.469,0.21,0,75,10,1165
hh,0.0,0.271,0.141,0.588,0.18,0,75,10,1165
ld,0.0,0.019,0.016,0.965,0.17,0,75,10,1165
barrel,0.0,0.243,0.131,0.627,0.49,0,75,10,1165
weak,0.0,0.199,0.112,0.689,0.18,0,75,10,1165
hr,0.0,0.132,0.104,0.764,0.63,0,75,10,1165
swing%,0.0,0.341,0.159,0.5,0.08,0,75,10,1165
chase%,0.0,0.221,0.129,0.65,0.15,0,75,10,1165
xwobacon,0.062,0.184,0.092,0.662,0.11,10,75,10,1040
la,0.059,0.444,0.108,0.389,0.25,10,75,10,1040
ev,0.067,0.404,0.148,0.381,0.02,10,75,10,1040
max_ev,0.167,0.364,0.206,0.262,0.02,10,75,10,1040
gb/fb,0.063,0.161,0.071,0.705,0.31,10,75,10,1040
whiff,0.122,0.369,0.118,0.391,0.18,10,75,10,1040
hh,0.092,0.263,0.105,0.541,0.15,10,75,10,1040
ld,0.0,0.018,0.017,0.965,0.13,10,75,10,1040
barrel,0.056,0.228,0.11,0.606,0.42,10,75,10,1040
weak,0.051,0.24,0.089,0.62,0.15,10,75,10,1040
hr,0.031,0.158,0.075,0.737,0.47,10,75,10,1040
swing%,0.121,0.371,0.1,0.408,0.07,10,75,10,1040
chase%,0.067,0.285,0.107,0.542,0.13,10,75,10,1040
xwobacon,0.124,0.184,0.096,0.595,0.12,25,75,10,1275
la,0.11,0.419,0.116,0.354,0.25,25,75,10,1275
ev,0.135,0.424,0.107,0.334,0.02,25,75,10,1275
max_ev,0.331,0.247,0.178,0.244,0.02,25,75,10,1275
gb/fb,0.04,0.156,0.084,0.72,0.32,25,75,10,1275
whiff,0.244,0.287,0.129,0.34,0.18,25,75,10,1275
hh,0.176,0.2,0.128,0.495,0.15,25,75,10,1275
ld,0.025,0.033,0.013,0.929,0.13,25,75,10,1275
barrel,0.127,0.191,0.117,0.565,0.43,25,75,10,1275
weak,0.113,0.204,0.099,0.583,0.15,25,75,10,1275
hr,0.097,0.14,0.08,0.683,0.48,25,75,10,1275
swing%,0.263,0.21,0.118,0.408,0.07,25,75,10,1275
chase%,0.131,0.22,0.096,0.553,0.13,25,75,10,1275
xwobacon,0.207,0.143,0.084,0.565,0.11,50,75,10,1216
la,0.196,0.373,0.118,0.313,0.25,50,75,10,1216
ev,0.235,0.364,0.059,0.341,0.02,50,75,10,1216
max_ev,0.441,0.206,0.147,0.206,0.02,50,75,10,1216
gb/fb,0.096,0.144,0.091,0.669,0.32,50,75,10,1216
whiff,0.408,0.199,0.105,0.287,0.16,50,75,10,1216
hh,0.296,0.167,0.098,0.439,0.14,50,75,10,1216
ld,0.036,0.033,0.025,0.906,0.13,50,75,10,1216
barrel,0.207,0.178,0.106,0.508,0.41,50,75,10,1216
weak,0.197,0.167,0.098,0.537,0.15,50,75,10,1216
hr,0.158,0.117,0.085,0.64,0.46,50,75,10,1216
swing%,0.381,0.191,0.116,0.312,0.06,50,75,10,1216
chase%,0.238,0.167,0.122,0.473,0.12,50,75,10,1216
xwobacon,0.27,0.114,0.1,0.516,0.11,75,75,10,1128
la,0.26,0.348,0.097,0.295,0.25,75,75,10,1128
ev,0.269,0.358,0.07,0.303,0.02,75,75,10,1128
max_ev,0.521,0.177,0.123,0.179,0.02,75,75,10,1128
gb/fb,0.191,0.098,0.081,0.629,0.31,75,75,10,1128
whiff,0.505,0.17,0.084,0.24,0.15,75,75,10,1128
hh,0.372,0.144,0.092,0.392,0.13,75,75,10,1128
ld,0.046,0.015,0.034,0.905,0.13,75,75,10,1128
barrel,0.291,0.127,0.115,0.466,0.39,75,75,10,1128
weak,0.284,0.145,0.087,0.483,0.14,75,75,10,1128
hr,0.229,0.079,0.087,0.605,0.47,75,75,10,1128
swing%,0.439,0.161,0.113,0.287,0.06,75,75,10,1128
chase%,0.352,0.146,0.097,0.405,0.12,75,75,10,1128
xwobacon,0.326,0.119,0.081,0.474,0.11,100,75,10,1076
la,0.331,0.325,0.098,0.246,0.23,100,75,10,1076
ev,0.336,0.272,0.101,0.29,0.02,100,75,10,1076
max_ev,0.56,0.173,0.11,0.158,0.02,100,75,10,1076
gb/fb,0.294,0.113,0.078,0.515,0.31,100,75,10,1076
whiff,0.572,0.151,0.072,0.206,0.15,100,75,10,1076
hh,0.445,0.104,0.094,0.358,0.13,100,75,10,1076
ld,0.057,0.021,0.011,0.911,0.13,100,75,10,1076
barrel,0.357,0.129,0.085,0.429,0.39,100,75,10,1076
weak,0.325,0.122,0.113,0.44,0.14,100,75,10,1076
hr,0.273,0.11,0.065,0.553,0.47,100,75,10,1076
swing%,0.524,0.115,0.104,0.257,0.06,100,75,10,1076
chase%,0.455,0.123,0.088,0.335,0.11,100,75,10,1076
xwobacon,0.408,0.139,0.065,0.388,0.1,150,75,10,980
la,0.453,0.291,0.034,0.222,0.23,150,75,10,980
ev,0.387,0.304,0.064,0.245,0.02,150,75,10,980
max_ev,0.605,0.144,0.127,0.124,0.02,150,75,10,980
gb/fb,0.374,0.118,0.044,0.465,0.3,150,75,10,980
whiff,0.647,0.16,0.045,0.148,0.14,150,75,10,980
hh,0.52,0.119,0.051,0.31,0.13,150,75,10,980
ld,0.097,0.036,0.023,0.844,0.14,150,75,10,980
barrel,0.461,0.14,0.057,0.342,0.38,150,75,10,980
weak,0.434,0.114,0.044,0.408,0.14,150,75,10,980
hr,0.413,0.055,0.064,0.469,0.47,150,75,10,980
swing%,0.602,0.107,0.074,0.217,0.06,150,75,10,980
chase%,0.523,0.13,0.063,0.284,0.11,150,75,10,980
xwobacon,0.44,0.18,0.039,0.341,0.1,200,75,10,991
la,0.503,0.257,0.033,0.206,0.23,200,75,10,991
ev,0.441,0.304,0.035,0.22,0.02,200,75,10,991
max_ev,0.622,0.22,0.07,0.088,0.01,200,75,10,991
gb/fb,0.428,0.159,0.022,0.391,0.31,200,75,10,991
whiff,0.632,0.212,0.036,0.12,0.13,200,75,10,991
hh,0.542,0.179,0.036,0.244,0.12,200,75,10,991
ld,0.123,0.037,0.013,0.826,0.14,200,75,10,991
barrel,0.478,0.187,0.049,0.286,0.36,200,75,10,991
weak,0.458,0.207,0.026,0.309,0.13,200,75,10,991
hr,0.424,0.148,0.051,0.376,0.46,200,75,10,991
swing%,0.663,0.148,0.046,0.143,0.06,200,75,10,991
chase%,0.543,0.2,0.04,0.217,0.11,200,75,10,991
xwobacon,0.0,0.197,0.1,0.703,0.14,0,100,10,1141
la,0.0,0.592,0.087,0.321,0.29,0,100,10,1141
ev,0.0,0.531,0.105,0.364,0.02,0,100,10,1141
max_ev,0.0,0.477,0.343,0.18,0.02,0,100,10,1141
gb/fb,0.0,0.165,0.111,0.724,0.4,0,100,10,1141
whiff,0.0,0.395,0.176,0.429,0.21,0,100,10,1141
hh,0.0,0.266,0.12,0.615,0.18,0,100,10,1141
ld,0.0,0.024,0.017,0.96,0.16,0,100,10,1141
barrel,0.0,0.232,0.115,0.653,0.49,0,100,10,1141
weak,0.0,0.222,0.084,0.695,0.18,0,100,10,1141
hr,0.0,0.122,0.089,0.789,0.63,0,100,10,1141
