diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.045,0.06,543,17.86,254.7,4.69,820,15.37,-491.95,-6,-237.25,1363,45,-1.740645635,
0.035,0.12,534,21.35,453.27,8.49,815,18.4,-689.16,-8.46,-235.89,1349,25,-1.748628614,
0.06,0.1,219,19.63,-23.29,-1.06,332,19.58,-74.08,-2.23,-97.37,551,40,-1.767150635,
0.025,0.12,961,18.31,291.83,3.04,1454,16.85,-720.85,-4.96,-429.02,2415,45,-1.776480331,
0.055,0.12,231,20.35,159.66,6.91,385,18.44,-269.17,-6.99,-109.51,616,55,-1.77775974,
0.055,0.06,338,16.57,-27.27,-0.81,554,15.52,-131.79,-2.38,-159.06,892,90,-1.783183857,
0.055,0.12,233,20.6,202.16,8.68,387,18.09,-313.38,-8.1,-111.22,620,60,-1.793870968,
0.04,0.18,223,26.91,92.41,4.14,332,25.9,-194.47,-5.86,-102.06,555,15,-1.838918919,
0.05,0.06,411,17.03,-100.39,-2.44,641,16.07,-94.33,-1.47,-194.72,1052,50,-1.85095057,
0.055,0.12,216,22.22,98.07,4.54,338,20.41,-200.99,-5.95,-102.92,554,30,-1.857761733,
0.035,0.18,243,27.16,388.71,16,385,21.04,-506.1,-13.15,-117.39,628,45,-1.869267516,
0.035,0.18,225,28,478.68,21.27,354,19.77,-589.64,-16.66,-110.96,579,85,-1.916407599,
0.03,0.14,526,22.05,319.49,6.07,819,19.9,-580.02,-7.08,-260.53,1345,25,-1.937026022,
0.03,0.18,274,26.28,421.54,15.38,438,20.55,-559.78,-12.78,-138.24,712,70,-1.941573034,
0.02,0.18,452,25.22,221.56,4.9,714,23.81,-448.02,-6.27,-226.46,1166,15,-1.94219554,
0.05,0.08,436,16.51,45.82,1.05,685,15.18,-263.97,-3.85,-218.15,1121,95,-1.94603033,
0.025,0.18,376,26.6,424.79,11.3,594,22.56,-614.75,-10.35,-189.96,970,20,-1.958350515,
0.035,0.18,225,28,478.68,21.27,360,20,-593.64,-16.49,-114.96,585,80,-1.965128205,
0.055,0.08,316,16.77,-144.71,-4.58,512,16.6,-19.52,-0.38,-164.23,828,75,-1.983454106,
0.045,0.12,415,19.28,317.25,7.64,613,16.64,-523.23,-8.54,-205.98,1028,95,-2.003696498,
0.03,0.1,975,16.62,-181,-1.86,1447,16.17,-305.62,-2.11,-486.62,2422,40,-2.009165979,
0.015,0.14,696,23.99,366.14,5.26,1052,21.86,-724.39,-6.89,-358.25,1748,10,-2.049485126,
0.015,0.12,815,22.58,502.29,6.16,1233,20.36,-923.22,-7.49,-420.93,2048,10,-2.055322266,
0.04,0.06,457,20.79,214.06,4.68,707,17.68,-455.58,-6.44,-241.52,1164,20,-2.074914089,
0.03,0.18,309,26.86,281.28,9.1,485,23.71,-449.07,-9.26,-167.79,794,15,-2.113224181,
0.02,0.06,760,20.53,345.06,4.54,1190,18.74,-761.44,-6.4,-416.38,1950,10,-2.135282051,
0.055,0.06,320,16.88,-84.81,-2.65,530,16.23,-97,-1.83,-181.81,850,65,-2.138941176,
0.03,0.1,946,16.91,-155.97,-1.65,1396,16.62,-348.37,-2.5,-504.34,2342,35,-2.153458582,
0.015,0.18,530,23.58,162.12,3.06,825,22.18,-454.26,-5.51,-292.14,1355,35,-2.15601476,
0.05,0.06,432,17.13,80.17,1.86,669,15.4,-317.66,-4.75,-237.49,1101,60,-2.157039055,
0.035,0.18,221,27.6,63.39,2.87,353,26.91,-187.33,-5.31,-123.94,574,10,-2.159233449,
0.045,0.1,512,17.77,242.05,4.73,765,15.56,-520.26,-6.8,-278.21,1277,80,-2.17862177,
0.035,0.1,620,19.68,316.73,5.11,950,17.37,-662.27,-6.97,-345.54,1570,25,-2.20089172,
0.03,0.18,282,26.6,448.66,15.91,440,20.45,-612.64,-13.92,-163.98,722,60,-2.271191136,
0.04,0.14,325,25.54,496.05,15.26,485,20.21,-680.38,-14.03,-184.33,810,20,-2.275679012,
0.06,0.12,206,20.39,134.83,6.55,326,18.1,-256.75,-7.88,-121.92,532,70,-2.291729323,
0.03,0.12,822,17.76,202.96,2.47,1252,16.13,-683.5,-5.46,-480.54,2074,95,-2.316972035,
0.05,0.08,426,16.67,-37.7,-0.88,676,15.38,-218.72,-3.24,-256.42,1102,80,-2.326860254,
0.025,0.12,968,18.29,373.56,3.86,1484,16.51,-946.21,-6.38,-572.65,2452,50,-2.335440457,
0.05,0.06,395,17.97,3.62,0.09,620,16.13,-245.5,-3.96,-241.88,1015,45,-2.383054187,
0.03,0.1,995,16.48,-112.38,-1.13,1502,15.85,-483.53,-3.22,-595.91,2497,45,-2.386503805,
0.045,0.1,513,17.54,200,3.9,764,15.58,-510.26,-6.68,-310.26,1277,85,-2.429600626,
0.035,0.18,225,28,478.68,21.27,363,19.83,-623.64,-17.18,-144.96,588,75,-2.465306122,
0.03,0.18,264,26.14,403.55,15.29,429,20.28,-575.76,-13.42,-172.21,693,85,-2.484992785,
0.035,0.18,221,27.6,463.74,20.98,348,19.54,-605.59,-17.4,-141.85,569,95,-2.492970123,
0.035,0.18,226,27.88,468.68,20.74,366,19.95,-618.67,-16.9,-149.99,592,70,-2.533614865,
0.025,0.18,329,25.53,364.02,11.06,522,20.88,-579.78,-11.11,-215.76,851,60,-2.535370153,
0.03,0.12,775,18.45,55.36,0.71,1161,17.23,-548.67,-4.73,-493.31,1936,40,-2.548088843,
0.025,0.18,361,25.21,288.14,7.98,559,21.82,-522.59,-9.35,-234.45,920,40,-2.548369565,
0.04,0.1,557,19.21,269.95,4.85,844,16.35,-630.88,-7.47,-360.93,1401,35,-2.576231263,
0.055,0.06,334,16.17,-142.31,-4.26,553,15.73,-86.82,-1.57,-229.13,887,85,-2.583201804,
0.015,0.18,512,23.44,156.6,3.06,780,21.67,-490.99,-6.29,-334.39,1292,50,-2.588157895,
0.03,0.18,286,26.57,442.67,15.48,445,20.45,-632.61,-14.22,-189.94,731,55,-2.598358413,
0.055,0.06,326,16.56,-144.81,-4.44,533,16.14,-80.27,-1.51,-225.08,859,70,-2.620256112,
0.03,0.14,438,23.74,347.92,7.94,689,20.9,-643.36,-9.34,-295.44,1127,15,-2.621472937,
0.03,0.12,818,17.6,99.65,1.22,1250,16.24,-643.23,-5.15,-543.58,2068,85,-2.628529981,
0.03,0.12,810,17.78,72.24,0.89,1234,16.45,-609.82,-4.94,-537.58,2044,70,-2.630039139,
0.06,0.12,205,19.51,80.87,3.94,327,17.74,-221.55,-6.78,-140.68,532,95,-2.644360902,
0.05,0.14,209,25.84,157.83,7.55,317,22.4,-297.43,-9.38,-139.6,526,20,-2.653992395,
0.05,0.12,292,21.23,225.51,7.72,455,18.24,-424.52,-9.33,-199.01,747,40,-2.664123159,
0.015,0.1,938,20.68,188.08,2.01,1407,19.26,-819.31,-5.82,-631.23,2345,10,-2.691812367,
0.05,0.12,234,24.36,135.33,5.78,355,21.41,-294.49,-8.3,-159.16,589,20,-2.702207131,
0.045,0.08,551,16.88,-17.51,-0.32,836,15.19,-358.07,-4.28,-375.58,1387,65,-2.707858688,
0.045,0.1,514,17.51,190,3.7,762,15.49,-536.34,-7.04,-346.34,1276,90,-2.714263323,
0.035,0.12,405,22.96,329.43,8.13,628,20.38,-611.15,-9.73,-281.72,1033,15,-2.727202323,
0.06,0.12,206,20.87,129.7,6.3,317,18.93,-272.57,-8.6,-142.87,523,50,-2.731739962,
0.025,0.18,333,25.23,324.02,9.73,535,21.12,-561.19,-10.49,-237.17,868,55,-2.732373272,
0.035,0.18,236,27.54,426.66,18.08,378,20.37,-598.28,-15.83,-171.62,614,50,-2.795114007,
0.03,0.18,270,26.3,432.55,16.02,434,20.28,-629.68,-14.51,-197.13,704,75,-2.800142045,
0.05,0.1,343,18.95,-9.05,-0.26,528,17.61,-234.85,-4.45,-243.9,871,40,-2.800229621,
0.045,0.1,519,17.15,95.95,1.85,772,15.54,-459,-5.95,-363.05,1291,95,-2.812161115,
0.03,0.14,557,21.36,204.3,3.67,845,19.41,-598.93,-7.09,-394.63,1402,30,-2.814764622,
0.03,0.12,757,18.63,-29.61,-0.39,1138,17.75,-509.4,-4.48,-539.01,1895,35,-2.844379947,
0.045,0.1,508,17.72,199.41,3.93,759,15.55,-560.26,-7.38,-360.85,1267,75,-2.848066298,
0.03,0.1,887,17.47,-85.84,-0.97,1315,16.81,-543.03,-4.13,-628.87,2202,30,-2.855903724,
0.03,0.12,724,19.34,163.2,2.25,1100,17.82,-686.75,-6.24,-523.55,1824,30,-2.870339912,
0.025,0.18,364,25.27,287.13,7.89,569,21.79,-555.52,-9.76,-268.39,933,35,-2.876634512,
0.03,0.18,263,26.24,413.55,15.72,424,20.05,-611.82,-14.43,-198.27,687,95,-2.886026201,
0.015,0.18,547,23.95,228.04,4.17,841,21.88,-630.56,-7.5,-402.52,1388,30,-2.9,
0.04,0.06,598,18.23,136.05,2.28,903,15.84,-572.42,-6.34,-436.37,1501,30,-2.907195203,
0.03,0.12,783,18.26,56.8,0.73,1188,17,-633.76,-5.33,-576.96,1971,45,-2.927245053,
0.03,0.14,576,20.49,108.25,1.88,875,18.63,-533.29,-6.09,-425.04,1451,40,-2.929290145,
0.055,0.06,334,16.47,-114.84,-3.44,549,15.66,-146.82,-2.67,-261.66,883,80,-2.963306908,
0.035,0.18,223,27.35,443.74,19.9,353,19.55,-614.61,-17.41,-170.87,576,90,-2.966493056,
0.025,0.12,950,18,-42.76,-0.45,1437,17.12,-666.58,-4.64,-709.34,2387,40,-2.971679933,
0.025,0.12,982,18.23,453.82,4.62,1505,16.01,-1196.36,-7.95,-742.54,2487,60,-2.985685565,
0.025,0.12,990,18.08,467.93,4.73,1511,15.88,-1219.15,-8.07,-751.22,2501,65,-3.003678529,
0.035,0.1,875,15.89,-179.49,-2.05,1282,15.05,-470.95,-3.67,-650.44,2157,95,-3.015484469,
0.03,0.12,821,17.66,115.73,1.41,1249,16.17,-742.15,-5.94,-626.42,2070,80,-3.026183575,
0.045,0.08,561,16.76,-64.88,-1.16,850,15.18,-364.71,-4.29,-429.59,1411,70,-3.044578313,
0.03,0.12,668,20.21,373.29,5.59,1043,18.02,-895.38,-8.58,-522.09,1711,25,-3.051373466,
0.03,0.18,277,26.35,420.53,15.18,438,20.32,-638.72,-14.58,-218.19,715,65,-3.051608392,
0.035,0.08,673,18.42,16.99,0.25,1043,16.68,-544.94,-5.22,-527.95,1716,25,-3.076631702,
0.045,0.14,307,22.15,277.89,9.05,469,18.12,-517.64,-11.04,-239.75,776,70,-3.089561856,
0.015,0.18,522,23.56,171.16,3.28,810,21.6,-585.14,-7.22,-413.98,1332,40,-3.107957958,
0.03,0.1,801,18.35,146.91,1.83,1224,17.08,-776.72,-6.35,-629.81,2025,25,-3.11017284,
0.025,0.1,1261,16.34,91.87,0.73,1918,15.22,-1080.81,-5.64,-988.94,3179,45,-3.110852469,
0.055,0.12,229,20.09,35.29,1.54,381,18.9,-225.06,-5.91,-189.77,610,45,-3.110983607,
0.03,0.12,814,17.69,78.44,0.96,1234,16.29,-719.72,-5.83,-641.28,2048,75,-3.13125,
0.015,0.18,498,23.49,186.63,3.75,750,21.2,-578.38,-7.71,-391.75,1248,60,-3.139022436,
0.04,0.12,315,23.17,72,2.29,483,21.95,-322.65,-6.68,-250.65,798,15,-3.140977444,
0.03,0.12,821,17.66,147.17,1.79,1246,15.97,-799.19,-6.41,-652.02,2067,90,-3.154426705,
0.045,0.08,575,16.35,-42.75,-0.74,870,14.83,-417.67,-4.8,-460.42,1445,80,-3.186297578,
0.03,0.18,265,27.92,141.35,5.33,421,25.65,-360.94,-8.57,-219.59,686,10,-3.201020408,
0.03,0.18,268,26.12,409.63,15.28,432,20.14,-634.68,-14.69,-225.05,700,80,-3.215,
0.015,0.18,508,23.23,115.62,2.28,760,21.45,-523.35,-6.89,-407.73,1268,55,-3.215536278,
0.04,0.12,491,20.57,462.37,9.42,729,16.74,-855.92,-11.74,-393.55,1220,40,-3.225819672,
0.035,0.18,266,26.32,137.43,5.17,402,24.63,-353.01,-8.78,-215.58,668,15,-3.227245509,
0.05,0.06,444,16.22,-87.83,-1.98,704,15.2,-283.44,-4.03,-371.27,1148,70,-3.234059233,
0.015,0.16,603,25.37,349.15,5.79,909,22.77,-841.06,-9.25,-491.91,1512,10,-3.253373016,
0.025,0.1,1052,16.92,-325.17,-3.09,1572,16.79,-529.24,-3.37,-854.41,2624,25,-3.256135671,
0.025,0.18,376,25.53,310.78,8.27,594,22.22,-629.22,-10.59,-318.44,970,25,-3.282886598,
0.015,0.18,520,23.27,111.57,2.15,799,21.53,-550.01,-6.88,-438.44,1319,45,-3.324033359,
0.03,0.12,802,17.96,31.91,0.4,1216,16.45,-702.84,-5.78,-670.93,2018,60,-3.324727453,
0.025,0.18,326,25.15,333.03,10.22,514,20.62,-612.78,-11.92,-279.75,840,65,-3.330357143,
0.05,0.14,222,24.77,182.8,8.23,340,20.88,-370.73,-10.9,-187.93,562,25,-3.343950178,
0.04,0.12,498,20.48,523.58,10.51,749,16.42,-941.19,-12.57,-417.61,1247,50,-3.348917402,
0.03,0.12,805,17.89,71.23,0.88,1224,16.34,-751.4,-6.14,-680.17,2029,65,-3.352242484,
0.045,0.14,311,23.47,364.82,11.73,460,18.48,-623.48,-13.55,-258.66,771,40,-3.354863813,
0.05,0.06,444,16.67,-14.41,-0.32,688,15.26,-365.44,-5.31,-379.85,1132,65,-3.355565371,
0.035,0.1,865,15.84,-312.22,-3.61,1270,15.35,-406.18,-3.2,-718.4,2135,80,-3.364871194,
0.025,0.18,312,25,339.96,10.9,496,20.36,-614.9,-12.4,-274.94,808,85,-3.402722772,
0.035,0.1,869,15.65,-317.07,-3.65,1271,15.18,-417.06,-3.28,-734.13,2140,90,-3.430514019,
0.025,0.12,978,18.1,338.63,3.46,1497,16.17,-1190.23,-7.95,-851.6,2475,55,-3.440808081,
0.045,0.14,315,22.86,320.31,10.17,466,18.45,-591,-12.68,-270.69,781,50,-3.465941101,
0.04,0.18,230,27.39,291.9,12.69,332,21.69,-487.74,-14.69,-195.84,562,30,-3.484697509,
0.045,0.14,312,23.08,350.31,11.23,463,18.36,-620.88,-13.41,-270.57,775,45,-3.491225806,
0.045,0.12,242,24.79,106.81,4.41,375,23.2,-322.63,-8.6,-215.82,617,15,-3.497893031,
0.03,0.1,1103,15.78,5.82,0.05,1683,14.62,-983.73,-5.85,-977.91,2786,95,-3.510086145,
0.04,0.14,355,23.94,376.6,10.61,529,19.47,-687.23,-12.99,-310.63,884,25,-3.513914027,
0.025,0.18,312,25,339.96,10.9,493,20.28,-622.92,-12.64,-282.96,805,90,-3.515031056,
0.02,0.1,1015,18.13,-210.01,-2.07,1542,18.03,-691.96,-4.49,-901.97,2557,15,-3.527454048,
0.035,0.1,868,15.78,-342.22,-3.94,1265,15.26,-412.18,-3.26,-754.4,2133,85,-3.536802625,
0.025,0.12,1014,17.85,410.55,4.05,1527,15.65,-1311.57,-8.59,-901.02,2541,75,-3.5459268,
0.045,0.08,569,16.34,-65.39,-1.15,863,14.83,-447.67,-5.19,-513.06,1432,75,-3.582821229,
0.055,0.12,207,22.71,36.59,1.77,315,20.95,-224.04,-7.11,-187.45,522,25,-3.590996169,
0.04,0.1,580,18.79,295.83,5.1,873,15.81,-819.03,-9.38,-523.2,1453,40,-3.600825877,
0.05,0.08,365,18.08,-123.79,-3.39,573,16.93,-214.54,-3.74,-338.33,938,40,-3.606929638,
0.05,0.06,422,16.59,-167.66,-3.97,660,15.61,-227.66,-3.45,-395.32,1082,55,-3.653604436,
0.025,0.1,1234,16.13,-279.81,-2.27,1875,15.57,-856.63,-4.57,-1136.44,3109,40,-3.655323255,
0.025,0.12,638,20.85,205.7,3.22,1001,19.68,-808.6,-8.08,-602.9,1639,15,-3.678462477,
0.055,0.12,229,20.09,102.14,4.46,385,18.18,-329.05,-8.55,-226.91,614,50,-3.695602606,
0.025,0.12,998,17.94,425.1,4.26,1519,15.67,-1364.64,-8.98,-939.54,2517,70,-3.732777116,
0.035,0.18,226,27.88,468.68,20.74,376,19.68,-693.67,-18.45,-224.99,602,65,-3.737375415,
0.035,0.18,230,27.39,428.68,18.64,372,19.89,-653.67,-17.57,-224.99,602,60,-3.737375415,
0.015,0.18,484,23.35,172.08,3.56,729,20.85,-625.89,-8.59,-453.81,1213,75,-3.741220115,
0.025,0.12,1017,17.5,285.5,2.81,1549,15.62,-1251.24,-8.08,-965.74,2566,90,-3.763600935,
0.045,0.14,311,23.15,360.31,11.59,463,17.93,-652,-14.08,-291.69,774,55,-3.768604651,
0.05,0.14,242,23.97,256.95,10.62,365,19.45,-486.71,-13.33,-229.76,607,35,-3.785172982,
0.05,0.1,294,21.09,27.98,0.95,439,19.13,-305.63,-6.96,-277.65,733,25,-3.787858117,
0.045,0.08,577,16.12,-94.8,-1.64,874,14.76,-457.67,-5.24,-552.47,1451,85,-3.807512061,
0.04,0.1,654,17.28,177.84,2.72,980,14.9,-801.11,-8.17,-623.27,1634,90,-3.814381885,
0.055,0.06,333,16.22,-184.84,-5.55,540,15.93,-150.27,-2.78,-335.11,873,75,-3.83860252,
0.025,0.18,309,24.92,340.97,11.03,490,20,-648.88,-13.24,-307.91,799,95,-3.853692115,
0.025,0.12,1013,17.57,325.5,3.21,1543,15.62,-1311.05,-8.5,-985.55,2556,85,-3.855829421,
0.045,0.12,335,22.69,309.88,9.25,499,18.24,-632.5,-12.68,-322.62,834,25,-3.868345324,
0.025,0.12,1014,17.46,286.51,2.83,1546,15.52,-1277.2,-8.26,-990.69,2560,95,-3.869882813,
0.04,0.1,658,17.17,137.84,2.09,984,14.94,-777.01,-7.9,-639.17,1642,95,-3.892630938,
0.03,0.12,795,17.99,-26.59,-0.33,1198,16.69,-749.59,-6.26,-776.18,1993,50,-3.894530858,
0.05,0.1,254,22.44,-64.67,-2.55,380,21.05,-182.47,-4.8,-247.14,634,20,-3.898107256,
0.05,0.1,338,20.12,99.83,2.95,516,17.44,-433.74,-8.41,-333.91,854,35,-3.909953162,
0.015,0.18,563,23.62,139,2.47,865,21.85,-698.05,-8.07,-559.05,1428,25,-3.914915966,
0.045,0.16,211,25.59,-7.9,-0.37,320,25.31,-200.34,-6.26,-208.24,531,15,-3.92165725,
0.015,0.18,474,23.21,157.68,3.33,714,20.73,-624.99,-8.75,-467.31,1188,90,-3.933585859,
0.025,0.12,916,18.23,-51.46,-0.56,1400,17.07,-865.13,-6.18,-916.59,2316,35,-3.957642487,
0.035,0.1,853,15.83,-360,-4.22,1246,15.33,-470.79,-3.78,-830.79,2099,75,-3.958027632,
0.015,0.18,490,23.06,112.08,2.29,733,21.01,-596.8,-8.14,-484.72,1223,70,-3.963368765,
0.05,0.06,468,16.03,39.09,0.84,725,14.48,-514.72,-7.1,-475.63,1193,90,-3.986839899,
0.035,0.12,582,19.93,358.69,6.16,903,16.94,-951.18,-10.53,-592.49,1485,35,-3.98983165,
0.025,0.18,324,25,315.01,9.72,511,20.35,-648.27,-12.69,-333.26,835,70,-3.991137725,
0.04,0.12,513,19.49,384.22,7.49,785,15.8,-903.39,-11.51,-519.17,1298,95,-3.999768875,
0.03,0.1,1019,16.09,-315.77,-3.1,1532,15.47,-706.77,-4.61,-1022.54,2551,50,-4.008388867,
0.02,0.12,1102,18.15,-205.32,-1.86,1645,17.57,-895.9,-5.45,-1101.22,2747,25,-4.00880961,
0.045,0.08,578,16.09,-104.8,-1.81,872,14.68,-483.75,-5.55,-588.55,1450,90,-4.058965517,
0.015,0.15,640,24.69,303.85,4.75,966,22.15,-957.31,-9.91,-653.46,1606,10,-4.06886675,
0.035,0.18,232,27.59,437.67,18.87,379,19.79,-686.63,-18.12,-248.96,611,55,-4.074631751,
0.05,0.06,458,15.94,-6.03,-0.13,721,14.56,-474.72,-6.58,-480.75,1179,85,-4.077608142,
0.055,0.1,245,20,-91.93,-3.75,370,19.73,-158.97,-4.3,-250.9,615,30,-4.079674797,
0.035,0.1,705,17.87,44.48,0.63,1078,16.14,-772.52,-7.17,-728.04,1783,35,-4.08323051,
0.03,0.1,1047,15.85,-374.68,-3.58,1591,15.15,-702.66,-4.42,-1077.34,2638,60,-4.083927218,
0.02,0.15,487,25.46,307.86,6.32,767,22.56,-820.69,-10.7,-512.83,1254,10,-4.089553429,
0.04,0.1,603,18.41,292.28,4.85,912,15.46,-916.96,-10.05,-624.68,1515,50,-4.12330033,
0.035,0.14,357,24.09,266.73,7.47,546,21.43,-639.33,-11.71,-372.6,903,15,-4.126245847,
0.05,0.14,228,24.12,178.57,7.83,358,20.11,-420.71,-11.75,-242.14,586,30,-4.132081911,
0.05,0.06,448,16.07,-127.83,-2.85,708,14.97,-351.45,-4.96,-479.28,1156,75,-4.146020761,
0.02,0.16,464,25.65,213.16,4.59,730,23.15,-709.61,-9.72,-496.45,1194,10,-4.157872697,
0.025,0.18,324,25,315.01,9.72,505,20.2,-660.85,-13.09,-345.84,829,75,-4.171773221,
0.015,0.18,492,22.97,92.08,1.87,743,21,-607.39,-8.17,-515.31,1235,65,-4.172550607,
0.04,0.08,637,17.43,-43.91,-0.69,969,15.27,-626.44,-6.46,-670.35,1606,40,-4.174034869,
0.06,0.1,225,18.67,-115.34,-5.13,342,19.01,-122.53,-3.58,-237.87,567,45,-4.195238095,
0.04,0.14,375,21.6,290.42,7.74,571,17.34,-688.03,-12.05,-397.61,946,95,-4.203065539,
0.015,0.18,471,23.14,153.67,3.26,709,20.59,-650.54,-9.18,-496.87,1180,95,-4.210762712,
0.04,0.14,380,22.37,377.43,9.93,571,17.86,-778.02,-13.63,-400.59,951,50,-4.212302839,
0.04,0.12,495,20.61,476.42,9.62,740,16.35,-996.88,-13.47,-520.46,1235,45,-4.214251012,
0.035,0.1,760,16.97,-92.8,-1.22,1144,15.73,-710.25,-6.21,-803.05,1904,45,-4.21769958,
0.03,0.1,1074,15.55,-427.26,-3.98,1628,15.05,-714.89,-4.39,-1142.15,2702,70,-4.227054034,
0.025,0.12,1014,17.75,376.54,3.71,1537,15.48,-1455.62,-9.47,-1079.08,2551,80,-4.23002744,
0.035,0.14,459,20.92,155.03,3.38,701,18.26,-646.18,-9.22,-491.15,1160,45,-4.234051724,
0.03,0.12,799,17.9,-21.43,-0.27,1203,16.38,-827.85,-6.88,-849.28,2002,55,-4.242157842,
0.025,0.12,442,23.3,130.24,2.95,699,21.89,-614.47,-8.79,-484.23,1141,10,-4.243908852,
0.045,0.14,308,22.4,290.32,9.43,462,17.97,-617.53,-13.37,-327.21,770,60,-4.249480519,
0.035,0.1,851,15.86,-340,-4,1244,15.27,-550.96,-4.43,-890.96,2095,70,-4.252792363,
0.03,0.1,1100,15.64,-122.56,-1.11,1673,14.52,-1059.42,-6.33,-1181.98,2773,90,-4.26245943,
0.035,0.16,242,26.45,33.24,1.37,388,25.52,-302.42,-7.79,-269.18,630,10,-4.272698413,
0.045,0.06,567,17.11,14.7,0.26,846,15.13,-619.08,-7.32,-604.38,1413,50,-4.277282378,
0.045,0.06,576,17.01,2.82,0.05,860,14.77,-619.71,-7.21,-616.89,1436,55,-4.295891365,
0.025,0.1,735,19.32,54.4,0.74,1144,18.53,-861.71,-7.53,-807.31,1879,15,-4.296487493,
0.025,0.18,319,25.08,331,10.38,503,20.08,-684.9,-13.62,-353.9,822,80,-4.305352798,
0.03,0.14,577,20.1,27.23,0.47,884,18.33,-656.29,-7.42,-629.06,1461,45,-4.30568104,
0.025,0.1,1396,15.47,78.79,0.56,2145,14.08,-1605.73,-7.49,-1526.94,3541,95,-4.312171703,
0.04,0.08,608,17.93,-9.79,-0.16,928,15.62,-653.92,-7.05,-663.71,1536,35,-4.321028646,
0.025,0.1,1283,16.21,108.35,0.84,1969,14.83,-1516.17,-7.7,-1407.82,3252,50,-4.329089791,
0.045,0.1,332,21.99,90.59,2.73,504,19.25,-453.04,-8.99,-362.45,836,20,-4.335526316,
0.015,0.18,478,23.22,165.07,3.45,720,20.56,-684.99,-9.51,-519.92,1198,85,-4.339899833,
0.04,0.12,513,19.49,384.22,7.49,783,15.71,-947.49,-12.1,-563.27,1296,90,-4.346219136,
0.025,0.18,367,25.07,244.73,6.67,577,21.66,-655.37,-11.36,-410.64,944,30,-4.35,
0.035,0.14,428,22.9,269.76,6.3,667,19.49,-747.87,-11.21,-478.11,1095,25,-4.36630137,
0.04,0.1,594,18.69,305.12,5.14,892,15.47,-955.24,-10.71,-650.12,1486,45,-4.374966353,
0.03,0.12,614,20.52,313.17,5.1,946,18.39,-1000.48,-10.58,-687.31,1560,20,-4.405833333,
0.035,0.12,606,18.98,158.83,2.62,937,16.65,-841.38,-8.98,-682.55,1543,45,-4.423525599,
0.015,0.18,480,23.12,145.07,3.02,723,20.61,-677.95,-9.38,-532.88,1203,80,-4.429592685,
0.04,0.1,648,17.28,162.65,2.51,972,14.92,-886.49,-9.12,-723.84,1620,75,-4.468148148,
0.03,0.18,263,26.24,413.55,15.72,424,19.58,-721.72,-17.02,-308.17,687,90,-4.48573508,
0.04,0.1,632,17.88,171.83,2.72,942,15.18,-882.37,-9.37,-710.54,1574,60,-4.514231258,
0.025,0.1,923,18.2,-24.12,-0.26,1393,16.94,-1023.87,-7.35,-1047.99,2316,20,-4.525,
0.03,0.1,1032,15.99,-308.02,-2.98,1554,15.12,-864.94,-5.57,-1172.96,2586,55,-4.535808198,
0.055,0.1,281,18.15,-2.4,-0.09,453,17,-331.05,-7.31,-333.45,734,60,-4.542915531,
0.025,0.1,1114,16.34,-496.46,-4.46,1689,16.04,-780.4,-4.62,-1276.86,2803,30,-4.555333571,
0.02,0.12,1163,17.97,-0.25,0,1747,16.83,-1326.63,-7.59,-1326.88,2910,30,-4.559725086,
0.035,0.14,251,26.29,83.1,3.31,410,24.63,-384.92,-9.39,-301.82,661,10,-4.566111952,
0.025,0.1,1371,15.9,272.65,1.99,2081,14.13,-1851.71,-8.9,-1579.06,3452,75,-4.57433372,
0.035,0.14,475,20,44.86,0.94,716,17.74,-591.41,-8.26,-546.55,1191,80,-4.58900084,
0.035,0.1,804,16.54,-116.2,-1.45,1204,15.2,-805.67,-6.69,-921.87,2008,55,-4.590986056,
0.04,0.1,649,17.26,152.65,2.35,977,14.84,-899.56,-9.21,-746.91,1626,85,-4.593542435,
0.04,0.1,650,17.23,142.65,2.19,976,14.86,-889.56,-9.11,-746.91,1626,80,-4.593542435,
0.03,0.14,576,20.14,73.84,1.28,883,18.01,-744.76,-8.43,-670.92,1459,50,-4.598492118,
0.02,0.18,474,24.05,58.47,1.23,729,22.5,-612.33,-8.4,-553.86,1203,20,-4.603990025,
0.03,0.1,1058,15.69,-415.36,-3.93,1605,15.02,-811.22,-5.05,-1226.58,2663,65,-4.606008261,
0.02,0.12,854,19.67,-71.06,-0.83,1319,19.03,-933.49,-7.08,-1004.55,2173,15,-4.622871606,
0.02,0.1,1388,16.43,-462.37,-3.33,2089,16.04,-1145.95,-5.49,-1608.32,3477,25,-4.625596779,
0.015,0.18,567,23.1,-43.6,-0.77,887,22.55,-629.13,-7.09,-672.73,1454,20,-4.626753783,
0.03,0.1,1093,15.46,-317.26,-2.9,1674,14.7,-963.55,-5.76,-1280.81,2767,85,-4.628876039,
0.04,0.1,341,21.7,-88,-2.58,518,21.24,-310.63,-6,-398.63,859,15,-4.640628638,
0.03,0.16,423,23.64,267.36,6.32,663,20.66,-771.49,-11.64,-504.13,1086,25,-4.642081031,
0.02,0.18,468,23.93,63.62,1.36,721,22.19,-616.71,-8.55,-553.09,1189,25,-4.651724138,
0.015,0.12,1652,16.53,-540.99,-3.27,2473,15.97,-1380.37,-5.58,-1921.36,4125,60,-4.657842424,
