diff_threshold,pred_hr_threshold,train_picks,train_win_rate,train_profit,train_roi,num_picks,win_rate,total_profit,roi,sum_profit,sum_picks,weight,both_roi,decision
0.035,0.14,476,19.96,34.86,0.73,710,17.61,-587.41,-8.27,-552.55,1186,85,-4.658937605,
0.03,0.1,711,18.99,161.87,2.28,1094,17.37,-1003.59,-9.17,-841.72,1805,20,-4.663268698,
0.025,0.14,660,20.45,-38.18,-0.58,1013,19.25,-742.27,-7.33,-780.45,1673,25,-4.664973102,
0.035,0.16,339,24.78,233.98,6.9,530,21.51,-640.15,-12.08,-406.17,869,20,-4.673993096,
0.04,0.14,375,21.6,290.42,7.74,569,17.22,-732.13,-12.87,-441.71,944,90,-4.679131356,
0.025,0.1,1394,15.42,-52.4,-0.38,2143,14.14,-1619.86,-7.56,-1672.26,3537,90,-4.727905004,
0.05,0.06,470,15.74,-23.46,-0.5,728,14.42,-544.72,-7.48,-568.18,1198,95,-4.742737896,
0.03,0.08,1120,15.27,-599.92,-5.36,1708,14.81,-742.85,-4.35,-1342.77,2828,40,-4.748125884,
0.045,0.14,304,22.04,255.26,8.4,466,17.81,-621,-13.33,-365.74,770,65,-4.74987013,
0.045,0.14,259,25.48,255.41,9.86,403,20.6,-570.6,-14.16,-315.19,662,20,-4.761178248,
0.025,0.1,1175,16.26,-410.87,-3.5,1798,15.63,-1004.86,-5.59,-1415.73,2973,35,-4.761957619,
0.025,0.1,1330,15.94,137.47,1.03,2045,14.33,-1746.47,-8.54,-1609,3375,65,-4.767407407,
0.04,0.14,282,24.47,91.86,3.26,433,22.63,-433.09,-10,-341.23,715,15,-4.772447552,
0.025,0.14,697,19.94,153.36,2.2,1087,17.76,-1007.29,-9.27,-853.93,1784,50,-4.786603139,
0.04,0.1,617,18.15,249.37,4.04,933,15.22,-992.38,-10.64,-743.01,1550,55,-4.793612903,
0.035,0.14,460,20.87,182.91,3.98,701,17.83,-740.79,-10.57,-557.88,1161,50,-4.805167959,
0.03,0.08,995,16.28,-365.02,-3.67,1504,15.62,-840.46,-5.59,-1205.48,2499,30,-4.82384954,
0.025,0.12,853,18.52,-188.9,-2.21,1293,17.79,-847.63,-6.56,-1036.53,2146,25,-4.830055918,
0.045,0.08,584,15.75,-208.85,-3.58,892,14.57,-506.41,-5.68,-715.26,1476,95,-4.845934959,
0.035,0.1,776,16.75,-142.46,-1.84,1168,15.41,-799.81,-6.85,-942.27,1944,50,-4.847067901,
0.06,0.08,230,18.7,-133.29,-5.8,352,18.75,-149.08,-4.24,-282.37,582,40,-4.851718213,
0.05,0.08,355,19.15,-70.17,-1.98,557,16.88,-373.43,-6.7,-443.6,912,35,-4.864035088,
0.03,0.12,348,24.71,128.3,3.69,558,22.4,-569.1,-10.2,-440.8,906,10,-4.865342163,
0.035,0.12,615,18.86,179.17,2.91,953,16.26,-943.53,-9.9,-764.36,1568,50,-4.874744898,
0.04,0.12,512,20.12,456.04,8.91,769,15.86,-1081.03,-14.06,-624.99,1281,60,-4.878922717,
0.035,0.12,263,25.86,113.08,4.3,432,23.84,-452.21,-10.47,-339.13,695,10,-4.879568345,
0.025,0.14,693,19.91,41.63,0.6,1069,18.05,-901.93,-8.44,-860.3,1762,45,-4.882519864,
0.05,0.06,380,17.63,-143.92,-3.79,600,16.33,-335.29,-5.59,-479.21,980,40,-4.889897959,
0.02,0.14,708,20.9,-157.32,-2.22,1082,20.61,-718.11,-6.64,-875.43,1790,15,-4.890670391,
0.025,0.1,1317,16.02,88.61,0.67,2022,14.44,-1726.15,-8.54,-1637.54,3339,60,-4.904282719,
0.06,0.06,234,18.8,-43.42,-1.86,362,18.23,-249.08,-6.88,-292.5,596,40,-4.907718121,
0.035,0.12,671,17.73,6.78,0.1,988,15.89,-821.18,-8.31,-814.4,1659,95,-4.908981314,
0.025,0.1,1353,15.89,222.45,1.64,2073,14.13,-1904.78,-9.19,-1682.33,3426,70,-4.910478692,
0.035,0.14,449,21.6,214.89,4.79,693,18.47,-775.82,-11.2,-560.93,1142,35,-4.911821366,
0.035,0.1,736,17.66,89.88,1.22,1110,15.59,-997.03,-8.98,-907.15,1846,40,-4.914138678,
0.035,0.12,667,17.69,-95.86,-1.44,991,16.25,-719.23,-7.26,-815.09,1658,80,-4.916103739,
0.04,0.14,203,25.62,-99.41,-4.9,328,26.22,-162.09,-4.94,-261.5,531,10,-4.924670433,
0.03,0.1,1096,15.51,-301.18,-2.75,1673,14.64,-1062.47,-6.35,-1363.65,2769,80,-4.924702059,
0.035,0.1,826,16.34,-90,-1.09,1227,15,-922.78,-7.52,-1012.78,2053,65,-4.933170969,
0.015,0.12,1648,16.38,-764.32,-4.64,2456,16.12,-1260.99,-5.13,-2025.31,4104,55,-4.934965887,
0.035,0.14,476,19.96,94.86,1.99,712,17.28,-683.36,-9.6,-588.5,1188,95,-4.953703704,
0.03,0.14,320,25.94,180.8,5.65,515,23.11,-594.5,-11.54,-413.7,835,10,-4.954491018,
0.015,0.12,1630,16.44,-758.22,-4.65,2454,16.22,-1265.95,-5.16,-2024.17,4084,50,-4.956341822,
0.035,0.15,365,24.38,298.68,8.18,568,20.77,-761.23,-13.4,-462.55,933,20,-4.957663451,
0.02,0.1,1234,16.77,-627.8,-5.09,1874,16.7,-917.04,-4.89,-1544.84,3108,20,-4.970527671,
0.03,0.08,1078,15.58,-569.89,-5.29,1633,15.25,-781.02,-4.78,-1350.91,2711,35,-4.983068978,
0.015,0.12,1539,17.22,-235.11,-1.53,2335,16.36,-1713,-7.34,-1948.11,3874,35,-5.028678369,
0.025,0.14,700,19.86,-22.87,-0.33,1078,18.27,-872.47,-8.09,-895.34,1778,40,-5.035658043,
0.055,0.1,258,19.77,-28.31,-1.1,403,18.61,-307.05,-7.62,-335.36,661,35,-5.073524962,
0.04,0.14,373,22.79,318.42,8.54,569,18.1,-796.48,-14,-478.06,942,35,-5.074946921,
0.035,0.12,670,17.61,-125.86,-1.88,985,16.14,-715.23,-7.26,-841.09,1655,85,-5.082114804,
0.015,0.14,1126,18.29,-439.17,-3.9,1697,17.68,-995.69,-5.87,-1434.86,2823,60,-5.082748849,
0.025,0.1,1384,15.53,47.6,0.34,2123,14.08,-1833.85,-8.64,-1786.25,3507,85,-5.093384659,
0.03,0.14,568,19.89,185.33,3.26,889,17.1,-929.39,-10.45,-744.06,1457,95,-5.106794784,
0.045,0.14,299,24.75,436.91,14.61,438,18.26,-814.77,-18.6,-377.86,737,30,-5.127001357,
0.03,0.1,1081,15.45,-451.06,-4.17,1640,14.82,-944.79,-5.76,-1395.85,2721,75,-5.129915472,
0.025,0.18,322,25.78,-46.8,-1.45,496,25.6,-373.88,-7.54,-420.68,818,10,-5.142787286,
0.025,0.12,769,20.03,222.17,2.89,1184,17.82,-1232.93,-10.41,-1010.76,1953,20,-5.175422427,
0.04,0.12,507,20.12,433.58,8.55,768,16.02,-1093.7,-14.24,-660.12,1275,55,-5.177411765,
0.015,0.08,1036,19.21,-211.3,-2.04,1577,17.95,-1141.89,-7.24,-1353.19,2613,10,-5.178683506,
0.03,0.14,576,20.14,127.15,2.21,887,17.47,-885.93,-9.99,-758.78,1463,60,-5.186466165,
0.035,0.14,456,21.49,212.46,4.66,696,18.1,-810.33,-11.64,-597.87,1152,40,-5.18984375,
0.04,0.08,657,17.35,20.32,0.31,1000,14.8,-882.65,-8.83,-862.33,1657,45,-5.204164152,
0.035,0.1,664,18.52,195.65,2.95,1020,16.18,-1072.33,-10.51,-876.68,1684,30,-5.205938242,
0.035,0.14,474,20.04,54.86,1.16,710,17.61,-671.27,-9.45,-616.41,1184,75,-5.206165541,
0.02,0.08,1127,16.95,-529.19,-4.7,1741,16.83,-964.39,-5.54,-1493.58,2868,15,-5.207740586,
0.04,0.14,365,23.01,298.54,8.18,546,18.5,-774.34,-14.18,-475.8,911,30,-5.222832053,
0.025,0.14,624,21.47,125.91,2.02,948,19.41,-947.55,-10,-821.64,1572,20,-5.226717557,
0.015,0.12,1339,17.85,-291.3,-2.18,2009,17.42,-1463.24,-7.28,-1754.54,3348,20,-5.240561529,
0.04,0.12,512,19.34,319.03,6.23,784,15.69,-998.22,-12.73,-679.19,1296,85,-5.24066358,
0.04,0.12,513,19.3,309.03,6.02,783,15.71,-988.22,-12.62,-679.19,1296,80,-5.24066358,
0.04,0.16,196,26.02,-99.34,-5.07,315,26.67,-169.59,-5.38,-268.93,511,10,-5.262818004,
0.02,0.18,428,23.13,-13.81,-0.32,650,21.38,-555.54,-8.55,-569.35,1078,50,-5.281539889,
0.03,0.14,574,20.03,138.95,2.42,886,17.38,-922.01,-10.41,-783.06,1460,65,-5.363424658,
0.025,0.12,888,18.13,-187.28,-2.11,1347,17.15,-1013.49,-7.52,-1200.77,2235,30,-5.372572707,
0.02,0.12,1005,18.51,-288.62,-2.87,1524,17.91,-1070.13,-7.02,-1358.75,2529,20,-5.372676947,
0.045,0.06,583,16.64,8.27,0.14,880,14.43,-795.24,-9.04,-786.97,1463,60,-5.379152427,
0.04,0.12,513,19.3,309.03,6.02,781,15.75,-1005.15,-12.87,-696.12,1294,75,-5.379598145,
0.02,0.18,438,23.29,6.62,0.15,657,21.31,-596.55,-9.08,-589.93,1095,45,-5.387488584,
0.025,0.1,1382,15.7,128.64,0.93,2102,13.99,-2005.76,-9.54,-1877.12,3484,80,-5.38783008,
0.045,0.14,307,21.17,147.2,4.79,468,17.74,-565.86,-12.09,-418.66,775,80,-5.402064516,
0.045,0.14,307,21.17,147.2,4.79,468,17.74,-565.86,-12.09,-418.66,775,75,-5.402064516,
0.03,0.14,576,19.79,89.96,1.56,890,17.42,-883.07,-9.92,-793.11,1466,70,-5.410027285,
0.035,0.12,597,19.6,276.26,4.63,917,16.47,-1095.69,-11.95,-819.43,1514,40,-5.412351387,
0.035,0.14,475,19.58,-10.08,-0.21,711,17.44,-632.38,-8.89,-642.46,1186,90,-5.41703204,
0.015,0.12,1127,18.28,-631.69,-5.61,1717,18.64,-910.12,-5.3,-1541.81,2844,15,-5.421272855,
0.05,0.1,308,20.45,31.47,1.02,483,18.01,-460.51,-9.53,-429.04,791,30,-5.424020228,
0.025,0.08,798,18.17,-230.4,-2.89,1251,17.67,-884.38,-7.07,-1114.78,2049,15,-5.440605173,
0.035,0.1,819,16.24,-220,-2.69,1217,15.04,-892.71,-7.34,-1112.71,2036,60,-5.465176817,
0.03,0.08,1160,15,-621.41,-5.36,1793,14.45,-994.59,-5.55,-1616,2953,45,-5.472400948,
0.03,0.08,775,17.81,-132.93,-1.72,1204,16.61,-951,-7.9,-1083.93,1979,20,-5.477160182,
0.04,0.12,209,25.84,-9.43,-0.45,341,25.22,-292.09,-8.57,-301.52,550,10,-5.482181818,
0.055,0.1,277,17.69,-112.62,-4.07,451,17.29,-286.84,-6.36,-399.46,728,55,-5.487087912,
0.025,0.08,1190,15.71,-674.09,-5.66,1823,15.47,-986.95,-5.41,-1661.04,3013,25,-5.51291072,
0.015,0.12,1659,16.34,-615.33,-3.71,2493,15.72,-1679.38,-6.74,-2294.71,4152,65,-5.526758189,
0.05,0.06,366,18.85,-50.3,-1.37,582,16.32,-474.18,-8.15,-524.48,948,35,-5.532489451,
0.035,0.16,348,24.71,257.91,7.41,546,20.51,-752.79,-13.79,-494.88,894,25,-5.53557047,
0.025,0.1,1307,15.91,-66.58,-0.51,2000,14.55,-1765.35,-8.83,-1831.93,3307,55,-5.539552464,
0.025,0.14,698,19.77,130.31,1.87,1078,17.35,-1114.96,-10.34,-984.65,1776,60,-5.54420045,
0.03,0.14,568,19.72,119.54,2.1,891,17.17,-929.12,-10.43,-809.58,1459,85,-5.548869088,
0.03,0.15,462,22.73,202.06,4.37,724,20.03,-862.8,-11.92,-660.74,1186,25,-5.571163575,
0.02,0.18,458,23.36,-4.33,-0.09,706,21.81,-647.67,-9.17,-652,1164,30,-5.60137457,
0.015,0.12,1569,17.02,-313.57,-2,2383,16.03,-1901.43,-7.98,-2215,3952,40,-5.604757085,
0.06,0.1,238,18.07,-125.27,-5.26,364,17.86,-212.73,-5.84,-338,602,55,-5.61461794,
0.035,0.12,669,17.34,-170.8,-2.55,986,16.02,-760.2,-7.71,-931,1655,90,-5.625377644,
0.015,0.14,1126,18.03,-526.15,-4.67,1691,17.5,-1059.17,-6.26,-1585.32,2817,70,-5.627689031,
0.04,0.1,637,17.43,39.76,0.62,952,15.02,-934.88,-9.82,-895.12,1589,70,-5.633228446,
0.015,0.14,1116,17.92,-540.55,-4.84,1680,17.38,-1037.29,-6.17,-1577.84,2796,90,-5.643204578,
0.05,0.08,264,21.59,-164.67,-6.24,395,20.51,-207.47,-5.25,-372.14,659,20,-5.647040971,
0.015,0.1,1685,16.26,-497.01,-2.95,2543,15.89,-1890.56,-7.43,-2387.57,4228,20,-5.647043519,
0.015,0.14,1132,18.11,-610.04,-5.39,1691,17.8,-986.31,-5.83,-1596.35,2823,55,-5.654799858,
0.025,0.14,700,19.71,110.31,1.58,1087,17.48,-1121.31,-10.32,-1011,1787,55,-5.657526581,
0.03,0.14,574,20.03,63.81,1.11,878,17.54,-885.66,-10.09,-821.85,1452,55,-5.660123967,
0.04,0.14,385,22.08,327.43,8.5,577,17.5,-872.99,-15.13,-545.56,962,55,-5.671101871,
0.035,0.12,659,17.75,-91.05,-1.38,981,16.11,-839.09,-8.55,-930.14,1640,75,-5.671585366,
0.02,0.12,1214,17.63,-86.51,-0.71,1815,16.31,-1631.67,-8.99,-1718.18,3029,35,-5.672433146,
0.045,0.14,307,20.85,115.15,3.75,462,17.75,-551.94,-11.95,-436.79,769,90,-5.679973992,
0.045,0.14,307,20.85,115.15,3.75,467,17.77,-555.86,-11.9,-440.71,774,85,-5.693927649,
0.04,0.1,634,17.51,69.76,1.1,951,15.04,-972.37,-10.22,-902.61,1585,65,-5.694700315,
0.015,0.14,1123,18.08,-496.15,-4.42,1695,17.4,-1110.79,-6.55,-1606.94,2818,75,-5.702413059,
0.03,0.14,498,21.89,147.02,2.95,772,19.82,-871.65,-11.29,-724.63,1270,20,-5.705748031,
0.015,0.14,1124,18.06,-506.15,-4.5,1698,17.49,-1104.7,-6.51,-1610.85,2822,65,-5.708185684,
0.04,0.14,379,21.37,250.42,6.61,571,17.16,-792.86,-13.89,-542.44,950,85,-5.709894737,
0.055,0.08,299,17.06,-182.4,-6.1,494,16.4,-270.74,-5.48,-453.14,793,60,-5.714249685,
0.045,0.15,214,25.7,27.04,1.26,334,24.25,-340.34,-10.19,-313.3,548,15,-5.717153285,
0.015,0.12,1600,16.69,-555.59,-3.47,2431,16,-1750.29,-7.2,-2305.88,4031,45,-5.720367155,
0.035,0.14,472,20.13,74.86,1.59,708,17.51,-751.44,-10.61,-676.58,1180,70,-5.733728814,
0.04,0.12,513,19.69,363.97,7.09,776,15.72,-1103.54,-14.22,-739.57,1289,70,-5.737548487,
0.04,0.08,669,17.04,-22.52,-0.34,1031,14.65,-954.37,-9.26,-976.89,1700,50,-5.746411765,
0.02,0.18,404,23.27,46.65,1.15,621,20.77,-637.47,-10.27,-590.82,1025,65,-5.764097561,
0.025,0.14,399,24.31,95.06,2.38,630,22.7,-690.01,-10.95,-594.95,1029,10,-5.781827017,
0.045,0.06,602,16.11,-63.31,-1.05,910,14.29,-815.46,-8.96,-878.77,1512,70,-5.811970899,
0.015,0.12,1668,16.25,-705.33,-4.23,2494,15.68,-1713.85,-6.87,-2419.18,4162,70,-5.812542047,
0.035,0.12,632,18.51,132.75,2.1,964,15.98,-1061.95,-11.02,-929.2,1596,55,-5.822055138,
0.025,0.14,531,22.03,32.19,0.61,850,20.82,-837.31,-9.85,-805.12,1381,15,-5.829978277,
0.025,0.14,685,20.15,16.26,0.24,1062,18.17,-1035.74,-9.75,-1019.48,1747,35,-5.835603892,
0.035,0.06,711,17.72,-92.29,-1.3,1100,15.91,-965.69,-8.78,-1057.98,1811,25,-5.841965765,
0.035,0.12,560,20.18,319.86,5.71,862,17.05,-1151.06,-13.35,-831.2,1422,30,-5.845288326,
0.03,0.08,886,16.93,-357.89,-4.04,1381,16,-969.3,-7.02,-1327.19,2267,25,-5.85438906,
0.05,0.06,455,15.82,-197.83,-4.35,718,14.62,-489.47,-6.82,-687.3,1173,80,-5.859335038,
0.02,0.1,1497,16.17,-285.96,-1.91,2260,15.22,-1917,-8.48,-2202.96,3757,30,-5.863614586,
0.015,0.14,1118,17.98,-513.16,-4.59,1683,17.29,-1129.79,-6.71,-1642.95,2801,85,-5.86558372,
0.03,0.14,572,19.76,125.62,2.2,894,17.11,-988.04,-11.05,-862.42,1466,80,-5.882810368,
0.045,0.14,306,20.59,81.1,2.65,460,17.83,-531.94,-11.56,-450.84,766,95,-5.885639687,
0.025,0.14,697,18.94,-53.75,-0.77,1076,17.19,-989.81,-9.2,-1043.56,1773,85,-5.885843204,
0.04,0.14,381,21.26,230.42,6.05,571,17.16,-792.86,-13.89,-562.44,952,80,-5.907983193,
0.03,0.14,572,19.76,100.97,1.77,887,17.25,-962.97,-10.86,-862,1459,75,-5.908156271,
0.04,0.08,752,15.96,-1.34,-0.02,1150,13.74,-1123.69,-9.77,-1125.03,1902,90,-5.914984227,
0.015,0.18,558,23.12,-220.07,-3.94,866,23.21,-623.3,-7.2,-843.37,1424,15,-5.922542135,
0.025,0.1,483,21.74,-92.04,-1.91,756,21.03,-642.14,-8.49,-734.18,1239,10,-5.925585149,
0.015,0.14,1116,17.83,-574.56,-5.15,1683,17.29,-1085.37,-6.45,-1659.93,2799,95,-5.930439443,
0.025,0.14,698,19.48,69.32,0.99,1074,17.23,-1120.39,-10.43,-1051.07,1772,65,-5.931546275,
0.025,0.14,697,18.94,-53.75,-0.77,1073,17.15,-997.83,-9.3,-1051.58,1770,90,-5.941129944,
0.04,0.08,756,15.87,-41.34,-0.55,1154,13.78,-1099.59,-9.53,-1140.93,1910,95,-5.973455497,
0.015,0.14,1117,17.99,-503.16,-4.5,1684,17.28,-1170.32,-6.95,-1673.48,2801,80,-5.974580507,
0.045,0.1,378,20.63,67.6,1.79,563,17.41,-630.17,-11.19,-562.57,941,25,-5.978427205,
0.02,0.12,1243,17.3,-226.36,-1.82,1853,16.14,-1625.85,-8.77,-1852.21,3096,40,-5.982590439,
0.015,0.12,1492,17.56,-154.61,-1.04,2263,16.26,-2092.14,-9.24,-2246.75,3755,30,-5.983355526,
0.015,0.12,1453,17.89,18.73,0.13,2184,16.39,-2197.13,-10.06,-2178.4,3637,25,-5.989551828,
0.025,0.08,1027,17.04,-263.3,-2.56,1569,15.87,-1296.56,-8.26,-1559.86,2596,20,-6.008705701,
0.02,0.12,1260,17.3,-120.53,-0.96,1865,15.92,-1757.42,-9.42,-1877.95,3125,45,-6.00944,
0.015,0.12,1688,16.05,-778.97,-4.61,2522,15.5,-1759.17,-6.98,-2538.14,4210,90,-6.028836105,
0.025,0.14,703,19.2,-18.7,-0.27,1074,17.13,-1052.81,-9.8,-1071.51,1777,75,-6.029881823,
0.04,0.14,380,22.37,300.27,7.9,574,17.6,-875.59,-15.25,-575.32,954,45,-6.030607966,
0.02,0.18,417,23.02,-16.34,-0.39,638,21,-621.06,-9.73,-637.4,1055,55,-6.041706161,
0.02,0.1,1637,15.58,-469.33,-2.87,2476,14.66,-2017.04,-8.15,-2486.37,4113,40,-6.045149526,
0.035,0.12,657,17.81,-71.05,-1.08,979,16.04,-919.26,-9.39,-990.31,1636,70,-6.053239609,
0.04,0.15,297,25.93,358.83,12.08,443,20.32,-810.38,-18.29,-451.55,740,20,-6.102027027,
0.025,0.14,694,18.88,-52.74,-0.76,1070,17.01,-1023.79,-9.57,-1076.53,1764,95,-6.102777778,
0.04,0.12,512,19.73,373.97,7.3,777,15.7,-1161.03,-14.94,-787.06,1289,65,-6.105973623,
0.03,0.16,436,23.17,254.31,5.83,668,19.61,-930.31,-13.93,-676,1104,35,-6.123188406,
0.02,0.18,451,23.28,-11.37,-0.25,692,21.39,-689.62,-9.97,-700.99,1143,35,-6.132895888,
0.015,0.1,1383,16.49,-1148.28,-8.3,2100,17.19,-989.94,-4.71,-2138.22,3483,15,-6.139018088,
0.035,0.14,469,20.47,133.85,2.85,712,17.42,-859.21,-12.07,-725.36,1181,55,-6.141913633,
0.035,0.15,378,24.07,282.61,7.48,591,19.8,-878.08,-14.86,-595.47,969,25,-6.145201238,
0.03,0.15,404,24.01,200.77,4.97,633,21.01,-838.43,-13.25,-637.66,1037,15,-6.149083896,
0.02,0.18,375,23.2,82.99,2.21,586,20.14,-674.51,-11.51,-591.52,961,95,-6.155254943,
0.015,0.12,1678,16.15,-805.33,-4.8,2507,15.6,-1772.83,-7.07,-2578.16,4185,75,-6.160477897,
0.03,0.16,379,24.27,126.07,3.33,596,21.64,-727.35,-12.2,-601.28,975,15,-6.166974359,
0.035,0.1,444,21.17,39.43,0.89,687,19.36,-739.13,-10.76,-699.7,1131,15,-6.186560566,
0.02,0.18,446,23.09,-36.34,-0.81,679,21.21,-659.86,-9.72,-696.2,1125,40,-6.188444444,
0.04,0.14,387,21.96,307.43,7.94,574,17.25,-902.96,-15.73,-595.53,961,60,-6.19698231,
0.04,0.14,381,21.26,230.42,6.05,570,17.19,-819.79,-14.38,-589.37,951,75,-6.197371188,
0.03,0.16,434,23.27,212.31,4.89,672,19.94,-897.76,-13.36,-685.45,1106,30,-6.19755877,
0.035,0.08,988,14.57,-678.92,-6.87,1490,14.03,-858.5,-5.76,-1537.42,2478,75,-6.204277643,
0.015,0.12,1688,16,-812.98,-4.82,2525,15.45,-1807.25,-7.16,-2620.23,4213,95,-6.219392357,
0.02,0.18,392,22.7,-26.02,-0.66,610,20.82,-597.51,-9.8,-623.53,1002,75,-6.222854291,
0.02,0.18,381,22.83,22.99,0.6,595,20.5,-631.95,-10.62,-608.96,976,90,-6.239344262,
0.02,0.1,1576,15.93,-274.41,-1.74,2380,14.79,-2197.06,-9.23,-2471.47,3956,35,-6.24739636,
0.02,0.18,408,23.04,6.65,0.16,627,20.73,-654.18,-10.43,-647.53,1035,60,-6.256328502,
0.015,0.16,816,20.47,-71.67,-0.88,1201,18.98,-1190.39,-9.91,-1262.06,2017,50,-6.257114527,
0.025,0.14,699,19.17,-12.71,-0.18,1074,17.04,-1096.86,-10.21,-1109.57,1773,80,-6.258150028,
0.035,0.08,1007,14.5,-701.14,-6.96,1523,13.99,-883.89,-5.8,-1585.03,2530,80,-6.264940711,
0.035,0.08,860,15.81,-291.98,-3.4,1318,14.57,-1072.83,-8.14,-1364.81,2178,45,-6.266345271,
0.02,0.14,847,19.72,-212.95,-2.51,1280,18.67,-1121.79,-8.76,-1334.74,2127,25,-6.275223319,
0.015,0.16,820,20.37,-67.65,-0.82,1184,18.83,-1190.25,-10.05,-1257.9,2004,55,-6.276946108,
0.055,0.1,227,20.7,-163.41,-7.2,339,20.35,-192.11,-5.67,-355.52,566,25,-6.281272085,
0.025,0.14,696,19.4,51.3,0.74,1072,17.07,-1165.88,-10.88,-1114.58,1768,70,-6.30418552,
0.035,0.08,985,14.62,-648.92,-6.59,1485,14.01,-908.67,-6.12,-1557.59,2470,70,-6.306032389,
0.015,0.16,810,20.49,3.36,0.04,1175,18.64,-1255.28,-10.68,-1251.92,1985,60,-6.306901763,
0.035,0.1,279,24.37,-46.92,-1.68,446,23.54,-410.37,-9.2,-457.29,725,10,-6.307448276,
0.045,0.1,261,22.99,-83.19,-3.19,394,22.59,-330.79,-8.4,-413.98,655,15,-6.320305344,
0.05,0.1,201,23.88,-85.06,-4.23,310,23.23,-238.11,-7.68,-323.17,511,15,-6.324266145,
0.035,0.08,729,17.28,-109.15,-1.5,1135,15.42,-1069.74,-9.43,-1178.89,1864,30,-6.324517167,
0.045,0.08,345,21.16,-39.41,-1.14,534,18.54,-518.15,-9.7,-557.56,879,20,-6.343117179,
0.03,0.1,371,23.18,-101.7,-2.74,588,21.94,-507.08,-8.62,-608.78,959,10,-6.348070907,
0.035,0.12,644,18.17,58.95,0.92,978,15.85,-1089.06,-11.14,-1030.11,1622,65,-6.350863132,
0.035,0.08,918,15.36,-350.12,-3.81,1408,14.06,-1128.1,-8.01,-1478.22,2326,55,-6.355202064,
0.015,0.14,1123,18.08,-693.94,-6.18,1701,17.81,-1111.27,-6.53,-1805.21,2824,50,-6.392386686,
0.04,0.16,279,25.81,214.13,7.67,415,21.2,-659.42,-15.89,-445.29,694,20,-6.416282421,
0.015,0.12,1678,16.09,-794.22,-4.73,2505,15.45,-1891.83,-7.55,-2686.05,4183,85,-6.421348315,
0.045,0.06,591,16.07,-146.79,-2.48,896,14.29,-808.82,-9.03,-955.61,1487,65,-6.426429052,
0.015,0.12,1676,16.11,-774.22,-4.62,2504,15.46,-1912.36,-7.64,-2686.58,4180,80,-6.42722488,
0.02,0.14,792,20.08,-248.19,-3.13,1215,19.18,-1042.66,-8.58,-1290.85,2007,20,-6.431738914,
0.05,0.14,242,22.73,172.85,7.14,369,18.7,-565.83,-15.33,-392.98,611,45,-6.431751227,
0.06,0.1,240,17.92,-105.17,-4.38,381,17.06,-294.52,-7.73,-399.69,621,75,-6.436231884,
0.035,0.08,784,16.45,-400.32,-5.11,1216,15.21,-890.04,-7.32,-1290.36,2000,35,-6.4518,
0.055,0.08,294,16.67,-282.62,-9.61,492,16.67,-226.53,-4.6,-509.15,786,55,-6.477735369,
0.02,0.18,399,22.81,-18.97,-0.48,618,20.71,-640.47,-10.36,-659.44,1017,70,-6.484169125,
0.045,0.06,622,15.59,-101.18,-1.63,934,13.92,-908.42,-9.73,-1009.6,1556,80,-6.488431877,
0.02,0.18,388,22.94,13.98,0.36,606,20.46,-658.95,-10.87,-644.97,994,80,-6.488631791,
0.035,0.12,644,18.17,58.95,0.92,973,15.83,-1108.99,-11.4,-1050.04,1617,60,-6.493753865,
0.035,0.15,244,26.23,13.24,0.54,401,24.69,-432.42,-10.78,-419.18,645,10,-6.498914729,
0.035,0.14,470,20.21,94.86,2.02,716,17.32,-866.32,-12.1,-771.46,1186,65,-6.504721754,
0.02,0.12,1262,17.04,-260.96,-2.07,1895,15.83,-1793.39,-9.46,-2054.35,3157,50,-6.507285398,
0.03,0.14,567,19.75,129.54,2.28,886,16.82,-1075.08,-12.13,-945.54,1453,90,-6.507501721,
0.05,0.08,307,20.2,-102.02,-3.32,461,18.44,-400.63,-8.69,-502.65,768,25,-6.544921875,
0.015,0.1,2085,15.35,-650.41,-3.12,3187,14.53,-2806.55,-8.81,-3456.96,5272,35,-6.557207891,
0.04,0.14,383,21.67,265.36,6.93,570,17.19,-892.99,-15.67,-627.63,953,70,-6.585834208,
0.055,0.1,265,18.87,-132.32,-4.99,418,18.18,-318.25,-7.61,-450.57,683,40,-6.596925329,
0.06,0.1,242,18.18,-97.7,-4.04,370,17.3,-307.7,-8.32,-405.4,612,65,-6.624183007,
0.045,0.06,613,15.66,-93.82,-1.53,926,13.93,-928.42,-10.03,-1022.24,1539,75,-6.642235218,
0.045,0.15,263,23.19,230.74,8.77,395,18.23,-667.85,-16.91,-437.11,658,70,-6.643009119,
0.025,0.16,448,23.44,50.34,1.12,728,21.84,-832.23,-11.43,-781.89,1176,15,-6.64872449,
0.04,0.08,352,21.02,-198,-5.63,539,20.59,-395.63,-7.34,-593.63,891,15,-6.662514029,
0.055,0.06,312,16.67,-182.53,-5.85,519,15.8,-371.49,-7.16,-554.02,831,60,-6.666907341,
0.035,0.08,1011,14.44,-741.14,-7.33,1524,13.85,-949.89,-6.23,-1691.03,2535,85,-6.670729783,
0.06,0.1,245,16.73,-219.13,-8.94,388,17.01,-204.93,-5.28,-424.06,633,90,-6.699210111,
0.06,0.1,239,17.99,-135.27,-5.66,370,17.57,-272.73,-7.37,-408,609,60,-6.699507389,
0.035,0.14,470,20.21,94.86,2.02,711,17.3,-886.25,-12.46,-791.39,1181,60,-6.701016088,
