date,home,away,over,under,player_name,batterid,team,pitcher,hr,pa,stand,p_throws
2024-04-02,White Sox,Braves,0.25,0.789,Luis Robert,673357,White Sox,625643,0,4,R,R
2024-04-02,White Sox,Braves,0.182,0.867,Gavin Sheets,657757,White Sox,625643,0,4,L,R
2024-04-02,White Sox,Braves,0.182,0.867,Andrew Vaughn,683734,White Sox,625643,0,4,R,R
2024-04-02,White Sox,Braves,0.057,0.99,Nicky Lopez,670032,White Sox,625643,0,3,L,R
2024-04-02,White Sox,Braves,0.121,0.923,Martin Maldonado,455117,White Sox,625643,0,3,R,R
2024-04-02,White Sox,Braves,0.095,0.952,Andrew Benintendi,643217,White Sox,625643,0,4,L,R
2024-04-02,Astros,Blue Jays,0.133,0.917,Jose Abreu,547989,Astros,621244,0,4,R,R
2024-04-02,Astros,Blue Jays,0.067,0.98,Ernie Clement,676391,Blue Jays,664285,0,3,R,L
2024-04-02,Astros,Blue Jays,0.143,0.9,Jose Altuve,514888,Astros,621244,1,4,R,R
2024-04-02,Astros,Blue Jays,0.286,0.75,Yordan Alvarez,670541,Astros,621244,0,4,L,R
2024-04-02,Astros,Blue Jays,0.133,0.909,Alex Bregman,608324,Astros,621244,0,4,R,R
2024-04-02,Astros,Blue Jays,0.174,0.875,Yainer Diaz,673237,Astros,621244,0,5,R,R
2024-04-02,Astros,Blue Jays,0.125,0.917,Chas McCormick,676801,Astros,621244,0,5,R,R
2024-04-02,Astros,Blue Jays,0.095,0.952,Jeremy Pena,665161,Astros,621244,0,3,R,R
2024-04-02,Astros,Blue Jays,0.2,0.846,Kyle Tucker,663656,Astros,621244,0,4,L,R
2024-04-02,Astros,Blue Jays,0.16,0.882,Justin Turner,457759,Blue Jays,664285,0,4,R,L
2024-04-02,Astros,Blue Jays,0.138,0.909,Victor Caratini,605170,Astros,621244,0,3,L,R
2024-04-02,Astros,Blue Jays,0.069,0.98,Isiah Kiner-Falefa,643396,Blue Jays,664285,0,3,R,L
2024-04-02,Astros,Blue Jays,0.074,0.968,Kevin Kiermaier,595281,Blue Jays,664285,0,3,L,L
2024-04-02,Astros,Blue Jays,0.118,0.923,Bo Bichette,666182,Blue Jays,664285,0,4,R,L
2024-04-02,Astros,Blue Jays,0.154,0.889,Vladimir Guerrero,665489,Blue Jays,664285,0,4,R,L
2024-04-02,Astros,Blue Jays,0.105,0.941,Alejandro Kirk,672386,Blue Jays,664285,0,4,R,L
2024-04-02,Astros,Blue Jays,0.138,0.909,Davis Schneider,676914,Blue Jays,664285,1,4,R,L
2024-04-02,Astros,Blue Jays,0.133,0.917,George Springer,543807,Blue Jays,664285,0,4,R,L
2024-04-02,Cubs,Rockies,0.167,0.875,Dansby Swanson,621020,Cubs,607536,0,4,R,L
2024-04-02,Cubs,Rockies,0.121,0.923,Miguel Amaya,665804,Cubs,607536,0,5,R,L
2024-04-02,Cubs,Rockies,0.167,0.875,Ian Happ,664023,Cubs,607536,0,5,L,L
2024-04-02,Cubs,Rockies,0.091,0.952,Nico Hoerner,663538,Cubs,607536,0,6,R,L
2024-04-02,Cubs,Rockies,0.056,0.99,Nick Madrigal,663611,Cubs,607536,0,5,R,L
2024-04-02,Cubs,Rockies,0.217,0.833,Christopher Morel,666624,Cubs,607536,1,5,R,L
2024-04-02,Cubs,Rockies,0.148,0.9,Seiya Suzuki,673548,Cubs,607536,1,5,R,L
2024-04-02,Cubs,Rockies,0.129,0.917,Charlie Blackmon,453568,Rockies,665871,0,4,L,R
2024-04-02,Cubs,Rockies,0.143,0.9,Kris Bryant,592178,Rockies,665871,0,4,R,R
2024-04-02,Cubs,Rockies,0.138,0.909,Elias Diaz,553869,Rockies,665871,0,4,R,R
2024-04-02,Cubs,Rockies,0.111,0.933,Brenton Doyle,686668,Rockies,665871,0,4,R,R
2024-04-02,Cubs,Rockies,0.167,0.875,Nolan Jones,666134,Rockies,665871,0,4,L,R
2024-04-02,Cubs,Rockies,0.16,0.882,Ryan McMahon,641857,Rockies,665871,0,3,L,R
2024-04-02,Cubs,Rockies,0.114,0.933,Brendan Rodgers,663898,Rockies,665871,0,4,R,R
2024-04-02,Cubs,Rockies,0.182,0.867,Michael Toglia,669911,Rockies,665871,1,4,L,R
2024-04-02,Cubs,Rockies,0.133,0.909,Ezequiel Tovar,678662,Rockies,665871,0,4,R,R
2024-04-02,Cubs,Rockies,0.167,0.875,Cody Bellinger,641355,Cubs,607536,1,5,L,L
2024-04-02,Cubs,Rockies,0.2,0.846,Garrett Cooper,643265,Cubs,607536,1,5,R,L
2024-04-02,Diamondbacks,Yankees,0.19,0.857,Ketel Marte,606466,Diamondbacks,641482,0,5,L,L
2024-04-02,Diamondbacks,Yankees,0.095,0.952,Jake McCarthy,664983,Diamondbacks,641482,0,4,L,L
2024-04-02,Diamondbacks,Yankees,0.056,0.99,Geraldo Perdomo,672695,Diamondbacks,641482,0,5,L,L
2024-04-02,Diamondbacks,Yankees,0.2,0.846,Christian Walker,572233,Diamondbacks,641482,1,4,R,L
2024-04-02,Diamondbacks,Yankees,0.114,0.933,Alex Verdugo,657077,Yankees,668678,0,3,L,R
2024-04-02,Diamondbacks,Yankees,0.095,0.952,Oswaldo Cabrera,665828,Yankees,668678,0,3,L,R
2024-04-02,Diamondbacks,Yankees,0.312,0.733,Aaron Judge,592450,Yankees,668678,0,4,R,R
2024-04-02,Diamondbacks,Yankees,0.154,0.889,Anthony Rizzo,519203,Yankees,668678,0,4,L,R
2024-04-02,Diamondbacks,Yankees,0.222,0.818,Giancarlo Stanton,519317,Yankees,668678,0,3,R,R
2024-04-02,Diamondbacks,Yankees,0.182,0.867,Gleyber Torres,650402,Yankees,668678,0,4,R,R
2024-04-02,Diamondbacks,Yankees,0.08,0.962,Jose Trevino,624431,Yankees,668678,0,2,R,R
2024-04-02,Diamondbacks,Yankees,0.143,0.909,Anthony Volpe,683011,Yankees,668678,0,3,R,R
2024-04-02,Diamondbacks,Yankees,0.182,0.867,Eugenio Suarez,553993,Diamondbacks,641482,0,4,R,L
2024-04-02,Diamondbacks,Yankees,0.143,0.9,Lourdes Gurriel,666971,Diamondbacks,641482,0,5,R,L
2024-04-02,Diamondbacks,Yankees,0.1,0.941,Gabriel Moreno,672515,Diamondbacks,641482,0,4,R,L
2024-04-02,Diamondbacks,Yankees,0.174,0.867,Juan Soto,665742,Yankees,668678,0,4,L,R
2024-04-02,Athletics,Red Sox,0.118,0.923,Triston Casas,671213,Red Sox,622072,0,5,L,L
2024-04-02,Athletics,Red Sox,0.167,0.875,Bobby Dalbec,666915,Red Sox,622072,0,2,R,L
2024-04-02,Athletics,Red Sox,0.16,0.882,Rafael Devers,646240,Red Sox,622072,0,6,L,L
2024-04-02,Athletics,Red Sox,0.087,0.962,Jarren Duran,680776,Red Sox,622072,0,5,L,L
2024-04-02,Athletics,Red Sox,0.118,0.923,Ceddanne Rafaela,678882,Red Sox,622072,0,5,R,L
2024-04-02,Athletics,Red Sox,0.174,0.867,Trevor Story,596115,Red Sox,622072,0,5,R,L
2024-04-02,Athletics,Red Sox,0.105,0.941,Connor Wong,657136,Red Sox,622072,0,5,R,L
2024-04-02,Athletics,Red Sox,0.138,0.909,JJ Bleday,668709,Athletics,678394,1,5,L,R
2024-04-02,Athletics,Red Sox,0.133,0.909,Ryan Noda,676116,Athletics,678394,0,5,L,R
2024-04-02,Athletics,Red Sox,0.091,0.952,J.D. Davis,605204,Athletics,678394,0,5,R,R
2024-04-02,Athletics,Red Sox,0.1,0.941,Pablo Reyes,622569,Red Sox,622072,0,3,R,L
2024-04-02,Athletics,Red Sox,0.143,0.9,Seth Brown,664913,Athletics,678394,0,5,L,R
2024-04-02,Athletics,Red Sox,0.108,0.933,Lawrence Butler,671732,Athletics,678394,0,5,L,R
2024-04-02,Athletics,Red Sox,0.114,0.933,Zack Gelof,680869,Athletics,678394,0,5,R,R
2024-04-02,Athletics,Red Sox,0.148,0.9,Shea Langeliers,669127,Athletics,678394,1,5,R,R
2024-04-02,Athletics,Red Sox,0.129,0.917,Brent Rooker,667670,Athletics,678394,0,5,R,R
2024-04-02,Athletics,Red Sox,0.19,0.857,Tyler O'Neill,641933,Red Sox,622072,0,6,R,L
2024-04-02,Mariners,Guardians,0.182,0.867,Dominic Canzone,686527,Mariners,669456,0,4,L,R
2024-04-02,Mariners,Guardians,0.08,0.962,Josh Rojas,668942,Mariners,669456,0,4,L,R
2024-04-02,Mariners,Guardians,0.095,0.952,Will Brennan,686823,Guardians,622491,0,4,L,R
2024-04-02,Mariners,Guardians,0.08,0.968,Tyler Freeman,671289,Guardians,622491,0,4,R,R
2024-04-02,Mariners,Guardians,0.143,0.9,Andres Gimenez,665926,Guardians,622491,0,5,L,R
2024-04-02,Mariners,Guardians,0.062,0.98,Austin Hedges,595978,Guardians,622491,0,4,R,R
2024-04-02,Mariners,Guardians,0.08,0.968,Steven Kwan,680757,Guardians,622491,0,5,L,R
2024-04-02,Mariners,Guardians,0.167,0.875,Bo Naylor,666310,Guardians,622491,1,4,L,R
2024-04-02,Mariners,Guardians,0.182,0.867,Josh Naylor,647304,Guardians,622491,0,4,L,R
2024-04-02,Mariners,Guardians,0.174,0.867,Jose Ramirez,608070,Guardians,622491,0,5,L,R
2024-04-02,Mariners,Guardians,0.105,0.941,Brayan Rocchio,677587,Guardians,622491,0,4,L,R
2024-04-02,Mariners,Guardians,0.19,0.867,Jorge Polanco,593871,Mariners,669456,0,4,L,R
2024-04-02,Mariners,Guardians,0.114,0.933,J.P. Crawford,641487,Mariners,669456,0,5,L,R
2024-04-02,Mariners,Guardians,0.118,0.923,Ty France,664034,Mariners,669456,0,4,R,R
2024-04-02,Mariners,Guardians,0.182,0.867,Mitch Haniger,571745,Mariners,669456,0,4,R,R
2024-04-02,Mariners,Guardians,0.2,0.846,Cal Raleigh,663728,Mariners,669456,0,4,L,R
2024-04-02,Mariners,Guardians,0.211,0.833,Julio Rodriguez,677594,Mariners,669456,0,4,R,R
2024-04-02,Mariners,Guardians,0.19,0.846,Mitch Garver,641598,Mariners,669456,0,4,R,R
2024-04-02,Marlins,Angels,0.108,0.933,Tim Anderson,641313,Marlins,542881,0,4,R,L
2024-04-02,Marlins,Angels,0.231,0.818,Jake Burger,669394,Marlins,542881,0,4,R,L
2024-04-02,Marlins,Angels,0.174,0.867,Brandon Drury,592273,Angels,666200,0,5,R,L
2024-04-02,Marlins,Angels,0.16,0.882,Bryan De La Cruz,650559,Marlins,542881,1,4,R,L
2024-04-02,Marlins,Angels,0.125,0.923,Nick Fortes,663743,Marlins,542881,0,3,R,L
2024-04-02,Marlins,Angels,0.154,0.889,Avisail Garcia,541645,Marlins,542881,0,3,R,L
2024-04-02,Marlins,Angels,0.125,0.917,Zach Neto,687263,Angels,666200,0,3,R,L
2024-04-02,Marlins,Angels,0.129,0.917,Anthony Rendon,543685,Angels,666200,0,4,R,L
2024-04-02,Marlins,Angels,0.19,0.857,Mike Trout,545361,Angels,666200,0,4,R,L
2024-04-02,Marlins,Angels,0.143,0.9,Taylor Ward,621493,Angels,666200,0,4,R,L
2024-04-02,Marlins,Angels,0.077,0.968,Luis Arraez,650333,Marlins,542881,0,4,L,L
2024-04-02,Marlins,Angels,0.217,0.833,Miguel Sano,593934,Angels,666200,0,4,R,L
2024-04-02,Marlins,Angels,0.087,0.962,Jonah Bride,681146,Marlins,542881,0,3,R,L
2024-04-02,Marlins,Angels,0.133,0.909,Aaron Hicks,543305,Angels,666200,1,4,L,L
2024-04-02,Marlins,Angels,0.148,0.9,Logan O'Hoppe,681351,Angels,666200,0,3,R,L
2024-04-02,Marlins,Angels,0.182,0.867,Josh Bell,605137,Marlins,542881,0,4,L,L
2024-04-02,Phillies,Reds,0.125,0.923,Will Benson,666181,Reds,605513,0,4,L,R
2024-04-02,Phillies,Reds,0.1,0.941,Elly De La Cruz,682829,Reds,605513,0,4,R,R
2024-04-02,Phillies,Reds,0.095,0.952,Jake Fraley,641584,Reds,605513,0,4,L,R
2024-04-02,Phillies,Reds,0.114,0.933,Jonathan India,663697,Reds,605513,0,5,R,R
2024-04-02,Phillies,Reds,0.1,0.941,Tyler Stephenson,663886,Reds,605513,0,4,R,R
2024-04-02,Phillies,Reds,0.114,0.933,Jeimer Candelario,600869,Reds,605513,0,4,R,R
2024-04-02,Phillies,Reds,0.108,0.933,Brandon Marsh,669016,Phillies,668933,1,4,L,R
2024-04-02,Phillies,Reds,0.2,0.846,Trea Turner,607208,Phillies,668933,0,5,R,R
2024-04-02,Phillies,Reds,0.143,0.9,Christian Encarnacion-Strand,687952,Reds,605513,0,4,R,R
2024-04-02,Phillies,Reds,0.103,0.941,Spencer Steer,668715,Reds,605513,0,4,R,R
2024-04-02,Phillies,Reds,0.121,0.923,Alec Bohm,664761,Phillies,668933,0,4,R,R
2024-04-02,Phillies,Reds,0.16,0.889,Nick Castellanos,592206,Phillies,668933,0,4,R,R
2024-04-02,Phillies,Reds,0.16,0.882,Bryce Harper,547180,Phillies,668933,1,4,L,R
2024-04-02,Phillies,Reds,0.069,0.98,Johan Rojas,679032,Phillies,668933,0,4,R,R
2024-04-02,Phillies,Reds,0.222,0.818,Kyle Schwarber,656941,Phillies,668933,0,5,L,R
2024-04-02,Phillies,Reds,0.08,0.968,Bryson Stott,681082,Phillies,668933,0,4,L,R
2024-04-02,Phillies,Reds,0.074,0.968,Garrett Stubbs,596117,Phillies,668933,0,4,L,R
2024-04-02,Phillies,Reds,0.083,0.962,Nick Martini,605361,Reds,605513,0,4,L,R
2024-04-02,Brewers,Twins,0.2,0.846,William Contreras,661388,Brewers,686973,0,4,R,R
2024-04-02,Brewers,Twins,0.091,0.952,Christian Vazquez,543877,Twins,596001,0,3,R,R
2024-04-02,Brewers,Twins,0.154,0.889,Willi Castro,650489,Twins,596001,0,3,L,R
2024-04-02,Brewers,Twins,0.217,0.833,Willy Adames,642715,Brewers,686973,0,4,R,R
2024-04-02,Brewers,Twins,0.143,0.909,Jackson Chourio,694192,Brewers,686973,0,4,R,R
2024-04-02,Brewers,Twins,0.267,0.778,Byron Buxton,621439,Twins,596001,0,4,R,R
2024-04-02,Brewers,Twins,0.19,0.867,Carlos Correa,621043,Twins,596001,0,4,R,R
2024-04-02,Brewers,Twins,0.114,0.933,Sal Frelick,686217,Brewers,686973,0,4,L,R
2024-04-02,Brewers,Twins,0.174,0.875,Edouard Julien,666397,Twins,596001,0,3,L,R
2024-04-02,Brewers,Twins,0.244,0.8,Max Kepler,596146,Twins,596001,0,4,L,R
2024-04-02,Brewers,Twins,0.182,0.867,Alex Kirilloff,666135,Twins,596001,0,4,L,R
2024-04-02,Brewers,Twins,0.108,0.933,Brice Turang,668930,Brewers,686973,0,4,L,R
2024-04-02,Brewers,Twins,0.27,0.778,Matt Wallner,670242,Twins,596001,0,2,L,R
2024-04-02,Brewers,Twins,0.182,0.867,Christian Yelich,592885,Brewers,686973,1,4,L,R
2024-04-02,Brewers,Twins,0.217,0.833,Jake Bauers,641343,Brewers,686973,0,4,L,R
2024-04-02,Brewers,Twins,0.174,0.875,Oliver Dunn,686554,Brewers,686973,0,4,L,R
2024-04-02,Brewers,Twins,0.244,0.8,Rhys Hoskins,656555,Brewers,686973,0,5,R,R
2024-04-02,Brewers,Twins,0.19,0.867,Carlos Santana,467793,Twins,596001,0,4,L,R
2024-04-02,Dodgers,Giants,0.087,0.962,Nick Ahmed,605113,Giants,642232,0,4,R,L
2024-04-02,Dodgers,Giants,0.103,0.941,Will Smith,669257,Dodgers,657277,0,4,R,R
2024-04-02,Dodgers,Giants,0.083,0.962,Enrique Hernandez,571771,Dodgers,657277,0,4,R,R
2024-04-02,Dodgers,Giants,0.143,0.909,Mookie Betts,605141,Dodgers,657277,1,5,R,R
2024-04-02,Dodgers,Giants,0.121,0.923,Freddie Freeman,518692,Dodgers,657277,0,4,L,R
2024-04-02,Dodgers,Giants,0.211,0.846,Shohei Ohtani,660271,Dodgers,657277,0,4,L,R
2024-04-02,Dodgers,Giants,0.083,0.962,Gavin Lux,666158,Dodgers,657277,0,4,L,R
2024-04-02,Dodgers,Giants,0.19,0.857,Max Muncy,571970,Dodgers,657277,0,4,L,R
2024-04-02,Dodgers,Giants,0.114,0.933,James Outman,681546,Dodgers,657277,0,4,L,R
2024-04-02,Dodgers,Giants,0.217,0.833,Jorge Soler,624585,Giants,518489,1,4,R,R
2024-04-02,Dodgers,Giants,0.105,0.941,Patrick Bailey,672275,Giants,642232,0,4,R,L
2024-04-02,Dodgers,Giants,0.103,0.941,Thairo Estrada,642731,Giants,642232,0,4,R,L
2024-04-02,Dodgers,Giants,0.129,0.917,Wilmer Flores,527038,Giants,642232,0,5,R,L
2024-04-02,Dodgers,Giants,0.148,0.9,Mike Yastrzemski,573262,Giants,642232,0,2,L,L
2024-04-02,Dodgers,Giants,0.211,0.846,Matt Chapman,656305,Giants,518489,0,5,R,R
2024-04-02,Dodgers,Giants,0.138,0.909,Teoscar Hernandez,606192,Dodgers,657277,0,4,R,R
2024-04-02,Dodgers,Giants,0.133,0.909,Michael Conforto,624424,Giants,518489,0,4,L,R
2024-04-02,Rays,Rangers,0.108,0.933,Amed Rosario,642708,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.16,0.882,Jose Siri,642350,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.138,0.909,Jared Walsh,665120,Rangers,621107,0,4,L,R
2024-04-02,Rays,Rangers,0.118,0.923,Jose Caballero,676609,Rays,571760,0,3,R,L
2024-04-02,Rays,Rangers,0.211,0.846,Randy Arozarena,668227,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.19,0.857,Yandy Diaz,650490,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.118,0.923,Curtis Mead,678554,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.182,0.867,Isaac Paredes,670623,Rays,571760,1,4,R,L
2024-04-02,Rays,Rangers,0.143,0.9,Rene Pinto,650907,Rays,571760,0,3,R,L
2024-04-02,Rays,Rangers,0.133,0.909,Harold Ramirez,623912,Rays,571760,0,4,R,L
2024-04-02,Rays,Rangers,0.129,0.917,Evan Carter,694497,Rangers,621107,0,4,L,R
2024-04-02,Rays,Rangers,0.25,0.789,Adolis Garcia,666969,Rangers,621107,0,4,R,R
2024-04-02,Rays,Rangers,0.154,0.889,Jonah Heim,641680,Rangers,621107,0,4,L,R
2024-04-02,Rays,Rangers,0.25,0.8,Corey Seager,608369,Rangers,621107,0,4,L,R
2024-04-02,Rays,Rangers,0.16,0.889,Marcus Semien,543760,Rangers,621107,0,4,R,R
2024-04-02,Rays,Rangers,0.1,0.941,Leody Taveras,665750,Rangers,621107,0,4,L,R
2024-04-02,Rays,Rangers,0.138,0.909,Wyatt Langford,694671,Rangers,621107,0,4,R,R
2024-04-02,Padres,Cardinals,0.114,0.933,Xander Bogaerts,593428,Padres,571945,0,5,R,R
2024-04-02,Padres,Cardinals,0.143,0.9,Willson Contreras,575929,Cardinals,506433,1,4,R,R
2024-04-02,Padres,Cardinals,0.095,0.952,Michael Siani,672279,Cardinals,506433,0,4,L,R
2024-04-02,Padres,Cardinals,0.062,0.98,Tyler Wade,642180,Padres,571945,0,4,L,R
2024-04-02,Padres,Cardinals,0.1,0.952,Luis Campusano,669134,Padres,571945,0,4,R,R
2024-04-02,Padres,Cardinals,0.125,0.923,Jake Cronenworth,630105,Padres,571945,0,4,L,R
2024-04-02,Padres,Cardinals,0.083,0.962,Ha-Seong Kim,673490,Padres,571945,0,4,R,R
2024-04-02,Padres,Cardinals,0.19,0.857,Manny Machado,592518,Padres,571945,0,4,R,R
2024-04-02,Padres,Cardinals,0.108,0.933,Jackson Merrill,701538,Padres,571945,0,4,L,R
2024-04-02,Padres,Cardinals,0.103,0.941,Jurickson Profar,595777,Padres,571945,0,4,L,R
2024-04-02,Padres,Cardinals,0.2,0.846,Fernando Tatis,665487,Padres,571945,0,4,R,R
2024-04-02,Padres,Cardinals,0.133,0.917,Nolan Arenado,571448,Cardinals,506433,0,4,R,R
2024-04-02,Padres,Cardinals,0.108,0.933,Alec Burleson,676475,Cardinals,506433,0,3,L,R
2024-04-02,Padres,Cardinals,0.108,0.933,Brendan Donovan,680977,Cardinals,506433,0,5,L,R
2024-04-02,Padres,Cardinals,0.138,0.909,Paul Goldschmidt,502671,Cardinals,506433,0,4,R,R
2024-04-02,Padres,Cardinals,0.114,0.933,Jordan Walker,691023,Cardinals,506433,0,3,R,R
2024-04-02,Padres,Cardinals,0.069,0.98,Masyn Winn,691026,Cardinals,506433,0,4,R,R
2024-04-02,Padres,Cardinals,0.091,0.952,Victor Scott II,687363,Cardinals,506433,0,4,L,R
2024-04-03,Orioles,Royals,0.114,0.933,Austin Hays,669720,Orioles,666142,0,4,R,L
2024-04-03,Orioles,Royals,0.133,0.909,Gunnar Henderson,683002,Orioles,666142,0,4,L,L
2024-04-03,Orioles,Royals,0.095,0.952,Jorge Mateo,622761,Orioles,666142,0,2,R,L
2024-04-03,Orioles,Royals,0.129,0.917,Ryan Mountcastle,663624,Orioles,666142,0,4,R,L
2024-04-03,Orioles,Royals,0.111,0.933,Adley Rutschman,668939,Orioles,666142,0,4,L,L
2024-04-03,Orioles,Royals,0.167,0.875,Anthony Santander,623993,Orioles,666142,0,4,L,L
2024-04-03,Orioles,Royals,0.091,0.952,Ramon Urias,602104,Orioles,666142,0,3,R,L
2024-04-03,Orioles,Royals,0.125,0.917,Jordan Westburg,676059,Orioles,666142,0,4,R,L
2024-04-03,Orioles,Royals,0.095,0.952,Freddy Fermin,666023,Royals,669203,0,4,R,R
2024-04-03,Orioles,Royals,0.091,0.952,Maikel Garcia,672580,Royals,669203,1,5,R,R
2024-04-03,Orioles,Royals,0.067,0.98,Kyle Isbel,664728,Royals,669203,0,4,L,R
2024-04-03,Orioles,Royals,0.125,0.923,MJ Melendez,669004,Royals,669203,0,4,L,R
2024-04-03,Orioles,Royals,0.105,0.941,Vinnie Pasquantino,686469,Royals,669203,0,4,L,R
2024-04-03,Orioles,Royals,0.154,0.889,Salvador Perez,521692,Royals,669203,0,4,R,R
2024-04-03,Orioles,Royals,0.138,0.909,Bobby Witt,677951,Royals,669203,0,5,R,R
2024-04-03,Orioles,Royals,0.111,0.933,James McCann,543510,Orioles,666142,0,4,R,L
2024-04-03,Orioles,Royals,0.114,0.933,Hunter Renfroe,592669,Royals,669203,0,4,R,R
2024-04-03,Orioles,Royals,0.062,0.98,Adam Frazier,624428,Royals,669203,0,4,L,R
2024-04-03,Astros,Blue Jays,0.2,0.846,Daulton Varsho,662139,Blue Jays,664299,0,4,L,R
2024-04-03,Astros,Blue Jays,0.148,0.9,Jose Altuve,514888,Astros,605135,1,5,R,R
2024-04-03,Astros,Blue Jays,0.27,0.778,Yordan Alvarez,670541,Astros,605135,1,5,L,R
2024-04-03,Astros,Blue Jays,0.133,0.909,Alex Bregman,608324,Astros,605135,0,4,R,R
2024-04-03,Astros,Blue Jays,0.174,0.875,Yainer Diaz,673237,Astros,605135,0,5,R,R
2024-04-03,Astros,Blue Jays,0.087,0.962,Mauricio Dubon,643289,Astros,605135,0,4,R,R
2024-04-03,Astros,Blue Jays,0.118,0.923,Chas McCormick,676801,Astros,605135,0,4,R,R
2024-04-03,Astros,Blue Jays,0.095,0.952,Jeremy Pena,665161,Astros,605135,1,4,R,R
2024-04-03,Astros,Blue Jays,0.19,0.857,Kyle Tucker,663656,Astros,605135,0,5,L,R
2024-04-03,Astros,Blue Jays,0.19,0.857,Justin Turner,457759,Blue Jays,664299,0,3,R,R
2024-04-03,Astros,Blue Jays,0.105,0.941,Isiah Kiner-Falefa,643396,Blue Jays,664299,0,3,R,R
2024-04-03,Astros,Blue Jays,0.118,0.923,Kevin Kiermaier,595281,Blue Jays,664299,0,4,L,R
2024-04-03,Astros,Blue Jays,0.167,0.875,Bo Bichette,666182,Blue Jays,664299,0,4,R,R
2024-04-03,Astros,Blue Jays,0.105,0.941,Cavan Biggio,624415,Blue Jays,664299,0,3,L,R
2024-04-03,Astros,Blue Jays,0.263,0.778,Vladimir Guerrero,665489,Blue Jays,664299,0,4,R,R
2024-04-03,Astros,Blue Jays,0.133,0.909,Alejandro Kirk,672386,Blue Jays,664299,0,3,R,R
2024-04-03,Astros,Blue Jays,0.19,0.857,George Springer,543807,Blue Jays,664299,0,4,R,R
2024-04-03,Cubs,Rockies,0.148,0.9,Dansby Swanson,621020,Cubs,615698,0,5,R,R
2024-04-03,Cubs,Rockies,0.091,0.962,Miguel Amaya,665804,Cubs,615698,0,3,R,R
2024-04-03,Cubs,Rockies,0.129,0.917,Ian Happ,664023,Cubs,615698,0,5,L,R
2024-04-03,Cubs,Rockies,0.071,0.968,Nico Hoerner,663538,Cubs,615698,0,4,R,R
2024-04-03,Cubs,Rockies,0.167,0.875,Christopher Morel,666624,Cubs,615698,0,4,R,R
2024-04-03,Cubs,Rockies,0.143,0.909,Seiya Suzuki,673548,Cubs,615698,1,5,R,R
2024-04-03,Cubs,Rockies,0.125,0.923,Charlie Blackmon,453568,Rockies,681432,0,5,L,L
2024-04-03,Cubs,Rockies,0.118,0.923,Kris Bryant,592178,Rockies,676962,0,5,R,R
2024-04-03,Cubs,Rockies,0.091,0.952,Brenton Doyle,686668,Rockies,676962,0,5,R,R
2024-04-03,Cubs,Rockies,0.129,0.917,Nolan Jones,666134,Rockies,676962,0,5,L,R
2024-04-03,Cubs,Rockies,0.133,0.909,Ryan McMahon,641857,Rockies,681432,0,5,L,L
2024-04-03,Cubs,Rockies,0.133,0.909,Michael Toglia,669911,Rockies,676962,0,5,L,R
2024-04-03,Cubs,Rockies,0.103,0.941,Ezequiel Tovar,678662,Rockies,681432,0,5,R,L
2024-04-03,Cubs,Rockies,0.077,0.968,Alan Trejo,676701,Rockies,676962,0,3,R,R
2024-04-03,Cubs,Rockies,0.167,0.882,Cody Bellinger,641355,Cubs,615698,0,5,L,R
2024-04-03,Cubs,Rockies,0.133,0.909,Michael Busch,683737,Cubs,615698,0,4,L,R
2024-04-03,Cubs,Rockies,0.067,0.98,Jacob Stallings,607732,Rockies,676962,0,4,R,R
2024-04-03,Cubs,Rockies,0.077,0.968,Mike Tauchman,643565,Cubs,615698,0,4,L,R
2024-04-03,Diamondbacks,Yankees,0.1,0.941,Corbin Carroll,682998,Diamondbacks,607074,0,5,L,L
2024-04-03,Diamondbacks,Yankees,0.231,0.818,Ketel Marte,606466,Diamondbacks,607074,1,5,L,L
2024-04-03,Diamondbacks,Yankees,0.057,0.99,Geraldo Perdomo,672695,Diamondbacks,607074,0,4,L,L
2024-04-03,Diamondbacks,Yankees,0.211,0.846,Christian Walker,572233,Diamondbacks,607074,0,5,R,L
2024-04-03,Diamondbacks,Yankees,0.118,0.923,Alex Verdugo,657077,Yankees,518876,1,4,L,R
2024-04-03,Diamondbacks,Yankees,0.067,0.98,Tucker Barnhart,571466,Diamondbacks,607074,0,3,L,L
2024-04-03,Diamondbacks,Yankees,0.1,0.941,Oswaldo Cabrera,665828,Yankees,518876,0,4,L,R
2024-04-03,Diamondbacks,Yankees,0.323,0.714,Aaron Judge,592450,Yankees,518876,1,5,R,R
2024-04-03,Diamondbacks,Yankees,0.154,0.889,Anthony Rizzo,519203,Yankees,518876,0,5,L,R
2024-04-03,Diamondbacks,Yankees,0.174,0.867,Gleyber Torres,650402,Yankees,518876,0,5,R,R
2024-04-03,Diamondbacks,Yankees,0.143,0.9,Anthony Volpe,683011,Yankees,518876,0,5,R,R
2024-04-03,Diamondbacks,Yankees,0.148,0.9,Austin Wells,669224,Yankees,518876,0,4,L,R
2024-04-03,Diamondbacks,Yankees,0.133,0.917,Trent Grisham,663757,Yankees,518876,0,2,L,R
