"last_name, first_name","player_id","year","pa"
"Williams, Trevor",592866,2023,658
"Germán, Domingo",593334,2023,444
"Rodriguez, Eduardo",593958,2023,621
"Weaver, Luke",596133,2023,563
"Pivetta, Nick",601713,2023,587
"Bassitt, Chris",605135,2023,826
"Clevinger, Mike",605182,2023,549
"Nola, Aaron",605400,2023,793
"Freeland, Kyle",607536,2023,677
"Giolito, Lucas",608337,2023,794
"Wacha, Michael",608379,2023,553
"Blackburn, Paul",621112,2023,464
"Berríos, José",621244,2023,782
"Castillo, Luis",622491,2023,802
"Urías, Julio",628711,2023,482
"Peralta, Freddy",642547,2023,680
"King, Michael",650633,2023,431
"Flaherty, Jack",656427,2023,650
"Houck, Tanner",656557,2023,463
"Keller, Mitch",656605,2023,825
"Megill, Tylor",656731,2023,567
"Peterson, David",656849,2023,492
"Ryan, Joe",657746,2023,672
"Ohtani, Shohei",660271,2023,531
"Irvin, Jake",663623,2023,530
"Sandoval, Patrick",663776,2023,652
"Singer, Brady",663903,2023,702
"Medina, Luis",665622,2023,495
"Luzardo, Jesús",666200,2023,741
"Gallen, Zac",668678,2023,846
"Greene, Hunter",668881,2023,498
